"Note"	"Residence State"	"Residence State Code"	"Month"	"Month Code"	"UCD - ICD-10 113 Cause List"	"UCD - ICD-10 113 Cause List Code"	Deaths	Population	Crude Rate
	"Illinois"	"17"	"Apr., 2023 (provisional)"	"2023/04"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	134	Not Applicable	Not Applicable
	"Illinois"	"17"	"Apr., 2023 (provisional)"	"2023/04"	"#Chronic liver disease and cirrhosis (K70,K73-K74)"	"GR113-093"	123	Not Applicable	Not Applicable
	"Illinois"	"17"	"Apr., 2023 (provisional)"	"2023/04"	"Alcoholic liver disease (K70)"	"GR113-094"	50	Not Applicable	Not Applicable
	"Illinois"	"17"	"Apr., 2023 (provisional)"	"2023/04"	"Other chronic liver disease and cirrhosis (K73-K74)"	"GR113-095"	73	Not Applicable	Not Applicable
	"Illinois"	"17"	"Apr., 2023 (provisional)"	"2023/04"	"#Cholelithiasis and other disorders of gallbladder (K80-K82)"	"GR113-096"	13	Not Applicable	Not Applicable
	"Illinois"	"17"	"Apr., 2023 (provisional)"	"2023/04"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	235	Not Applicable	Not Applicable
	"Illinois"	"17"	"Apr., 2023 (provisional)"	"2023/04"	"Renal failure (N17-N19)"	"GR113-100"	233	Not Applicable	Not Applicable
	"Illinois"	"17"	"Apr., 2023 (provisional)"	"2023/04"	"#Certain conditions originating in the perinatal period (P00-P96)"	"GR113-108"	45	Not Applicable	Not Applicable
	"Illinois"	"17"	"Apr., 2023 (provisional)"	"2023/04"	"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)"	"GR113-109"	25	Not Applicable	Not Applicable
	"Illinois"	"17"	"Apr., 2023 (provisional)"	"2023/04"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	105	Not Applicable	Not Applicable
	"Illinois"	"17"	"Apr., 2023 (provisional)"	"2023/04"	"All other diseases (Residual) "	"GR113-111"	1141	Not Applicable	Not Applicable
	"Illinois"	"17"	"Apr., 2023 (provisional)"	"2023/04"	"#Accidents (unintentional injuries) (V01-X59,Y85-Y86)"	"GR113-112"	621	Not Applicable	Not Applicable
	"Illinois"	"17"	"Apr., 2023 (provisional)"	"2023/04"	"Transport accidents (V01-V99,Y85)"	"GR113-113"	119	Not Applicable	Not Applicable
	"Illinois"	"17"	"Apr., 2023 (provisional)"	"2023/04"	"Motor vehicle accidents (V02-V04,V09.0,V09.2,V12-V14,V19.0-V19.2,V19.4-V19.6,V20-V79,V80.3-V80.5,V81.0-V81.1,V82.0-V82.1,V83-V86,V87.0-V87.8,V88.0-V88.8,V89.0,V89.2)"	"GR113-114"	113	Not Applicable	Not Applicable
	"Illinois"	"17"	"Apr., 2023 (provisional)"	"2023/04"	"Nontransport accidents (W00-X59,Y86)"	"GR113-117"	502	Not Applicable	Not Applicable
	"Illinois"	"17"	"Apr., 2023 (provisional)"	"2023/04"	"Falls (W00-W19)"	"GR113-118"	120	Not Applicable	Not Applicable
	"Illinois"	"17"	"Apr., 2023 (provisional)"	"2023/04"	"Accidental drowning and submersion (W65-W74)"	"GR113-120"	13	Not Applicable	Not Applicable
	"Illinois"	"17"	"Apr., 2023 (provisional)"	"2023/04"	"Accidental exposure to smoke, fire and flames (X00-X09)"	"GR113-121"	13	Not Applicable	Not Applicable
	"Illinois"	"17"	"Apr., 2023 (provisional)"	"2023/04"	"Accidental poisoning and exposure to noxious substances (X40-X49)"	"GR113-122"	295	Not Applicable	Not Applicable
	"Illinois"	"17"	"Apr., 2023 (provisional)"	"2023/04"	"Other and unspecified nontransport accidents and their sequelae (W20-W31,W35-W64,W75-W99,X10-X39,X50-X59,Y86)"	"GR113-123"	61	Not Applicable	Not Applicable
	"Illinois"	"17"	"Apr., 2023 (provisional)"	"2023/04"	"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)"	"GR113-124"	138	Not Applicable	Not Applicable
	"Illinois"	"17"	"Apr., 2023 (provisional)"	"2023/04"	"Intentional self-harm (suicide) by discharge of firearms (X72-X74)"	"GR113-125"	54	Not Applicable	Not Applicable
	"Illinois"	"17"	"Apr., 2023 (provisional)"	"2023/04"	"Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03,X60-X71,X75-X84,Y87.0)"	"GR113-126"	84	Not Applicable	Not Applicable
	"Illinois"	"17"	"Apr., 2023 (provisional)"	"2023/04"	"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)"	"GR113-127"	97	Not Applicable	Not Applicable
	"Illinois"	"17"	"Apr., 2023 (provisional)"	"2023/04"	"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)"	"GR113-128"	80	Not Applicable	Not Applicable
	"Illinois"	"17"	"Apr., 2023 (provisional)"	"2023/04"	"Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3,*U01.5-*U01.9,*U02,X85-X92,X96-Y09,Y87.1)"	"GR113-129"	17	Not Applicable	Not Applicable
	"Illinois"	"17"	"Apr., 2023 (provisional)"	"2023/04"	"Events of undetermined intent (Y10-Y34,Y87.2,Y89.9)"	"GR113-131"	16	Not Applicable	Not Applicable
	"Illinois"	"17"	"Apr., 2023 (provisional)"	"2023/04"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	14	Not Applicable	Not Applicable
	"Illinois"	"17"	"Apr., 2023 (provisional)"	"2023/04"	"#Enterocolitis due to Clostridium difficile (A04.7)"	"GR113-136"	18	Not Applicable	Not Applicable
	"Illinois"	"17"	"Apr., 2023 (provisional)"	"2023/04"	"#COVID-19 (U07.1)"	"GR113-137"	126	Not Applicable	Not Applicable
	"Illinois"	"17"	"May, 2023 (provisional)"	"2023/05"	"Certain other intestinal infections (A04,A07-A09)"	"GR113-003"	16	Not Applicable	Not Applicable
	"Illinois"	"17"	"May, 2023 (provisional)"	"2023/05"	"#Septicemia (A40-A41)"	"GR113-010"	160	Not Applicable	Not Applicable
	"Illinois"	"17"	"May, 2023 (provisional)"	"2023/05"	"#Human immunodeficiency virus (HIV) disease (B20-B24)"	"GR113-016"	10	Not Applicable	Not Applicable
	"Illinois"	"17"	"May, 2023 (provisional)"	"2023/05"	"Other and unspecified infectious and parasitic diseases and their sequelae (A00,A05,A20-A36,A42-A44,A48-A49,A54-A79,A81-A82,A85.0-A85.1,A85.8,A86-B04,B06-B09,B25-B49,B55-B99,U07.1)"	"GR113-018"	93	Not Applicable	Not Applicable
	"Illinois"	"17"	"May, 2023 (provisional)"	"2023/05"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	1929	Not Applicable	Not Applicable
	"Illinois"	"17"	"May, 2023 (provisional)"	"2023/05"	"Malignant neoplasms of lip, oral cavity and pharynx (C00-C14)"	"GR113-020"	30	Not Applicable	Not Applicable
	"Illinois"	"17"	"May, 2023 (provisional)"	"2023/05"	"Malignant neoplasm of esophagus (C15)"	"GR113-021"	50	Not Applicable	Not Applicable
	"Illinois"	"17"	"May, 2023 (provisional)"	"2023/05"	"Malignant neoplasm of stomach (C16)"	"GR113-022"	43	Not Applicable	Not Applicable
	"Illinois"	"17"	"May, 2023 (provisional)"	"2023/05"	"Malignant neoplasms of colon, rectum and anus (C18-C21)"	"GR113-023"	183	Not Applicable	Not Applicable
	"Illinois"	"17"	"May, 2023 (provisional)"	"2023/05"	"Malignant neoplasms of liver and intrahepatic bile ducts (C22)"	"GR113-024"	95	Not Applicable	Not Applicable
	"Illinois"	"17"	"May, 2023 (provisional)"	"2023/05"	"Malignant neoplasm of pancreas (C25)"	"GR113-025"	161	Not Applicable	Not Applicable
	"Illinois"	"17"	"May, 2023 (provisional)"	"2023/05"	"Malignant neoplasms of trachea, bronchus and lung (C33-C34)"	"GR113-027"	447	Not Applicable	Not Applicable
	"Illinois"	"17"	"May, 2023 (provisional)"	"2023/05"	"Malignant melanoma of skin (C43)"	"GR113-028"	18	Not Applicable	Not Applicable
	"Illinois"	"17"	"May, 2023 (provisional)"	"2023/05"	"Malignant neoplasm of breast (C50)"	"GR113-029"	110	Not Applicable	Not Applicable
	"Illinois"	"17"	"May, 2023 (provisional)"	"2023/05"	"Malignant neoplasm of cervix uteri (C53)"	"GR113-030"	15	Not Applicable	Not Applicable
	"Illinois"	"17"	"May, 2023 (provisional)"	"2023/05"	"Malignant neoplasms of corpus uteri and uterus, part unspecified (C54-C55)"	"GR113-031"	49	Not Applicable	Not Applicable
	"Illinois"	"17"	"May, 2023 (provisional)"	"2023/05"	"Malignant neoplasm of ovary (C56)"	"GR113-032"	38	Not Applicable	Not Applicable
	"Illinois"	"17"	"May, 2023 (provisional)"	"2023/05"	"Malignant neoplasm of prostate (C61)"	"GR113-033"	102	Not Applicable	Not Applicable
	"Illinois"	"17"	"May, 2023 (provisional)"	"2023/05"	"Malignant neoplasms of kidney and renal pelvis (C64-C65)"	"GR113-034"	47	Not Applicable	Not Applicable
	"Illinois"	"17"	"May, 2023 (provisional)"	"2023/05"	"Malignant neoplasm of bladder (C67)"	"GR113-035"	49	Not Applicable	Not Applicable
	"Illinois"	"17"	"May, 2023 (provisional)"	"2023/05"	"Malignant neoplasms of meninges, brain and other parts of central nervous system (C70-C72)"	"GR113-036"	46	Not Applicable	Not Applicable
	"Illinois"	"17"	"May, 2023 (provisional)"	"2023/05"	"Malignant neoplasms of lymphoid, hematopoietic and related tissue (C81-C96)"	"GR113-037"	179	Not Applicable	Not Applicable
	"Illinois"	"17"	"May, 2023 (provisional)"	"2023/05"	"Non-Hodgkin lymphoma (C82-C85)"	"GR113-039"	61	Not Applicable	Not Applicable
	"Illinois"	"17"	"May, 2023 (provisional)"	"2023/05"	"Leukemia (C91-C95)"	"GR113-040"	76	Not Applicable	Not Applicable
	"Illinois"	"17"	"May, 2023 (provisional)"	"2023/05"	"Multiple myeloma and immunoproliferative neoplasms (C88,C90)"	"GR113-041"	37	Not Applicable	Not Applicable
	"Illinois"	"17"	"May, 2023 (provisional)"	"2023/05"	"All other and unspecified malignant neoplasms (C17,C23-C24,C26-C31,C37-C41,C44-C49,C51-C52,C57-C60,C62-C63,C66,C68-C69,C73-C80,C97)"	"GR113-043"	260	Not Applicable	Not Applicable
	"Illinois"	"17"	"May, 2023 (provisional)"	"2023/05"	"#In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior (D00-D48)"	"GR113-044"	49	Not Applicable	Not Applicable
	"Illinois"	"17"	"May, 2023 (provisional)"	"2023/05"	"#Anemias (D50-D64)"	"GR113-045"	19	Not Applicable	Not Applicable
	"Illinois"	"17"	"May, 2023 (provisional)"	"2023/05"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	259	Not Applicable	Not Applicable
	"Illinois"	"17"	"May, 2023 (provisional)"	"2023/05"	"#Nutritional deficiencies (E40-E64)"	"GR113-047"	63	Not Applicable	Not Applicable
	"Illinois"	"17"	"May, 2023 (provisional)"	"2023/05"	"Malnutrition (E40-E46)"	"GR113-048"	61	Not Applicable	Not Applicable
	"Illinois"	"17"	"May, 2023 (provisional)"	"2023/05"	"#Parkinson disease (G20-G21)"	"GR113-051"	144	Not Applicable	Not Applicable
	"Illinois"	"17"	"May, 2023 (provisional)"	"2023/05"	"#Alzheimer disease (G30)"	"GR113-052"	271	Not Applicable	Not Applicable
	"Illinois"	"17"	"May, 2023 (provisional)"	"2023/05"	"Major cardiovascular diseases (I00-I78)"	"GR113-053"	2936	Not Applicable	Not Applicable
	"Illinois"	"17"	"May, 2023 (provisional)"	"2023/05"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	2169	Not Applicable	Not Applicable
	"Illinois"	"17"	"May, 2023 (provisional)"	"2023/05"	"Hypertensive heart disease (I11)"	"GR113-056"	215	Not Applicable	Not Applicable
	"Illinois"	"17"	"May, 2023 (provisional)"	"2023/05"	"Hypertensive heart and renal disease (I13)"	"GR113-057"	59	Not Applicable	Not Applicable
	"Illinois"	"17"	"May, 2023 (provisional)"	"2023/05"	"Ischemic heart diseases (I20-I25)"	"GR113-058"	932	Not Applicable	Not Applicable
	"Illinois"	"17"	"May, 2023 (provisional)"	"2023/05"	"Acute myocardial infarction (I21-I22)"	"GR113-059"	340	Not Applicable	Not Applicable
	"Illinois"	"17"	"May, 2023 (provisional)"	"2023/05"	"Other acute ischemic heart diseases (I24)"	"GR113-060"	11	Not Applicable	Not Applicable
	"Illinois"	"17"	"May, 2023 (provisional)"	"2023/05"	"Other forms of chronic ischemic heart disease (I20,I25)"	"GR113-061"	581	Not Applicable	Not Applicable
	"Illinois"	"17"	"May, 2023 (provisional)"	"2023/05"	"Atherosclerotic cardiovascular disease, so described (I25.0)"	"GR113-062"	85	Not Applicable	Not Applicable
	"Illinois"	"17"	"May, 2023 (provisional)"	"2023/05"	"All other forms of chronic ischemic heart disease (I20,I25.1-I25.9)"	"GR113-063"	496	Not Applicable	Not Applicable
	"Illinois"	"17"	"May, 2023 (provisional)"	"2023/05"	"Other heart diseases (I26-I51)"	"GR113-064"	956	Not Applicable	Not Applicable
	"Illinois"	"17"	"May, 2023 (provisional)"	"2023/05"	"Heart failure (I50)"	"GR113-067"	407	Not Applicable	Not Applicable
	"Illinois"	"17"	"May, 2023 (provisional)"	"2023/05"	"All other forms of heart disease (I26-I28,I34-I38,I42-I49,I51)"	"GR113-068"	545	Not Applicable	Not Applicable
	"Illinois"	"17"	"May, 2023 (provisional)"	"2023/05"	"#Essential hypertension and hypertensive renal disease (I10,I12,I15)"	"GR113-069"	115	Not Applicable	Not Applicable
	"Illinois"	"17"	"May, 2023 (provisional)"	"2023/05"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	566	Not Applicable	Not Applicable
	"Illinois"	"17"	"May, 2023 (provisional)"	"2023/05"	"Other diseases of circulatory system (I71-I78)"	"GR113-072"	80	Not Applicable	Not Applicable
	"Illinois"	"17"	"May, 2023 (provisional)"	"2023/05"	"#Aortic aneurysm and dissection (I71)"	"GR113-073"	40	Not Applicable	Not Applicable
	"Illinois"	"17"	"May, 2023 (provisional)"	"2023/05"	"Other diseases of arteries, arterioles and capillaries (I72-I78)"	"GR113-074"	40	Not Applicable	Not Applicable
	"Illinois"	"17"	"May, 2023 (provisional)"	"2023/05"	"Other disorders of circulatory system (I80-I99)"	"GR113-075"	17	Not Applicable	Not Applicable
	"Illinois"	"17"	"May, 2023 (provisional)"	"2023/05"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	131	Not Applicable	Not Applicable
	"Illinois"	"17"	"May, 2023 (provisional)"	"2023/05"	"Pneumonia (J12-J18)"	"GR113-078"	130	Not Applicable	Not Applicable
	"Illinois"	"17"	"May, 2023 (provisional)"	"2023/05"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	387	Not Applicable	Not Applicable
	"Illinois"	"17"	"May, 2023 (provisional)"	"2023/05"	"Emphysema (J43)"	"GR113-084"	25	Not Applicable	Not Applicable
	"Illinois"	"17"	"May, 2023 (provisional)"	"2023/05"	"Other chronic lower respiratory diseases (J44,J47)"	"GR113-086"	353	Not Applicable	Not Applicable
	"Illinois"	"17"	"May, 2023 (provisional)"	"2023/05"	"#Pneumonitis due to solids and liquids (J69)"	"GR113-088"	76	Not Applicable	Not Applicable
	"Illinois"	"17"	"May, 2023 (provisional)"	"2023/05"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	158	Not Applicable	Not Applicable
	"Illinois"	"17"	"May, 2023 (provisional)"	"2023/05"	"#Peptic ulcer (K25-K28)"	"GR113-090"	10	Not Applicable	Not Applicable
	"Illinois"	"17"	"May, 2023 (provisional)"	"2023/05"	"#Chronic liver disease and cirrhosis (K70,K73-K74)"	"GR113-093"	143	Not Applicable	Not Applicable
	"Illinois"	"17"	"May, 2023 (provisional)"	"2023/05"	"Alcoholic liver disease (K70)"	"GR113-094"	63	Not Applicable	Not Applicable
	"Illinois"	"17"	"May, 2023 (provisional)"	"2023/05"	"Other chronic liver disease and cirrhosis (K73-K74)"	"GR113-095"	80	Not Applicable	Not Applicable
	"Illinois"	"17"	"May, 2023 (provisional)"	"2023/05"	"#Cholelithiasis and other disorders of gallbladder (K80-K82)"	"GR113-096"	12	Not Applicable	Not Applicable
	"Illinois"	"17"	"May, 2023 (provisional)"	"2023/05"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	248	Not Applicable	Not Applicable
	"Illinois"	"17"	"May, 2023 (provisional)"	"2023/05"	"Renal failure (N17-N19)"	"GR113-100"	246	Not Applicable	Not Applicable
	"Illinois"	"17"	"May, 2023 (provisional)"	"2023/05"	"#Certain conditions originating in the perinatal period (P00-P96)"	"GR113-108"	32	Not Applicable	Not Applicable
	"Illinois"	"17"	"May, 2023 (provisional)"	"2023/05"	"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)"	"GR113-109"	42	Not Applicable	Not Applicable
	"Illinois"	"17"	"May, 2023 (provisional)"	"2023/05"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	106	Not Applicable	Not Applicable
	"Illinois"	"17"	"May, 2023 (provisional)"	"2023/05"	"All other diseases (Residual) "	"GR113-111"	1203	Not Applicable	Not Applicable
	"Illinois"	"17"	"May, 2023 (provisional)"	"2023/05"	"#Accidents (unintentional injuries) (V01-X59,Y85-Y86)"	"GR113-112"	598	Not Applicable	Not Applicable
	"Illinois"	"17"	"May, 2023 (provisional)"	"2023/05"	"Transport accidents (V01-V99,Y85)"	"GR113-113"	119	Not Applicable	Not Applicable
	"Illinois"	"17"	"May, 2023 (provisional)"	"2023/05"	"Motor vehicle accidents (V02-V04,V09.0,V09.2,V12-V14,V19.0-V19.2,V19.4-V19.6,V20-V79,V80.3-V80.5,V81.0-V81.1,V82.0-V82.1,V83-V86,V87.0-V87.8,V88.0-V88.8,V89.0,V89.2)"	"GR113-114"	114	Not Applicable	Not Applicable
	"Illinois"	"17"	"May, 2023 (provisional)"	"2023/05"	"Nontransport accidents (W00-X59,Y86)"	"GR113-117"	479	Not Applicable	Not Applicable
	"Illinois"	"17"	"May, 2023 (provisional)"	"2023/05"	"Falls (W00-W19)"	"GR113-118"	111	Not Applicable	Not Applicable
	"Illinois"	"17"	"May, 2023 (provisional)"	"2023/05"	"Accidental poisoning and exposure to noxious substances (X40-X49)"	"GR113-122"	308	Not Applicable	Not Applicable
	"Illinois"	"17"	"May, 2023 (provisional)"	"2023/05"	"Other and unspecified nontransport accidents and their sequelae (W20-W31,W35-W64,W75-W99,X10-X39,X50-X59,Y86)"	"GR113-123"	49	Not Applicable	Not Applicable
	"Illinois"	"17"	"May, 2023 (provisional)"	"2023/05"	"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)"	"GR113-124"	150	Not Applicable	Not Applicable
	"Illinois"	"17"	"May, 2023 (provisional)"	"2023/05"	"Intentional self-harm (suicide) by discharge of firearms (X72-X74)"	"GR113-125"	59	Not Applicable	Not Applicable
	"Illinois"	"17"	"May, 2023 (provisional)"	"2023/05"	"Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03,X60-X71,X75-X84,Y87.0)"	"GR113-126"	91	Not Applicable	Not Applicable
	"Illinois"	"17"	"May, 2023 (provisional)"	"2023/05"	"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)"	"GR113-127"	120	Not Applicable	Not Applicable
	"Illinois"	"17"	"May, 2023 (provisional)"	"2023/05"	"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)"	"GR113-128"	107	Not Applicable	Not Applicable
	"Illinois"	"17"	"May, 2023 (provisional)"	"2023/05"	"Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3,*U01.5-*U01.9,*U02,X85-X92,X96-Y09,Y87.1)"	"GR113-129"	13	Not Applicable	Not Applicable
	"Illinois"	"17"	"May, 2023 (provisional)"	"2023/05"	"Events of undetermined intent (Y10-Y34,Y87.2,Y89.9)"	"GR113-131"	16	Not Applicable	Not Applicable
	"Illinois"	"17"	"May, 2023 (provisional)"	"2023/05"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	14	Not Applicable	Not Applicable
	"Illinois"	"17"	"May, 2023 (provisional)"	"2023/05"	"#Complications of medical and surgical care (Y40-Y84,Y88)"	"GR113-135"	10	Not Applicable	Not Applicable
	"Illinois"	"17"	"May, 2023 (provisional)"	"2023/05"	"#COVID-19 (U07.1)"	"GR113-137"	64	Not Applicable	Not Applicable
	"Illinois"	"17"	"Jun., 2023 (provisional)"	"2023/06"	"Certain other intestinal infections (A04,A07-A09)"	"GR113-003"	19	Not Applicable	Not Applicable
	"Illinois"	"17"	"Jun., 2023 (provisional)"	"2023/06"	"#Septicemia (A40-A41)"	"GR113-010"	141	Not Applicable	Not Applicable
	"Illinois"	"17"	"Jun., 2023 (provisional)"	"2023/06"	"Other and unspecified infectious and parasitic diseases and their sequelae (A00,A05,A20-A36,A42-A44,A48-A49,A54-A79,A81-A82,A85.0-A85.1,A85.8,A86-B04,B06-B09,B25-B49,B55-B99,U07.1)"	"GR113-018"	76	Not Applicable	Not Applicable
	"Illinois"	"17"	"Jun., 2023 (provisional)"	"2023/06"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	1950	Not Applicable	Not Applicable
	"Illinois"	"17"	"Jun., 2023 (provisional)"	"2023/06"	"Malignant neoplasms of lip, oral cavity and pharynx (C00-C14)"	"GR113-020"	42	Not Applicable	Not Applicable
	"Illinois"	"17"	"Jun., 2023 (provisional)"	"2023/06"	"Malignant neoplasm of esophagus (C15)"	"GR113-021"	54	Not Applicable	Not Applicable
	"Illinois"	"17"	"Jun., 2023 (provisional)"	"2023/06"	"Malignant neoplasm of stomach (C16)"	"GR113-022"	28	Not Applicable	Not Applicable
	"Illinois"	"17"	"Jun., 2023 (provisional)"	"2023/06"	"Malignant neoplasms of colon, rectum and anus (C18-C21)"	"GR113-023"	177	Not Applicable	Not Applicable
	"Illinois"	"17"	"Jun., 2023 (provisional)"	"2023/06"	"Malignant neoplasms of liver and intrahepatic bile ducts (C22)"	"GR113-024"	95	Not Applicable	Not Applicable
	"Illinois"	"17"	"Jun., 2023 (provisional)"	"2023/06"	"Malignant neoplasm of pancreas (C25)"	"GR113-025"	149	Not Applicable	Not Applicable
	"Illinois"	"17"	"Jun., 2023 (provisional)"	"2023/06"	"Malignant neoplasm of larynx (C32)"	"GR113-026"	13	Not Applicable	Not Applicable
	"Illinois"	"17"	"Jun., 2023 (provisional)"	"2023/06"	"Malignant neoplasms of trachea, bronchus and lung (C33-C34)"	"GR113-027"	459	Not Applicable	Not Applicable
	"Illinois"	"17"	"Jun., 2023 (provisional)"	"2023/06"	"Malignant melanoma of skin (C43)"	"GR113-028"	20	Not Applicable	Not Applicable
	"Illinois"	"17"	"Jun., 2023 (provisional)"	"2023/06"	"Malignant neoplasm of breast (C50)"	"GR113-029"	139	Not Applicable	Not Applicable
	"Illinois"	"17"	"Jun., 2023 (provisional)"	"2023/06"	"Malignant neoplasm of cervix uteri (C53)"	"GR113-030"	13	Not Applicable	Not Applicable
	"Illinois"	"17"	"Jun., 2023 (provisional)"	"2023/06"	"Malignant neoplasms of corpus uteri and uterus, part unspecified (C54-C55)"	"GR113-031"	45	Not Applicable	Not Applicable
	"Illinois"	"17"	"Jun., 2023 (provisional)"	"2023/06"	"Malignant neoplasm of ovary (C56)"	"GR113-032"	35	Not Applicable	Not Applicable
	"Illinois"	"17"	"Jun., 2023 (provisional)"	"2023/06"	"Malignant neoplasm of prostate (C61)"	"GR113-033"	98	Not Applicable	Not Applicable
	"Illinois"	"17"	"Jun., 2023 (provisional)"	"2023/06"	"Malignant neoplasms of kidney and renal pelvis (C64-C65)"	"GR113-034"	41	Not Applicable	Not Applicable
	"Illinois"	"17"	"Jun., 2023 (provisional)"	"2023/06"	"Malignant neoplasm of bladder (C67)"	"GR113-035"	58	Not Applicable	Not Applicable
	"Illinois"	"17"	"Jun., 2023 (provisional)"	"2023/06"	"Malignant neoplasms of meninges, brain and other parts of central nervous system (C70-C72)"	"GR113-036"	69	Not Applicable	Not Applicable
	"Illinois"	"17"	"Jun., 2023 (provisional)"	"2023/06"	"Malignant neoplasms of lymphoid, hematopoietic and related tissue (C81-C96)"	"GR113-037"	166	Not Applicable	Not Applicable
	"Illinois"	"17"	"Jun., 2023 (provisional)"	"2023/06"	"Non-Hodgkin lymphoma (C82-C85)"	"GR113-039"	56	Not Applicable	Not Applicable
	"Illinois"	"17"	"Jun., 2023 (provisional)"	"2023/06"	"Leukemia (C91-C95)"	"GR113-040"	79	Not Applicable	Not Applicable
	"Illinois"	"17"	"Jun., 2023 (provisional)"	"2023/06"	"Multiple myeloma and immunoproliferative neoplasms (C88,C90)"	"GR113-041"	29	Not Applicable	Not Applicable
	"Illinois"	"17"	"Jun., 2023 (provisional)"	"2023/06"	"All other and unspecified malignant neoplasms (C17,C23-C24,C26-C31,C37-C41,C44-C49,C51-C52,C57-C60,C62-C63,C66,C68-C69,C73-C80,C97)"	"GR113-043"	249	Not Applicable	Not Applicable
	"Illinois"	"17"	"Jun., 2023 (provisional)"	"2023/06"	"#In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior (D00-D48)"	"GR113-044"	48	Not Applicable	Not Applicable
	"Illinois"	"17"	"Jun., 2023 (provisional)"	"2023/06"	"#Anemias (D50-D64)"	"GR113-045"	26	Not Applicable	Not Applicable
	"Illinois"	"17"	"Jun., 2023 (provisional)"	"2023/06"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	219	Not Applicable	Not Applicable
	"Illinois"	"17"	"Jun., 2023 (provisional)"	"2023/06"	"#Nutritional deficiencies (E40-E64)"	"GR113-047"	62	Not Applicable	Not Applicable
	"Illinois"	"17"	"Jun., 2023 (provisional)"	"2023/06"	"Malnutrition (E40-E46)"	"GR113-048"	62	Not Applicable	Not Applicable
	"Illinois"	"17"	"Jun., 2023 (provisional)"	"2023/06"	"#Parkinson disease (G20-G21)"	"GR113-051"	130	Not Applicable	Not Applicable
	"Illinois"	"17"	"Jun., 2023 (provisional)"	"2023/06"	"#Alzheimer disease (G30)"	"GR113-052"	282	Not Applicable	Not Applicable
	"Illinois"	"17"	"Jun., 2023 (provisional)"	"2023/06"	"Major cardiovascular diseases (I00-I78)"	"GR113-053"	2667	Not Applicable	Not Applicable
	"Illinois"	"17"	"Jun., 2023 (provisional)"	"2023/06"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	1944	Not Applicable	Not Applicable
	"Illinois"	"17"	"Jun., 2023 (provisional)"	"2023/06"	"Hypertensive heart disease (I11)"	"GR113-056"	198	Not Applicable	Not Applicable
	"Illinois"	"17"	"Jun., 2023 (provisional)"	"2023/06"	"Hypertensive heart and renal disease (I13)"	"GR113-057"	44	Not Applicable	Not Applicable
	"Illinois"	"17"	"Jun., 2023 (provisional)"	"2023/06"	"Ischemic heart diseases (I20-I25)"	"GR113-058"	811	Not Applicable	Not Applicable
	"Illinois"	"17"	"Jun., 2023 (provisional)"	"2023/06"	"Acute myocardial infarction (I21-I22)"	"GR113-059"	309	Not Applicable	Not Applicable
	"Illinois"	"17"	"Jun., 2023 (provisional)"	"2023/06"	"Other acute ischemic heart diseases (I24)"	"GR113-060"	13	Not Applicable	Not Applicable
	"Illinois"	"17"	"Jun., 2023 (provisional)"	"2023/06"	"Other forms of chronic ischemic heart disease (I20,I25)"	"GR113-061"	489	Not Applicable	Not Applicable
