"Notes"	"Residence Census Region"	"Residence Census Region Code"	"Month"	"Month Code"	"UCD - ICD Chapter"	"UCD - ICD Chapter Code"	Deaths	Population	Crude Rate
	"Census Region 4: West"	"CENS-R4"	"May, 2021"	"2021/05"	"Diseases of the circulatory system"	"I00-I99"	680	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"May, 2021"	"2021/05"	"Diseases of the respiratory system"	"J00-J98"	183	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"May, 2021"	"2021/05"	"Diseases of the digestive system"	"K00-K92"	112	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"May, 2021"	"2021/05"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	11	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"May, 2021"	"2021/05"	"Diseases of the genitourinary system"	"N00-N98"	42	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"May, 2021"	"2021/05"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	18	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"May, 2021"	"2021/05"	"Codes for special purposes"	"U00-U99"	76	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"May, 2021"	"2021/05"	"External causes of morbidity and mortality"	"V01-Y89"	234	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Jun., 2021"	"2021/06"	"Certain infectious and parasitic diseases"	"A00-B99"	34	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Jun., 2021"	"2021/06"	"Neoplasms"	"C00-D48"	467	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Jun., 2021"	"2021/06"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	10	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Jun., 2021"	"2021/06"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	127	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Jun., 2021"	"2021/06"	"Mental and behavioural disorders"	"F01-F99"	113	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Jun., 2021"	"2021/06"	"Diseases of the nervous system"	"G00-G98"	200	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Jun., 2021"	"2021/06"	"Diseases of the circulatory system"	"I00-I99"	663	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Jun., 2021"	"2021/06"	"Diseases of the respiratory system"	"J00-J98"	167	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Jun., 2021"	"2021/06"	"Diseases of the digestive system"	"K00-K92"	96	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Jun., 2021"	"2021/06"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	17	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Jun., 2021"	"2021/06"	"Diseases of the genitourinary system"	"N00-N98"	44	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Jun., 2021"	"2021/06"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	24	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Jun., 2021"	"2021/06"	"Codes for special purposes"	"U00-U99"	57	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Jun., 2021"	"2021/06"	"External causes of morbidity and mortality"	"V01-Y89"	231	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Jul., 2021"	"2021/07"	"Certain infectious and parasitic diseases"	"A00-B99"	46	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Jul., 2021"	"2021/07"	"Neoplasms"	"C00-D48"	468	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Jul., 2021"	"2021/07"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	124	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Jul., 2021"	"2021/07"	"Mental and behavioural disorders"	"F01-F99"	123	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Jul., 2021"	"2021/07"	"Diseases of the nervous system"	"G00-G98"	209	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Jul., 2021"	"2021/07"	"Diseases of the circulatory system"	"I00-I99"	661	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Jul., 2021"	"2021/07"	"Diseases of the respiratory system"	"J00-J98"	189	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Jul., 2021"	"2021/07"	"Diseases of the digestive system"	"K00-K92"	98	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Jul., 2021"	"2021/07"	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	17	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Jul., 2021"	"2021/07"	"Diseases of the genitourinary system"	"N00-N98"	54	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Jul., 2021"	"2021/07"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	14	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Jul., 2021"	"2021/07"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	29	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Jul., 2021"	"2021/07"	"Codes for special purposes"	"U00-U99"	74	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Jul., 2021"	"2021/07"	"External causes of morbidity and mortality"	"V01-Y89"	230	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Aug., 2021"	"2021/08"	"Certain infectious and parasitic diseases"	"A00-B99"	46	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Aug., 2021"	"2021/08"	"Neoplasms"	"C00-D48"	470	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Aug., 2021"	"2021/08"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	10	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Aug., 2021"	"2021/08"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	136	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Aug., 2021"	"2021/08"	"Mental and behavioural disorders"	"F01-F99"	143	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Aug., 2021"	"2021/08"	"Diseases of the nervous system"	"G00-G98"	225	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Aug., 2021"	"2021/08"	"Diseases of the circulatory system"	"I00-I99"	718	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Aug., 2021"	"2021/08"	"Diseases of the respiratory system"	"J00-J98"	184	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Aug., 2021"	"2021/08"	"Diseases of the digestive system"	"K00-K92"	119	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Aug., 2021"	"2021/08"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	12	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Aug., 2021"	"2021/08"	"Diseases of the genitourinary system"	"N00-N98"	49	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Aug., 2021"	"2021/08"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	26	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Aug., 2021"	"2021/08"	"Codes for special purposes"	"U00-U99"	357	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Aug., 2021"	"2021/08"	"External causes of morbidity and mortality"	"V01-Y89"	237	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Sep., 2021"	"2021/09"	"Certain infectious and parasitic diseases"	"A00-B99"	39	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Sep., 2021"	"2021/09"	"Neoplasms"	"C00-D48"	459	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Sep., 2021"	"2021/09"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	12	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Sep., 2021"	"2021/09"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	161	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Sep., 2021"	"2021/09"	"Mental and behavioural disorders"	"F01-F99"	139	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Sep., 2021"	"2021/09"	"Diseases of the nervous system"	"G00-G98"	211	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Sep., 2021"	"2021/09"	"Diseases of the circulatory system"	"I00-I99"	754	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Sep., 2021"	"2021/09"	"Diseases of the respiratory system"	"J00-J98"	193	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Sep., 2021"	"2021/09"	"Diseases of the digestive system"	"K00-K92"	109	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Sep., 2021"	"2021/09"	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	14	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Sep., 2021"	"2021/09"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	10	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Sep., 2021"	"2021/09"	"Diseases of the genitourinary system"	"N00-N98"	56	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Sep., 2021"	"2021/09"	"Certain conditions originating in the perinatal period"	"P00-P96"	10	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Sep., 2021"	"2021/09"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	27	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Sep., 2021"	"2021/09"	"Codes for special purposes"	"U00-U99"	821	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Sep., 2021"	"2021/09"	"External causes of morbidity and mortality"	"V01-Y89"	227	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Oct., 2021"	"2021/10"	"Certain infectious and parasitic diseases"	"A00-B99"	50	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Oct., 2021"	"2021/10"	"Neoplasms"	"C00-D48"	533	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Oct., 2021"	"2021/10"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	18	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Oct., 2021"	"2021/10"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	160	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Oct., 2021"	"2021/10"	"Mental and behavioural disorders"	"F01-F99"	138	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Oct., 2021"	"2021/10"	"Diseases of the nervous system"	"G00-G98"	220	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Oct., 2021"	"2021/10"	"Diseases of the circulatory system"	"I00-I99"	751	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Oct., 2021"	"2021/10"	"Diseases of the respiratory system"	"J00-J98"	214	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Oct., 2021"	"2021/10"	"Diseases of the digestive system"	"K00-K92"	115	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Oct., 2021"	"2021/10"	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	10	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Oct., 2021"	"2021/10"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	21	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Oct., 2021"	"2021/10"	"Diseases of the genitourinary system"	"N00-N98"	59	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Oct., 2021"	"2021/10"	"Certain conditions originating in the perinatal period"	"P00-P96"	13	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Oct., 2021"	"2021/10"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	34	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Oct., 2021"	"2021/10"	"Codes for special purposes"	"U00-U99"	644	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Oct., 2021"	"2021/10"	"External causes of morbidity and mortality"	"V01-Y89"	240	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Nov., 2021"	"2021/11"	"Certain infectious and parasitic diseases"	"A00-B99"	41	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Nov., 2021"	"2021/11"	"Neoplasms"	"C00-D48"	521	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Nov., 2021"	"2021/11"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	12	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Nov., 2021"	"2021/11"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	117	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Nov., 2021"	"2021/11"	"Mental and behavioural disorders"	"F01-F99"	143	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Nov., 2021"	"2021/11"	"Diseases of the nervous system"	"G00-G98"	220	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Nov., 2021"	"2021/11"	"Diseases of the circulatory system"	"I00-I99"	691	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Nov., 2021"	"2021/11"	"Diseases of the respiratory system"	"J00-J98"	215	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Nov., 2021"	"2021/11"	"Diseases of the digestive system"	"K00-K92"	122	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Nov., 2021"	"2021/11"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	13	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Nov., 2021"	"2021/11"	"Diseases of the genitourinary system"	"N00-N98"	55	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Nov., 2021"	"2021/11"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	30	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Nov., 2021"	"2021/11"	"Codes for special purposes"	"U00-U99"	318	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Nov., 2021"	"2021/11"	"External causes of morbidity and mortality"	"V01-Y89"	211	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Dec., 2021"	"2021/12"	"Certain infectious and parasitic diseases"	"A00-B99"	50	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Dec., 2021"	"2021/12"	"Neoplasms"	"C00-D48"	498	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Dec., 2021"	"2021/12"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	126	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Dec., 2021"	"2021/12"	"Mental and behavioural disorders"	"F01-F99"	130	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Dec., 2021"	"2021/12"	"Diseases of the nervous system"	"G00-G98"	216	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Dec., 2021"	"2021/12"	"Diseases of the circulatory system"	"I00-I99"	767	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Dec., 2021"	"2021/12"	"Diseases of the respiratory system"	"J00-J98"	227	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Dec., 2021"	"2021/12"	"Diseases of the digestive system"	"K00-K92"	107	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Dec., 2021"	"2021/12"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	15	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Dec., 2021"	"2021/12"	"Diseases of the genitourinary system"	"N00-N98"	66	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Dec., 2021"	"2021/12"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	18	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Dec., 2021"	"2021/12"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	46	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Dec., 2021"	"2021/12"	"Codes for special purposes"	"U00-U99"	231	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Dec., 2021"	"2021/12"	"External causes of morbidity and mortality"	"V01-Y89"	196	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Jan., 2022"	"2022/01"	"Certain infectious and parasitic diseases"	"A00-B99"	43	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Jan., 2022"	"2022/01"	"Neoplasms"	"C00-D48"	537	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Jan., 2022"	"2022/01"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	146	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Jan., 2022"	"2022/01"	"Mental and behavioural disorders"	"F01-F99"	189	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Jan., 2022"	"2022/01"	"Diseases of the nervous system"	"G00-G98"	227	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Jan., 2022"	"2022/01"	"Diseases of the circulatory system"	"I00-I99"	809	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Jan., 2022"	"2022/01"	"Diseases of the respiratory system"	"J00-J98"	222	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Jan., 2022"	"2022/01"	"Diseases of the digestive system"	"K00-K92"	106	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Jan., 2022"	"2022/01"	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	16	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Jan., 2022"	"2022/01"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	12	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Jan., 2022"	"2022/01"	"Diseases of the genitourinary system"	"N00-N98"	67	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Jan., 2022"	"2022/01"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	29	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Jan., 2022"	"2022/01"	"Codes for special purposes"	"U00-U99"	375	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Jan., 2022"	"2022/01"	"External causes of morbidity and mortality"	"V01-Y89"	247	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Feb., 2022"	"2022/02"	"Certain infectious and parasitic diseases"	"A00-B99"	43	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Feb., 2022"	"2022/02"	"Neoplasms"	"C00-D48"	465	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Feb., 2022"	"2022/02"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	10	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Feb., 2022"	"2022/02"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	127	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Feb., 2022"	"2022/02"	"Mental and behavioural disorders"	"F01-F99"	131	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Feb., 2022"	"2022/02"	"Diseases of the nervous system"	"G00-G98"	214	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Feb., 2022"	"2022/02"	"Diseases of the circulatory system"	"I00-I99"	714	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Feb., 2022"	"2022/02"	"Diseases of the respiratory system"	"J00-J98"	213	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Feb., 2022"	"2022/02"	"Diseases of the digestive system"	"K00-K92"	123	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Feb., 2022"	"2022/02"	"Diseases of the genitourinary system"	"N00-N98"	51	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Feb., 2022"	"2022/02"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	20	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Feb., 2022"	"2022/02"	"Codes for special purposes"	"U00-U99"	338	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Feb., 2022"	"2022/02"	"External causes of morbidity and mortality"	"V01-Y89"	192	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Mar., 2022"	"2022/03"	"Certain infectious and parasitic diseases"	"A00-B99"	48	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Mar., 2022"	"2022/03"	"Neoplasms"	"C00-D48"	499	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Mar., 2022"	"2022/03"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	11	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Mar., 2022"	"2022/03"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	127	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Mar., 2022"	"2022/03"	"Mental and behavioural disorders"	"F01-F99"	122	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Mar., 2022"	"2022/03"	"Diseases of the nervous system"	"G00-G98"	197	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Mar., 2022"	"2022/03"	"Diseases of the circulatory system"	"I00-I99"	699	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Mar., 2022"	"2022/03"	"Diseases of the respiratory system"	"J00-J98"	204	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Mar., 2022"	"2022/03"	"Diseases of the digestive system"	"K00-K92"	118	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Mar., 2022"	"2022/03"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	10	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Mar., 2022"	"2022/03"	"Diseases of the genitourinary system"	"N00-N98"	63	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Mar., 2022"	"2022/03"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	25	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Mar., 2022"	"2022/03"	"Codes for special purposes"	"U00-U99"	66	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Mar., 2022"	"2022/03"	"External causes of morbidity and mortality"	"V01-Y89"	203	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Apr., 2022"	"2022/04"	"Certain infectious and parasitic diseases"	"A00-B99"	37	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Apr., 2022"	"2022/04"	"Neoplasms"	"C00-D48"	483	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Apr., 2022"	"2022/04"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	104	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Apr., 2022"	"2022/04"	"Mental and behavioural disorders"	"F01-F99"	137	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Apr., 2022"	"2022/04"	"Diseases of the nervous system"	"G00-G98"	222	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Apr., 2022"	"2022/04"	"Diseases of the circulatory system"	"I00-I99"	673	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Apr., 2022"	"2022/04"	"Diseases of the respiratory system"	"J00-J98"	179	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Apr., 2022"	"2022/04"	"Diseases of the digestive system"	"K00-K92"	108	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Apr., 2022"	"2022/04"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	21	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Apr., 2022"	"2022/04"	"Diseases of the genitourinary system"	"N00-N98"	53	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Apr., 2022"	"2022/04"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	23	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Apr., 2022"	"2022/04"	"Codes for special purposes"	"U00-U99"	25	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Apr., 2022"	"2022/04"	"External causes of morbidity and mortality"	"V01-Y89"	225	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"May, 2022"	"2022/05"	"Certain infectious and parasitic diseases"	"A00-B99"	32	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"May, 2022"	"2022/05"	"Neoplasms"	"C00-D48"	456	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"May, 2022"	"2022/05"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	129	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"May, 2022"	"2022/05"	"Mental and behavioural disorders"	"F01-F99"	139	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"May, 2022"	"2022/05"	"Diseases of the nervous system"	"G00-G98"	224	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"May, 2022"	"2022/05"	"Diseases of the circulatory system"	"I00-I99"	725	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"May, 2022"	"2022/05"	"Diseases of the respiratory system"	"J00-J98"	215	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"May, 2022"	"2022/05"	"Diseases of the digestive system"	"K00-K92"	115	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"May, 2022"	"2022/05"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	14	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"May, 2022"	"2022/05"	"Diseases of the genitourinary system"	"N00-N98"	42	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"May, 2022"	"2022/05"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	22	Not Applicable	Not Applicable
