"Notes"	"Residence State"	"Residence State Code"	"UCD - ICD Chapter"	"UCD - ICD Chapter Code"	"Month"	"Month Code"	Deaths	Population	Crude Rate
	"Maryland"	"24"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	"May, 2023 (provisional)"	"2023/05"	23	Not Applicable	Not Applicable
	"Maryland"	"24"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	"Jun., 2023 (provisional)"	"2023/06"	12	Not Applicable	Not Applicable
	"Maryland"	"24"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	"Jul., 2023 (provisional)"	"2023/07"	23	Not Applicable	Not Applicable
	"Maryland"	"24"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	"Aug., 2023 (provisional)"	"2023/08"	22	Not Applicable	Not Applicable
	"Maryland"	"24"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	"Sep., 2023 (provisional)"	"2023/09"	17	Not Applicable	Not Applicable
	"Maryland"	"24"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	"Oct., 2023 (provisional)"	"2023/10"	20	Not Applicable	Not Applicable
	"Maryland"	"24"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	"Nov., 2023 (provisional)"	"2023/11"	17	Not Applicable	Not Applicable
	"Maryland"	"24"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	"Dec., 2023 (provisional)"	"2023/12"	19	Not Applicable	Not Applicable
	"Maryland"	"24"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	"Jan., 2024 (provisional)"	"2024/01"	34	Not Applicable	Not Applicable
	"Maryland"	"24"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	"Feb., 2024 (provisional)"	"2024/02"	20	Not Applicable	Not Applicable
	"Maryland"	"24"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	"Mar., 2024 (provisional)"	"2024/03"	19	Not Applicable	Not Applicable
	"Maryland"	"24"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	"Apr., 2024 (provisional)"	"2024/04"	27	Not Applicable	Not Applicable
	"Maryland"	"24"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	"May, 2024 (provisional)"	"2024/05"	16	Not Applicable	Not Applicable
	"Maryland"	"24"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	"Jun., 2024 (provisional)"	"2024/06"	19	Not Applicable	Not Applicable
	"Maryland"	"24"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	"Jul., 2024 (provisional)"	"2024/07"	23	Not Applicable	Not Applicable
	"Maryland"	"24"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	"Aug., 2024 (provisional)"	"2024/08"	18	Not Applicable	Not Applicable
	"Maryland"	"24"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	"Sep., 2024 (provisional)"	"2024/09"	19	Not Applicable	Not Applicable
	"Maryland"	"24"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	"Oct., 2024 (provisional)"	"2024/10"	16	Not Applicable	Not Applicable
	"Maryland"	"24"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Jan., 2020"	"2020/01"	237	Not Applicable	Not Applicable
	"Maryland"	"24"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Feb., 2020"	"2020/02"	206	Not Applicable	Not Applicable
	"Maryland"	"24"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Mar., 2020"	"2020/03"	220	Not Applicable	Not Applicable
	"Maryland"	"24"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Apr., 2020"	"2020/04"	294	Not Applicable	Not Applicable
	"Maryland"	"24"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"May, 2020"	"2020/05"	260	Not Applicable	Not Applicable
	"Maryland"	"24"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Jun., 2020"	"2020/06"	197	Not Applicable	Not Applicable
	"Maryland"	"24"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Jul., 2020"	"2020/07"	232	Not Applicable	Not Applicable
	"Maryland"	"24"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Aug., 2020"	"2020/08"	221	Not Applicable	Not Applicable
	"Maryland"	"24"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Sep., 2020"	"2020/09"	232	Not Applicable	Not Applicable
	"Maryland"	"24"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Oct., 2020"	"2020/10"	259	Not Applicable	Not Applicable
	"Maryland"	"24"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Nov., 2020"	"2020/11"	229	Not Applicable	Not Applicable
	"Maryland"	"24"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Dec., 2020"	"2020/12"	265	Not Applicable	Not Applicable
	"Maryland"	"24"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Jan., 2021"	"2021/01"	276	Not Applicable	Not Applicable
	"Maryland"	"24"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Feb., 2021"	"2021/02"	236	Not Applicable	Not Applicable
	"Maryland"	"24"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Mar., 2021"	"2021/03"	262	Not Applicable	Not Applicable
	"Maryland"	"24"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Apr., 2021"	"2021/04"	200	Not Applicable	Not Applicable
	"Maryland"	"24"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"May, 2021"	"2021/05"	254	Not Applicable	Not Applicable
	"Maryland"	"24"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Jun., 2021"	"2021/06"	220	Not Applicable	Not Applicable
	"Maryland"	"24"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Jul., 2021"	"2021/07"	224	Not Applicable	Not Applicable
	"Maryland"	"24"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Aug., 2021"	"2021/08"	215	Not Applicable	Not Applicable
	"Maryland"	"24"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Sep., 2021"	"2021/09"	239	Not Applicable	Not Applicable
	"Maryland"	"24"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Oct., 2021"	"2021/10"	269	Not Applicable	Not Applicable
	"Maryland"	"24"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Nov., 2021"	"2021/11"	246	Not Applicable	Not Applicable
	"Maryland"	"24"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Dec., 2021"	"2021/12"	268	Not Applicable	Not Applicable
	"Maryland"	"24"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Jan., 2022"	"2022/01"	321	Not Applicable	Not Applicable
	"Maryland"	"24"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Feb., 2022"	"2022/02"	236	Not Applicable	Not Applicable
	"Maryland"	"24"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Mar., 2022"	"2022/03"	256	Not Applicable	Not Applicable
	"Maryland"	"24"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Apr., 2022"	"2022/04"	227	Not Applicable	Not Applicable
	"Maryland"	"24"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"May, 2022"	"2022/05"	224	Not Applicable	Not Applicable
	"Maryland"	"24"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Jun., 2022"	"2022/06"	226	Not Applicable	Not Applicable
	"Maryland"	"24"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Jul., 2022"	"2022/07"	232	Not Applicable	Not Applicable
	"Maryland"	"24"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Aug., 2022"	"2022/08"	210	Not Applicable	Not Applicable
	"Maryland"	"24"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Sep., 2022"	"2022/09"	215	Not Applicable	Not Applicable
	"Maryland"	"24"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Oct., 2022"	"2022/10"	280	Not Applicable	Not Applicable
	"Maryland"	"24"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Nov., 2022"	"2022/11"	279	Not Applicable	Not Applicable
	"Maryland"	"24"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Dec., 2022"	"2022/12"	257	Not Applicable	Not Applicable
	"Maryland"	"24"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Jan., 2023 (provisional)"	"2023/01"	271	Not Applicable	Not Applicable
	"Maryland"	"24"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Feb., 2023 (provisional)"	"2023/02"	243	Not Applicable	Not Applicable
	"Maryland"	"24"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Mar., 2023 (provisional)"	"2023/03"	258	Not Applicable	Not Applicable
	"Maryland"	"24"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Apr., 2023 (provisional)"	"2023/04"	246	Not Applicable	Not Applicable
	"Maryland"	"24"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"May, 2023 (provisional)"	"2023/05"	233	Not Applicable	Not Applicable
	"Maryland"	"24"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Jun., 2023 (provisional)"	"2023/06"	195	Not Applicable	Not Applicable
	"Maryland"	"24"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Jul., 2023 (provisional)"	"2023/07"	225	Not Applicable	Not Applicable
	"Maryland"	"24"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Aug., 2023 (provisional)"	"2023/08"	247	Not Applicable	Not Applicable
	"Maryland"	"24"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Sep., 2023 (provisional)"	"2023/09"	203	Not Applicable	Not Applicable
	"Maryland"	"24"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Oct., 2023 (provisional)"	"2023/10"	261	Not Applicable	Not Applicable
	"Maryland"	"24"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Nov., 2023 (provisional)"	"2023/11"	244	Not Applicable	Not Applicable
	"Maryland"	"24"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Dec., 2023 (provisional)"	"2023/12"	288	Not Applicable	Not Applicable
	"Maryland"	"24"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Jan., 2024 (provisional)"	"2024/01"	284	Not Applicable	Not Applicable
	"Maryland"	"24"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Feb., 2024 (provisional)"	"2024/02"	274	Not Applicable	Not Applicable
	"Maryland"	"24"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Mar., 2024 (provisional)"	"2024/03"	259	Not Applicable	Not Applicable
	"Maryland"	"24"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Apr., 2024 (provisional)"	"2024/04"	246	Not Applicable	Not Applicable
	"Maryland"	"24"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"May, 2024 (provisional)"	"2024/05"	236	Not Applicable	Not Applicable
	"Maryland"	"24"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Jun., 2024 (provisional)"	"2024/06"	210	Not Applicable	Not Applicable
	"Maryland"	"24"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Jul., 2024 (provisional)"	"2024/07"	245	Not Applicable	Not Applicable
	"Maryland"	"24"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Aug., 2024 (provisional)"	"2024/08"	236	Not Applicable	Not Applicable
	"Maryland"	"24"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Sep., 2024 (provisional)"	"2024/09"	204	Not Applicable	Not Applicable
	"Maryland"	"24"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Oct., 2024 (provisional)"	"2024/10"	188	Not Applicable	Not Applicable
	"Maryland"	"24"	"Mental and behavioural disorders"	"F01-F99"	"Jan., 2020"	"2020/01"	306	Not Applicable	Not Applicable
	"Maryland"	"24"	"Mental and behavioural disorders"	"F01-F99"	"Feb., 2020"	"2020/02"	258	Not Applicable	Not Applicable
	"Maryland"	"24"	"Mental and behavioural disorders"	"F01-F99"	"Mar., 2020"	"2020/03"	325	Not Applicable	Not Applicable
	"Maryland"	"24"	"Mental and behavioural disorders"	"F01-F99"	"Apr., 2020"	"2020/04"	382	Not Applicable	Not Applicable
	"Maryland"	"24"	"Mental and behavioural disorders"	"F01-F99"	"May, 2020"	"2020/05"	321	Not Applicable	Not Applicable
	"Maryland"	"24"	"Mental and behavioural disorders"	"F01-F99"	"Jun., 2020"	"2020/06"	262	Not Applicable	Not Applicable
	"Maryland"	"24"	"Mental and behavioural disorders"	"F01-F99"	"Jul., 2020"	"2020/07"	285	Not Applicable	Not Applicable
	"Maryland"	"24"	"Mental and behavioural disorders"	"F01-F99"	"Aug., 2020"	"2020/08"	277	Not Applicable	Not Applicable
	"Maryland"	"24"	"Mental and behavioural disorders"	"F01-F99"	"Sep., 2020"	"2020/09"	259	Not Applicable	Not Applicable
	"Maryland"	"24"	"Mental and behavioural disorders"	"F01-F99"	"Oct., 2020"	"2020/10"	288	Not Applicable	Not Applicable
	"Maryland"	"24"	"Mental and behavioural disorders"	"F01-F99"	"Nov., 2020"	"2020/11"	243	Not Applicable	Not Applicable
	"Maryland"	"24"	"Mental and behavioural disorders"	"F01-F99"	"Dec., 2020"	"2020/12"	325	Not Applicable	Not Applicable
	"Maryland"	"24"	"Mental and behavioural disorders"	"F01-F99"	"Jan., 2021"	"2021/01"	295	Not Applicable	Not Applicable
	"Maryland"	"24"	"Mental and behavioural disorders"	"F01-F99"	"Feb., 2021"	"2021/02"	281	Not Applicable	Not Applicable
	"Maryland"	"24"	"Mental and behavioural disorders"	"F01-F99"	"Mar., 2021"	"2021/03"	256	Not Applicable	Not Applicable
	"Maryland"	"24"	"Mental and behavioural disorders"	"F01-F99"	"Apr., 2021"	"2021/04"	248	Not Applicable	Not Applicable
	"Maryland"	"24"	"Mental and behavioural disorders"	"F01-F99"	"May, 2021"	"2021/05"	213	Not Applicable	Not Applicable
	"Maryland"	"24"	"Mental and behavioural disorders"	"F01-F99"	"Jun., 2021"	"2021/06"	192	Not Applicable	Not Applicable
	"Maryland"	"24"	"Mental and behavioural disorders"	"F01-F99"	"Jul., 2021"	"2021/07"	221	Not Applicable	Not Applicable
	"Maryland"	"24"	"Mental and behavioural disorders"	"F01-F99"	"Aug., 2021"	"2021/08"	233	Not Applicable	Not Applicable
	"Maryland"	"24"	"Mental and behavioural disorders"	"F01-F99"	"Sep., 2021"	"2021/09"	248	Not Applicable	Not Applicable
	"Maryland"	"24"	"Mental and behavioural disorders"	"F01-F99"	"Oct., 2021"	"2021/10"	280	Not Applicable	Not Applicable
	"Maryland"	"24"	"Mental and behavioural disorders"	"F01-F99"	"Nov., 2021"	"2021/11"	299	Not Applicable	Not Applicable
	"Maryland"	"24"	"Mental and behavioural disorders"	"F01-F99"	"Dec., 2021"	"2021/12"	320	Not Applicable	Not Applicable
	"Maryland"	"24"	"Mental and behavioural disorders"	"F01-F99"	"Jan., 2022"	"2022/01"	377	Not Applicable	Not Applicable
	"Maryland"	"24"	"Mental and behavioural disorders"	"F01-F99"	"Feb., 2022"	"2022/02"	269	Not Applicable	Not Applicable
	"Maryland"	"24"	"Mental and behavioural disorders"	"F01-F99"	"Mar., 2022"	"2022/03"	282	Not Applicable	Not Applicable
	"Maryland"	"24"	"Mental and behavioural disorders"	"F01-F99"	"Apr., 2022"	"2022/04"	252	Not Applicable	Not Applicable
	"Maryland"	"24"	"Mental and behavioural disorders"	"F01-F99"	"May, 2022"	"2022/05"	269	Not Applicable	Not Applicable
	"Maryland"	"24"	"Mental and behavioural disorders"	"F01-F99"	"Jun., 2022"	"2022/06"	237	Not Applicable	Not Applicable
	"Maryland"	"24"	"Mental and behavioural disorders"	"F01-F99"	"Jul., 2022"	"2022/07"	219	Not Applicable	Not Applicable
	"Maryland"	"24"	"Mental and behavioural disorders"	"F01-F99"	"Aug., 2022"	"2022/08"	238	Not Applicable	Not Applicable
	"Maryland"	"24"	"Mental and behavioural disorders"	"F01-F99"	"Sep., 2022"	"2022/09"	250	Not Applicable	Not Applicable
	"Maryland"	"24"	"Mental and behavioural disorders"	"F01-F99"	"Oct., 2022"	"2022/10"	290	Not Applicable	Not Applicable
	"Maryland"	"24"	"Mental and behavioural disorders"	"F01-F99"	"Nov., 2022"	"2022/11"	316	Not Applicable	Not Applicable
	"Maryland"	"24"	"Mental and behavioural disorders"	"F01-F99"	"Dec., 2022"	"2022/12"	319	Not Applicable	Not Applicable
	"Maryland"	"24"	"Mental and behavioural disorders"	"F01-F99"	"Jan., 2023 (provisional)"	"2023/01"	314	Not Applicable	Not Applicable
	"Maryland"	"24"	"Mental and behavioural disorders"	"F01-F99"	"Feb., 2023 (provisional)"	"2023/02"	270	Not Applicable	Not Applicable
	"Maryland"	"24"	"Mental and behavioural disorders"	"F01-F99"	"Mar., 2023 (provisional)"	"2023/03"	265	Not Applicable	Not Applicable
	"Maryland"	"24"	"Mental and behavioural disorders"	"F01-F99"	"Apr., 2023 (provisional)"	"2023/04"	242	Not Applicable	Not Applicable
	"Maryland"	"24"	"Mental and behavioural disorders"	"F01-F99"	"May, 2023 (provisional)"	"2023/05"	243	Not Applicable	Not Applicable
	"Maryland"	"24"	"Mental and behavioural disorders"	"F01-F99"	"Jun., 2023 (provisional)"	"2023/06"	210	Not Applicable	Not Applicable
	"Maryland"	"24"	"Mental and behavioural disorders"	"F01-F99"	"Jul., 2023 (provisional)"	"2023/07"	219	Not Applicable	Not Applicable
	"Maryland"	"24"	"Mental and behavioural disorders"	"F01-F99"	"Aug., 2023 (provisional)"	"2023/08"	235	Not Applicable	Not Applicable
	"Maryland"	"24"	"Mental and behavioural disorders"	"F01-F99"	"Sep., 2023 (provisional)"	"2023/09"	228	Not Applicable	Not Applicable
	"Maryland"	"24"	"Mental and behavioural disorders"	"F01-F99"	"Oct., 2023 (provisional)"	"2023/10"	278	Not Applicable	Not Applicable
	"Maryland"	"24"	"Mental and behavioural disorders"	"F01-F99"	"Nov., 2023 (provisional)"	"2023/11"	272	Not Applicable	Not Applicable
	"Maryland"	"24"	"Mental and behavioural disorders"	"F01-F99"	"Dec., 2023 (provisional)"	"2023/12"	285	Not Applicable	Not Applicable
	"Maryland"	"24"	"Mental and behavioural disorders"	"F01-F99"	"Jan., 2024 (provisional)"	"2024/01"	295	Not Applicable	Not Applicable
	"Maryland"	"24"	"Mental and behavioural disorders"	"F01-F99"	"Feb., 2024 (provisional)"	"2024/02"	247	Not Applicable	Not Applicable
	"Maryland"	"24"	"Mental and behavioural disorders"	"F01-F99"	"Mar., 2024 (provisional)"	"2024/03"	252	Not Applicable	Not Applicable
	"Maryland"	"24"	"Mental and behavioural disorders"	"F01-F99"	"Apr., 2024 (provisional)"	"2024/04"	267	Not Applicable	Not Applicable
	"Maryland"	"24"	"Mental and behavioural disorders"	"F01-F99"	"May, 2024 (provisional)"	"2024/05"	213	Not Applicable	Not Applicable
	"Maryland"	"24"	"Mental and behavioural disorders"	"F01-F99"	"Jun., 2024 (provisional)"	"2024/06"	244	Not Applicable	Not Applicable
	"Maryland"	"24"	"Mental and behavioural disorders"	"F01-F99"	"Jul., 2024 (provisional)"	"2024/07"	227	Not Applicable	Not Applicable
	"Maryland"	"24"	"Mental and behavioural disorders"	"F01-F99"	"Aug., 2024 (provisional)"	"2024/08"	225	Not Applicable	Not Applicable
	"Maryland"	"24"	"Mental and behavioural disorders"	"F01-F99"	"Sep., 2024 (provisional)"	"2024/09"	236	Not Applicable	Not Applicable
	"Maryland"	"24"	"Mental and behavioural disorders"	"F01-F99"	"Oct., 2024 (provisional)"	"2024/10"	247	Not Applicable	Not Applicable
	"Maryland"	"24"	"Diseases of the nervous system"	"G00-G98"	"Jan., 2020"	"2020/01"	289	Not Applicable	Not Applicable
	"Maryland"	"24"	"Diseases of the nervous system"	"G00-G98"	"Feb., 2020"	"2020/02"	256	Not Applicable	Not Applicable
	"Maryland"	"24"	"Diseases of the nervous system"	"G00-G98"	"Mar., 2020"	"2020/03"	283	Not Applicable	Not Applicable
	"Maryland"	"24"	"Diseases of the nervous system"	"G00-G98"	"Apr., 2020"	"2020/04"	312	Not Applicable	Not Applicable
	"Maryland"	"24"	"Diseases of the nervous system"	"G00-G98"	"May, 2020"	"2020/05"	272	Not Applicable	Not Applicable
	"Maryland"	"24"	"Diseases of the nervous system"	"G00-G98"	"Jun., 2020"	"2020/06"	233	Not Applicable	Not Applicable
	"Maryland"	"24"	"Diseases of the nervous system"	"G00-G98"	"Jul., 2020"	"2020/07"	248	Not Applicable	Not Applicable
	"Maryland"	"24"	"Diseases of the nervous system"	"G00-G98"	"Aug., 2020"	"2020/08"	243	Not Applicable	Not Applicable
	"Maryland"	"24"	"Diseases of the nervous system"	"G00-G98"	"Sep., 2020"	"2020/09"	281	Not Applicable	Not Applicable
	"Maryland"	"24"	"Diseases of the nervous system"	"G00-G98"	"Oct., 2020"	"2020/10"	281	Not Applicable	Not Applicable
	"Maryland"	"24"	"Diseases of the nervous system"	"G00-G98"	"Nov., 2020"	"2020/11"	306	Not Applicable	Not Applicable
	"Maryland"	"24"	"Diseases of the nervous system"	"G00-G98"	"Dec., 2020"	"2020/12"	336	Not Applicable	Not Applicable
	"Maryland"	"24"	"Diseases of the nervous system"	"G00-G98"	"Jan., 2021"	"2021/01"	334	Not Applicable	Not Applicable
	"Maryland"	"24"	"Diseases of the nervous system"	"G00-G98"	"Feb., 2021"	"2021/02"	307	Not Applicable	Not Applicable
	"Maryland"	"24"	"Diseases of the nervous system"	"G00-G98"	"Mar., 2021"	"2021/03"	285	Not Applicable	Not Applicable
	"Maryland"	"24"	"Diseases of the nervous system"	"G00-G98"	"Apr., 2021"	"2021/04"	242	Not Applicable	Not Applicable
	"Maryland"	"24"	"Diseases of the nervous system"	"G00-G98"	"May, 2021"	"2021/05"	237	Not Applicable	Not Applicable
	"Maryland"	"24"	"Diseases of the nervous system"	"G00-G98"	"Jun., 2021"	"2021/06"	244	Not Applicable	Not Applicable
	"Maryland"	"24"	"Diseases of the nervous system"	"G00-G98"	"Jul., 2021"	"2021/07"	246	Not Applicable	Not Applicable
	"Maryland"	"24"	"Diseases of the nervous system"	"G00-G98"	"Aug., 2021"	"2021/08"	267	Not Applicable	Not Applicable
	"Maryland"	"24"	"Diseases of the nervous system"	"G00-G98"	"Sep., 2021"	"2021/09"	285	Not Applicable	Not Applicable
	"Maryland"	"24"	"Diseases of the nervous system"	"G00-G98"	"Oct., 2021"	"2021/10"	266	Not Applicable	Not Applicable
	"Maryland"	"24"	"Diseases of the nervous system"	"G00-G98"	"Nov., 2021"	"2021/11"	275	Not Applicable	Not Applicable
	"Maryland"	"24"	"Diseases of the nervous system"	"G00-G98"	"Dec., 2021"	"2021/12"	286	Not Applicable	Not Applicable
	"Maryland"	"24"	"Diseases of the nervous system"	"G00-G98"	"Jan., 2022"	"2022/01"	339	Not Applicable	Not Applicable
	"Maryland"	"24"	"Diseases of the nervous system"	"G00-G98"	"Feb., 2022"	"2022/02"	266	Not Applicable	Not Applicable
	"Maryland"	"24"	"Diseases of the nervous system"	"G00-G98"	"Mar., 2022"	"2022/03"	289	Not Applicable	Not Applicable
	"Maryland"	"24"	"Diseases of the nervous system"	"G00-G98"	"Apr., 2022"	"2022/04"	235	Not Applicable	Not Applicable
	"Maryland"	"24"	"Diseases of the nervous system"	"G00-G98"	"May, 2022"	"2022/05"	276	Not Applicable	Not Applicable
	"Maryland"	"24"	"Diseases of the nervous system"	"G00-G98"	"Jun., 2022"	"2022/06"	274	Not Applicable	Not Applicable
	"Maryland"	"24"	"Diseases of the nervous system"	"G00-G98"	"Jul., 2022"	"2022/07"	257	Not Applicable	Not Applicable
	"Maryland"	"24"	"Diseases of the nervous system"	"G00-G98"	"Aug., 2022"	"2022/08"	268	Not Applicable	Not Applicable
	"Maryland"	"24"	"Diseases of the nervous system"	"G00-G98"	"Sep., 2022"	"2022/09"	276	Not Applicable	Not Applicable
	"Maryland"	"24"	"Diseases of the nervous system"	"G00-G98"	"Oct., 2022"	"2022/10"	298	Not Applicable	Not Applicable
	"Maryland"	"24"	"Diseases of the nervous system"	"G00-G98"	"Nov., 2022"	"2022/11"	326	Not Applicable	Not Applicable
	"Maryland"	"24"	"Diseases of the nervous system"	"G00-G98"	"Dec., 2022"	"2022/12"	338	Not Applicable	Not Applicable
	"Maryland"	"24"	"Diseases of the nervous system"	"G00-G98"	"Jan., 2023 (provisional)"	"2023/01"	320	Not Applicable	Not Applicable
	"Maryland"	"24"	"Diseases of the nervous system"	"G00-G98"	"Feb., 2023 (provisional)"	"2023/02"	273	Not Applicable	Not Applicable
	"Maryland"	"24"	"Diseases of the nervous system"	"G00-G98"	"Mar., 2023 (provisional)"	"2023/03"	281	Not Applicable	Not Applicable
	"Maryland"	"24"	"Diseases of the nervous system"	"G00-G98"	"Apr., 2023 (provisional)"	"2023/04"	238	Not Applicable	Not Applicable
	"Maryland"	"24"	"Diseases of the nervous system"	"G00-G98"	"May, 2023 (provisional)"	"2023/05"	279	Not Applicable	Not Applicable
	"Maryland"	"24"	"Diseases of the nervous system"	"G00-G98"	"Jun., 2023 (provisional)"	"2023/06"	244	Not Applicable	Not Applicable
	"Maryland"	"24"	"Diseases of the nervous system"	"G00-G98"	"Jul., 2023 (provisional)"	"2023/07"	234	Not Applicable	Not Applicable
	"Maryland"	"24"	"Diseases of the nervous system"	"G00-G98"	"Aug., 2023 (provisional)"	"2023/08"	278	Not Applicable	Not Applicable
	"Maryland"	"24"	"Diseases of the nervous system"	"G00-G98"	"Sep., 2023 (provisional)"	"2023/09"	281	Not Applicable	Not Applicable
	"Maryland"	"24"	"Diseases of the nervous system"	"G00-G98"	"Oct., 2023 (provisional)"	"2023/10"	322	Not Applicable	Not Applicable
	"Maryland"	"24"	"Diseases of the nervous system"	"G00-G98"	"Nov., 2023 (provisional)"	"2023/11"	295	Not Applicable	Not Applicable
	"Maryland"	"24"	"Diseases of the nervous system"	"G00-G98"	"Dec., 2023 (provisional)"	"2023/12"	379	Not Applicable	Not Applicable
	"Maryland"	"24"	"Diseases of the nervous system"	"G00-G98"	"Jan., 2024 (provisional)"	"2024/01"	385	Not Applicable	Not Applicable
	"Maryland"	"24"	"Diseases of the nervous system"	"G00-G98"	"Feb., 2024 (provisional)"	"2024/02"	333	Not Applicable	Not Applicable
	"Maryland"	"24"	"Diseases of the nervous system"	"G00-G98"	"Mar., 2024 (provisional)"	"2024/03"	363	Not Applicable	Not Applicable
	"Maryland"	"24"	"Diseases of the nervous system"	"G00-G98"	"Apr., 2024 (provisional)"	"2024/04"	327	Not Applicable	Not Applicable
	"Maryland"	"24"	"Diseases of the nervous system"	"G00-G98"	"May, 2024 (provisional)"	"2024/05"	318	Not Applicable	Not Applicable
	"Maryland"	"24"	"Diseases of the nervous system"	"G00-G98"	"Jun., 2024 (provisional)"	"2024/06"	303	Not Applicable	Not Applicable
	"Maryland"	"24"	"Diseases of the nervous system"	"G00-G98"	"Jul., 2024 (provisional)"	"2024/07"	246	Not Applicable	Not Applicable
	"Maryland"	"24"	"Diseases of the nervous system"	"G00-G98"	"Aug., 2024 (provisional)"	"2024/08"	294	Not Applicable	Not Applicable
