"Notes"	"Residence State"	"Residence State Code"	"Month"	"Month Code"	"UCD - Injury Intent"	"UCD - Injury Intent Code"	Deaths	Population	Crude Rate
	"Maine"	"23"	"Jun., 2020"	"2020/06"	"Non-Injury, no intent classified"	"9"	1051	Not Applicable	Not Applicable
	"Maine"	"23"	"Jul., 2020"	"2020/07"	"Unintentional"	"1"	89	Not Applicable	Not Applicable
	"Maine"	"23"	"Jul., 2020"	"2020/07"	"Suicide"	"2"	25	Not Applicable	Not Applicable
	"Maine"	"23"	"Jul., 2020"	"2020/07"	"Non-Injury, no intent classified"	"9"	1140	Not Applicable	Not Applicable
	"Maine"	"23"	"Aug., 2020"	"2020/08"	"Unintentional"	"1"	123	Not Applicable	Not Applicable
	"Maine"	"23"	"Aug., 2020"	"2020/08"	"Suicide"	"2"	17	Not Applicable	Not Applicable
	"Maine"	"23"	"Aug., 2020"	"2020/08"	"Non-Injury, no intent classified"	"9"	1105	Not Applicable	Not Applicable
	"Maine"	"23"	"Sep., 2020"	"2020/09"	"Unintentional"	"1"	92	Not Applicable	Not Applicable
	"Maine"	"23"	"Sep., 2020"	"2020/09"	"Suicide"	"2"	18	Not Applicable	Not Applicable
	"Maine"	"23"	"Sep., 2020"	"2020/09"	"Non-Injury, no intent classified"	"9"	1176	Not Applicable	Not Applicable
	"Maine"	"23"	"Oct., 2020"	"2020/10"	"Unintentional"	"1"	93	Not Applicable	Not Applicable
	"Maine"	"23"	"Oct., 2020"	"2020/10"	"Suicide"	"2"	18	Not Applicable	Not Applicable
	"Maine"	"23"	"Oct., 2020"	"2020/10"	"Non-Injury, no intent classified"	"9"	1132	Not Applicable	Not Applicable
	"Maine"	"23"	"Nov., 2020"	"2020/11"	"Unintentional"	"1"	99	Not Applicable	Not Applicable
	"Maine"	"23"	"Nov., 2020"	"2020/11"	"Suicide"	"2"	15	Not Applicable	Not Applicable
	"Maine"	"23"	"Nov., 2020"	"2020/11"	"Non-Injury, no intent classified"	"9"	1288	Not Applicable	Not Applicable
	"Maine"	"23"	"Dec., 2020"	"2020/12"	"Unintentional"	"1"	97	Not Applicable	Not Applicable
	"Maine"	"23"	"Dec., 2020"	"2020/12"	"Suicide"	"2"	27	Not Applicable	Not Applicable
	"Maine"	"23"	"Dec., 2020"	"2020/12"	"Non-Injury, no intent classified"	"9"	1418	Not Applicable	Not Applicable
	"Maine"	"23"	"Jan., 2021"	"2021/01"	"Unintentional"	"1"	95	Not Applicable	Not Applicable
	"Maine"	"23"	"Jan., 2021"	"2021/01"	"Suicide"	"2"	22	Not Applicable	Not Applicable
	"Maine"	"23"	"Jan., 2021"	"2021/01"	"Non-Injury, no intent classified"	"9"	1455	Not Applicable	Not Applicable
	"Maine"	"23"	"Feb., 2021"	"2021/02"	"Unintentional"	"1"	75	Not Applicable	Not Applicable
	"Maine"	"23"	"Feb., 2021"	"2021/02"	"Suicide"	"2"	19	Not Applicable	Not Applicable
	"Maine"	"23"	"Feb., 2021"	"2021/02"	"Non-Injury, no intent classified"	"9"	1131	Not Applicable	Not Applicable
	"Maine"	"23"	"Mar., 2021"	"2021/03"	"Unintentional"	"1"	106	Not Applicable	Not Applicable
	"Maine"	"23"	"Mar., 2021"	"2021/03"	"Suicide"	"2"	26	Not Applicable	Not Applicable
	"Maine"	"23"	"Mar., 2021"	"2021/03"	"Non-Injury, no intent classified"	"9"	1150	Not Applicable	Not Applicable
	"Maine"	"23"	"Apr., 2021"	"2021/04"	"Unintentional"	"1"	108	Not Applicable	Not Applicable
	"Maine"	"23"	"Apr., 2021"	"2021/04"	"Suicide"	"2"	25	Not Applicable	Not Applicable
	"Maine"	"23"	"Apr., 2021"	"2021/04"	"Non-Injury, no intent classified"	"9"	1166	Not Applicable	Not Applicable
	"Maine"	"23"	"May, 2021"	"2021/05"	"Unintentional"	"1"	111	Not Applicable	Not Applicable
	"Maine"	"23"	"May, 2021"	"2021/05"	"Suicide"	"2"	28	Not Applicable	Not Applicable
	"Maine"	"23"	"May, 2021"	"2021/05"	"Non-Injury, no intent classified"	"9"	1256	Not Applicable	Not Applicable
	"Maine"	"23"	"Jun., 2021"	"2021/06"	"Unintentional"	"1"	107	Not Applicable	Not Applicable
	"Maine"	"23"	"Jun., 2021"	"2021/06"	"Suicide"	"2"	20	Not Applicable	Not Applicable
	"Maine"	"23"	"Jun., 2021"	"2021/06"	"Non-Injury, no intent classified"	"9"	1174	Not Applicable	Not Applicable
	"Maine"	"23"	"Jul., 2021"	"2021/07"	"Unintentional"	"1"	103	Not Applicable	Not Applicable
	"Maine"	"23"	"Jul., 2021"	"2021/07"	"Suicide"	"2"	14	Not Applicable	Not Applicable
	"Maine"	"23"	"Jul., 2021"	"2021/07"	"Non-Injury, no intent classified"	"9"	1215	Not Applicable	Not Applicable
	"Maine"	"23"	"Aug., 2021"	"2021/08"	"Unintentional"	"1"	109	Not Applicable	Not Applicable
	"Maine"	"23"	"Aug., 2021"	"2021/08"	"Suicide"	"2"	27	Not Applicable	Not Applicable
	"Maine"	"23"	"Aug., 2021"	"2021/08"	"Non-Injury, no intent classified"	"9"	1187	Not Applicable	Not Applicable
	"Maine"	"23"	"Sep., 2021"	"2021/09"	"Unintentional"	"1"	116	Not Applicable	Not Applicable
	"Maine"	"23"	"Sep., 2021"	"2021/09"	"Suicide"	"2"	37	Not Applicable	Not Applicable
	"Maine"	"23"	"Sep., 2021"	"2021/09"	"Non-Injury, no intent classified"	"9"	1277	Not Applicable	Not Applicable
	"Maine"	"23"	"Oct., 2021"	"2021/10"	"Unintentional"	"1"	122	Not Applicable	Not Applicable
	"Maine"	"23"	"Oct., 2021"	"2021/10"	"Suicide"	"2"	20	Not Applicable	Not Applicable
	"Maine"	"23"	"Oct., 2021"	"2021/10"	"Non-Injury, no intent classified"	"9"	1426	Not Applicable	Not Applicable
	"Maine"	"23"	"Nov., 2021"	"2021/11"	"Unintentional"	"1"	110	Not Applicable	Not Applicable
	"Maine"	"23"	"Nov., 2021"	"2021/11"	"Suicide"	"2"	23	Not Applicable	Not Applicable
	"Maine"	"23"	"Nov., 2021"	"2021/11"	"Non-Injury, no intent classified"	"9"	1534	Not Applicable	Not Applicable
	"Maine"	"23"	"Dec., 2021"	"2021/12"	"Unintentional"	"1"	124	Not Applicable	Not Applicable
	"Maine"	"23"	"Dec., 2021"	"2021/12"	"Suicide"	"2"	16	Not Applicable	Not Applicable
	"Maine"	"23"	"Dec., 2021"	"2021/12"	"Non-Injury, no intent classified"	"9"	1684	Not Applicable	Not Applicable
	"Maine"	"23"	"Jan., 2022"	"2022/01"	"Unintentional"	"1"	92	Not Applicable	Not Applicable
	"Maine"	"23"	"Jan., 2022"	"2022/01"	"Suicide"	"2"	21	Not Applicable	Not Applicable
	"Maine"	"23"	"Jan., 2022"	"2022/01"	"Non-Injury, no intent classified"	"9"	1664	Not Applicable	Not Applicable
	"Maine"	"23"	"Feb., 2022"	"2022/02"	"Unintentional"	"1"	109	Not Applicable	Not Applicable
	"Maine"	"23"	"Feb., 2022"	"2022/02"	"Suicide"	"2"	17	Not Applicable	Not Applicable
	"Maine"	"23"	"Feb., 2022"	"2022/02"	"Non-Injury, no intent classified"	"9"	1278	Not Applicable	Not Applicable
	"Maine"	"23"	"Mar., 2022"	"2022/03"	"Unintentional"	"1"	109	Not Applicable	Not Applicable
	"Maine"	"23"	"Mar., 2022"	"2022/03"	"Suicide"	"2"	21	Not Applicable	Not Applicable
	"Maine"	"23"	"Mar., 2022"	"2022/03"	"Non-Injury, no intent classified"	"9"	1308	Not Applicable	Not Applicable
	"Maine"	"23"	"Apr., 2022"	"2022/04"	"Unintentional"	"1"	103	Not Applicable	Not Applicable
	"Maine"	"23"	"Apr., 2022"	"2022/04"	"Suicide"	"2"	23	Not Applicable	Not Applicable
	"Maine"	"23"	"Apr., 2022"	"2022/04"	"Non-Injury, no intent classified"	"9"	1214	Not Applicable	Not Applicable
	"Maine"	"23"	"May, 2022"	"2022/05"	"Unintentional"	"1"	111	Not Applicable	Not Applicable
	"Maine"	"23"	"May, 2022"	"2022/05"	"Suicide"	"2"	29	Not Applicable	Not Applicable
	"Maine"	"23"	"May, 2022"	"2022/05"	"Non-Injury, no intent classified"	"9"	1239	Not Applicable	Not Applicable
	"Maine"	"23"	"Jun., 2022"	"2022/06"	"Unintentional"	"1"	127	Not Applicable	Not Applicable
	"Maine"	"23"	"Jun., 2022"	"2022/06"	"Suicide"	"2"	21	Not Applicable	Not Applicable
	"Maine"	"23"	"Jun., 2022"	"2022/06"	"Non-Injury, no intent classified"	"9"	1241	Not Applicable	Not Applicable
	"Maine"	"23"	"Jul., 2022"	"2022/07"	"Unintentional"	"1"	117	Not Applicable	Not Applicable
	"Maine"	"23"	"Jul., 2022"	"2022/07"	"Suicide"	"2"	26	Not Applicable	Not Applicable
	"Maine"	"23"	"Jul., 2022"	"2022/07"	"Non-Injury, no intent classified"	"9"	1184	Not Applicable	Not Applicable
	"Maine"	"23"	"Aug., 2022"	"2022/08"	"Unintentional"	"1"	129	Not Applicable	Not Applicable
	"Maine"	"23"	"Aug., 2022"	"2022/08"	"Suicide"	"2"	15	Not Applicable	Not Applicable
	"Maine"	"23"	"Aug., 2022"	"2022/08"	"Non-Injury, no intent classified"	"9"	1152	Not Applicable	Not Applicable
	"Maine"	"23"	"Sep., 2022"	"2022/09"	"Unintentional"	"1"	128	Not Applicable	Not Applicable
	"Maine"	"23"	"Sep., 2022"	"2022/09"	"Suicide"	"2"	20	Not Applicable	Not Applicable
	"Maine"	"23"	"Sep., 2022"	"2022/09"	"Non-Injury, no intent classified"	"9"	1269	Not Applicable	Not Applicable
	"Maine"	"23"	"Oct., 2022"	"2022/10"	"Unintentional"	"1"	121	Not Applicable	Not Applicable
	"Maine"	"23"	"Oct., 2022"	"2022/10"	"Suicide"	"2"	30	Not Applicable	Not Applicable
	"Maine"	"23"	"Oct., 2022"	"2022/10"	"Non-Injury, no intent classified"	"9"	1355	Not Applicable	Not Applicable
	"Maine"	"23"	"Nov., 2022"	"2022/11"	"Unintentional"	"1"	115	Not Applicable	Not Applicable
	"Maine"	"23"	"Nov., 2022"	"2022/11"	"Suicide"	"2"	22	Not Applicable	Not Applicable
	"Maine"	"23"	"Nov., 2022"	"2022/11"	"Non-Injury, no intent classified"	"9"	1286	Not Applicable	Not Applicable
	"Maine"	"23"	"Dec., 2022"	"2022/12"	"Unintentional"	"1"	130	Not Applicable	Not Applicable
	"Maine"	"23"	"Dec., 2022"	"2022/12"	"Suicide"	"2"	23	Not Applicable	Not Applicable
	"Maine"	"23"	"Dec., 2022"	"2022/12"	"Non-Injury, no intent classified"	"9"	1461	Not Applicable	Not Applicable
	"Maine"	"23"	"Jan., 2023 (provisional)"	"2023/01"	"Unintentional"	"1"	110	Not Applicable	Not Applicable
	"Maine"	"23"	"Jan., 2023 (provisional)"	"2023/01"	"Suicide"	"2"	23	Not Applicable	Not Applicable
	"Maine"	"23"	"Jan., 2023 (provisional)"	"2023/01"	"Non-Injury, no intent classified"	"9"	1446	Not Applicable	Not Applicable
	"Maine"	"23"	"Feb., 2023 (provisional)"	"2023/02"	"Unintentional"	"1"	105	Not Applicable	Not Applicable
	"Maine"	"23"	"Feb., 2023 (provisional)"	"2023/02"	"Suicide"	"2"	21	Not Applicable	Not Applicable
	"Maine"	"23"	"Feb., 2023 (provisional)"	"2023/02"	"Non-Injury, no intent classified"	"9"	1223	Not Applicable	Not Applicable
	"Maine"	"23"	"Mar., 2023 (provisional)"	"2023/03"	"Unintentional"	"1"	93	Not Applicable	Not Applicable
	"Maine"	"23"	"Mar., 2023 (provisional)"	"2023/03"	"Suicide"	"2"	23	Not Applicable	Not Applicable
	"Maine"	"23"	"Mar., 2023 (provisional)"	"2023/03"	"Non-Injury, no intent classified"	"9"	1320	Not Applicable	Not Applicable
	"Maine"	"23"	"Apr., 2023 (provisional)"	"2023/04"	"Unintentional"	"1"	107	Not Applicable	Not Applicable
	"Maine"	"23"	"Apr., 2023 (provisional)"	"2023/04"	"Suicide"	"2"	19	Not Applicable	Not Applicable
	"Maine"	"23"	"Apr., 2023 (provisional)"	"2023/04"	"Non-Injury, no intent classified"	"9"	1240	Not Applicable	Not Applicable
	"Maine"	"23"	"May, 2023 (provisional)"	"2023/05"	"Unintentional"	"1"	95	Not Applicable	Not Applicable
	"Maine"	"23"	"May, 2023 (provisional)"	"2023/05"	"Suicide"	"2"	19	Not Applicable	Not Applicable
	"Maine"	"23"	"May, 2023 (provisional)"	"2023/05"	"Non-Injury, no intent classified"	"9"	1248	Not Applicable	Not Applicable
	"Maine"	"23"	"Jun., 2023 (provisional)"	"2023/06"	"Unintentional"	"1"	103	Not Applicable	Not Applicable
	"Maine"	"23"	"Jun., 2023 (provisional)"	"2023/06"	"Suicide"	"2"	17	Not Applicable	Not Applicable
	"Maine"	"23"	"Jun., 2023 (provisional)"	"2023/06"	"Non-Injury, no intent classified"	"9"	1161	Not Applicable	Not Applicable
	"Maine"	"23"	"Jul., 2023 (provisional)"	"2023/07"	"Unintentional"	"1"	112	Not Applicable	Not Applicable
	"Maine"	"23"	"Jul., 2023 (provisional)"	"2023/07"	"Suicide"	"2"	30	Not Applicable	Not Applicable
	"Maine"	"23"	"Jul., 2023 (provisional)"	"2023/07"	"Non-Injury, no intent classified"	"9"	1152	Not Applicable	Not Applicable
	"Maine"	"23"	"Aug., 2023 (provisional)"	"2023/08"	"Unintentional"	"1"	87	Not Applicable	Not Applicable
	"Maine"	"23"	"Aug., 2023 (provisional)"	"2023/08"	"Suicide"	"2"	23	Not Applicable	Not Applicable
	"Maine"	"23"	"Aug., 2023 (provisional)"	"2023/08"	"Non-Injury, no intent classified"	"9"	1228	Not Applicable	Not Applicable
	"Maine"	"23"	"Sep., 2023 (provisional)"	"2023/09"	"Unintentional"	"1"	133	Not Applicable	Not Applicable
	"Maine"	"23"	"Sep., 2023 (provisional)"	"2023/09"	"Suicide"	"2"	32	Not Applicable	Not Applicable
	"Maine"	"23"	"Sep., 2023 (provisional)"	"2023/09"	"Non-Injury, no intent classified"	"9"	1135	Not Applicable	Not Applicable
	"Maine"	"23"	"Oct., 2023 (provisional)"	"2023/10"	"Unintentional"	"1"	123	Not Applicable	Not Applicable
	"Maine"	"23"	"Oct., 2023 (provisional)"	"2023/10"	"Suicide"	"2"	28	Not Applicable	Not Applicable
	"Maine"	"23"	"Oct., 2023 (provisional)"	"2023/10"	"Homicide"	"3"	18	Not Applicable	Not Applicable
	"Maine"	"23"	"Oct., 2023 (provisional)"	"2023/10"	"Non-Injury, no intent classified"	"9"	1253	Not Applicable	Not Applicable
	"Maine"	"23"	"Nov., 2023 (provisional)"	"2023/11"	"Unintentional"	"1"	112	Not Applicable	Not Applicable
	"Maine"	"23"	"Nov., 2023 (provisional)"	"2023/11"	"Suicide"	"2"	15	Not Applicable	Not Applicable
	"Maine"	"23"	"Nov., 2023 (provisional)"	"2023/11"	"Non-Injury, no intent classified"	"9"	1291	Not Applicable	Not Applicable
	"Maine"	"23"	"Dec., 2023 (provisional)"	"2023/12"	"Unintentional"	"1"	123	Not Applicable	Not Applicable
	"Maine"	"23"	"Dec., 2023 (provisional)"	"2023/12"	"Suicide"	"2"	25	Not Applicable	Not Applicable
	"Maine"	"23"	"Dec., 2023 (provisional)"	"2023/12"	"Non-Injury, no intent classified"	"9"	1397	Not Applicable	Not Applicable
	"Maine"	"23"	"Jan., 2024 (provisional)"	"2024/01"	"Unintentional"	"1"	117	Not Applicable	Not Applicable
	"Maine"	"23"	"Jan., 2024 (provisional)"	"2024/01"	"Suicide"	"2"	21	Not Applicable	Not Applicable
	"Maine"	"23"	"Jan., 2024 (provisional)"	"2024/01"	"Non-Injury, no intent classified"	"9"	1380	Not Applicable	Not Applicable
	"Maine"	"23"	"Feb., 2024 (provisional)"	"2024/02"	"Unintentional"	"1"	94	Not Applicable	Not Applicable
	"Maine"	"23"	"Feb., 2024 (provisional)"	"2024/02"	"Suicide"	"2"	29	Not Applicable	Not Applicable
	"Maine"	"23"	"Feb., 2024 (provisional)"	"2024/02"	"Non-Injury, no intent classified"	"9"	1275	Not Applicable	Not Applicable
	"Maine"	"23"	"Mar., 2024 (provisional)"	"2024/03"	"Unintentional"	"1"	111	Not Applicable	Not Applicable
	"Maine"	"23"	"Mar., 2024 (provisional)"	"2024/03"	"Suicide"	"2"	26	Not Applicable	Not Applicable
	"Maine"	"23"	"Mar., 2024 (provisional)"	"2024/03"	"Non-Injury, no intent classified"	"9"	1324	Not Applicable	Not Applicable
	"Maine"	"23"	"Apr., 2024 (provisional)"	"2024/04"	"Unintentional"	"1"	93	Not Applicable	Not Applicable
	"Maine"	"23"	"Apr., 2024 (provisional)"	"2024/04"	"Suicide"	"2"	25	Not Applicable	Not Applicable
	"Maine"	"23"	"Apr., 2024 (provisional)"	"2024/04"	"Non-Injury, no intent classified"	"9"	1240	Not Applicable	Not Applicable
	"Maine"	"23"	"May, 2024 (provisional)"	"2024/05"	"Unintentional"	"1"	40	Not Applicable	Not Applicable
	"Maine"	"23"	"May, 2024 (provisional)"	"2024/05"	"Non-Injury, no intent classified"	"9"	1326	Not Applicable	Not Applicable
	"Maine"	"23"	"Jun., 2024 (provisional)"	"2024/06"	"Non-Injury, no intent classified"	"9"	1261	Not Applicable	Not Applicable
	"Maine"	"23"	"Jul., 2024 (provisional)"	"2024/07"	"Non-Injury, no intent classified"	"9"	1334	Not Applicable	Not Applicable
	"Maine"	"23"	"Aug., 2024 (provisional)"	"2024/08"	"Non-Injury, no intent classified"	"9"	1300	Not Applicable	Not Applicable
	"Maine"	"23"	"Sep., 2024 (provisional)"	"2024/09"	"Non-Injury, no intent classified"	"9"	1272	Not Applicable	Not Applicable
	"Maine"	"23"	"Oct., 2024 (provisional)"	"2024/10"	"Non-Injury, no intent classified"	"9"	1361	Not Applicable	Not Applicable
	"Maine"	"23"	"Nov., 2024 (provisional and partial)"	"2024/11"	"Non-Injury, no intent classified"	"9"	73	Not Applicable	Not Applicable
	"Maryland"	"24"	"Jan., 2020"	"2020/01"	"Unintentional"	"1"	182	Not Applicable	Not Applicable
	"Maryland"	"24"	"Jan., 2020"	"2020/01"	"Suicide"	"2"	51	Not Applicable	Not Applicable
	"Maryland"	"24"	"Jan., 2020"	"2020/01"	"Homicide"	"3"	49	Not Applicable	Not Applicable
	"Maryland"	"24"	"Jan., 2020"	"2020/01"	"Undetermined "	"4"	140	Not Applicable	Not Applicable
	"Maryland"	"24"	"Jan., 2020"	"2020/01"	"Non-Injury, no intent classified"	"9"	4197	Not Applicable	Not Applicable
	"Maryland"	"24"	"Feb., 2020"	"2020/02"	"Unintentional"	"1"	199	Not Applicable	Not Applicable
	"Maryland"	"24"	"Feb., 2020"	"2020/02"	"Suicide"	"2"	48	Not Applicable	Not Applicable
	"Maryland"	"24"	"Feb., 2020"	"2020/02"	"Homicide"	"3"	41	Not Applicable	Not Applicable
	"Maryland"	"24"	"Feb., 2020"	"2020/02"	"Undetermined "	"4"	148	Not Applicable	Not Applicable
	"Maryland"	"24"	"Feb., 2020"	"2020/02"	"Non-Injury, no intent classified"	"9"	3810	Not Applicable	Not Applicable
	"Maryland"	"24"	"Mar., 2020"	"2020/03"	"Unintentional"	"1"	245	Not Applicable	Not Applicable
	"Maryland"	"24"	"Mar., 2020"	"2020/03"	"Suicide"	"2"	40	Not Applicable	Not Applicable
	"Maryland"	"24"	"Mar., 2020"	"2020/03"	"Homicide"	"3"	40	Not Applicable	Not Applicable
	"Maryland"	"24"	"Mar., 2020"	"2020/03"	"Undetermined "	"4"	151	Not Applicable	Not Applicable
	"Maryland"	"24"	"Mar., 2020"	"2020/03"	"Non-Injury, no intent classified"	"9"	4266	Not Applicable	Not Applicable
	"Maryland"	"24"	"Apr., 2020"	"2020/04"	"Unintentional"	"1"	219	Not Applicable	Not Applicable
	"Maryland"	"24"	"Apr., 2020"	"2020/04"	"Suicide"	"2"	48	Not Applicable	Not Applicable
	"Maryland"	"24"	"Apr., 2020"	"2020/04"	"Homicide"	"3"	43	Not Applicable	Not Applicable
	"Maryland"	"24"	"Apr., 2020"	"2020/04"	"Undetermined "	"4"	125	Not Applicable	Not Applicable
	"Maryland"	"24"	"Apr., 2020"	"2020/04"	"Non-Injury, no intent classified"	"9"	5669	Not Applicable	Not Applicable
	"Maryland"	"24"	"May, 2020"	"2020/05"	"Unintentional"	"1"	267	Not Applicable	Not Applicable
	"Maryland"	"24"	"May, 2020"	"2020/05"	"Suicide"	"2"	62	Not Applicable	Not Applicable
	"Maryland"	"24"	"May, 2020"	"2020/05"	"Homicide"	"3"	71	Not Applicable	Not Applicable
	"Maryland"	"24"	"May, 2020"	"2020/05"	"Undetermined "	"4"	162	Not Applicable	Not Applicable
	"Maryland"	"24"	"May, 2020"	"2020/05"	"Non-Injury, no intent classified"	"9"	5519	Not Applicable	Not Applicable
	"Maryland"	"24"	"Jun., 2020"	"2020/06"	"Unintentional"	"1"	266	Not Applicable	Not Applicable
	"Maryland"	"24"	"Jun., 2020"	"2020/06"	"Suicide"	"2"	54	Not Applicable	Not Applicable
	"Maryland"	"24"	"Jun., 2020"	"2020/06"	"Homicide"	"3"	57	Not Applicable	Not Applicable
	"Maryland"	"24"	"Jun., 2020"	"2020/06"	"Undetermined "	"4"	126	Not Applicable	Not Applicable
	"Maryland"	"24"	"Jun., 2020"	"2020/06"	"Non-Injury, no intent classified"	"9"	4252	Not Applicable	Not Applicable
	"Maryland"	"24"	"Jul., 2020"	"2020/07"	"Unintentional"	"1"	271	Not Applicable	Not Applicable
	"Maryland"	"24"	"Jul., 2020"	"2020/07"	"Suicide"	"2"	38	Not Applicable	Not Applicable
	"Maryland"	"24"	"Jul., 2020"	"2020/07"	"Homicide"	"3"	60	Not Applicable	Not Applicable
	"Maryland"	"24"	"Jul., 2020"	"2020/07"	"Undetermined "	"4"	144	Not Applicable	Not Applicable
	"Maryland"	"24"	"Jul., 2020"	"2020/07"	"Non-Injury, no intent classified"	"9"	4104	Not Applicable	Not Applicable
	"Maryland"	"24"	"Aug., 2020"	"2020/08"	"Unintentional"	"1"	282	Not Applicable	Not Applicable
	"Maryland"	"24"	"Aug., 2020"	"2020/08"	"Suicide"	"2"	61	Not Applicable	Not Applicable
	"Maryland"	"24"	"Aug., 2020"	"2020/08"	"Homicide"	"3"	45	Not Applicable	Not Applicable
	"Maryland"	"24"	"Aug., 2020"	"2020/08"	"Undetermined "	"4"	155	Not Applicable	Not Applicable
	"Maryland"	"24"	"Aug., 2020"	"2020/08"	"Non-Injury, no intent classified"	"9"	4049	Not Applicable	Not Applicable
	"Maryland"	"24"	"Sep., 2020"	"2020/09"	"Unintentional"	"1"	263	Not Applicable	Not Applicable
	"Maryland"	"24"	"Sep., 2020"	"2020/09"	"Suicide"	"2"	53	Not Applicable	Not Applicable
	"Maryland"	"24"	"Sep., 2020"	"2020/09"	"Homicide"	"3"	61	Not Applicable	Not Applicable
	"Maryland"	"24"	"Sep., 2020"	"2020/09"	"Undetermined "	"4"	157	Not Applicable	Not Applicable
	"Maryland"	"24"	"Sep., 2020"	"2020/09"	"Non-Injury, no intent classified"	"9"	3914	Not Applicable	Not Applicable
	"Maryland"	"24"	"Oct., 2020"	"2020/10"	"Unintentional"	"1"	256	Not Applicable	Not Applicable
	"Maryland"	"24"	"Oct., 2020"	"2020/10"	"Suicide"	"2"	45	Not Applicable	Not Applicable
	"Maryland"	"24"	"Oct., 2020"	"2020/10"	"Homicide"	"3"	69	Not Applicable	Not Applicable
	"Maryland"	"24"	"Oct., 2020"	"2020/10"	"Undetermined "	"4"	186	Not Applicable	Not Applicable
	"Maryland"	"24"	"Oct., 2020"	"2020/10"	"Non-Injury, no intent classified"	"9"	4244	Not Applicable	Not Applicable
	"Maryland"	"24"	"Nov., 2020"	"2020/11"	"Unintentional"	"1"	238	Not Applicable	Not Applicable
	"Maryland"	"24"	"Nov., 2020"	"2020/11"	"Suicide"	"2"	47	Not Applicable	Not Applicable
	"Maryland"	"24"	"Nov., 2020"	"2020/11"	"Homicide"	"3"	55	Not Applicable	Not Applicable
	"Maryland"	"24"	"Nov., 2020"	"2020/11"	"Undetermined "	"4"	137	Not Applicable	Not Applicable
	"Maryland"	"24"	"Nov., 2020"	"2020/11"	"Non-Injury, no intent classified"	"9"	4500	Not Applicable	Not Applicable
	"Maryland"	"24"	"Dec., 2020"	"2020/12"	"Unintentional"	"1"	260	Not Applicable	Not Applicable
	"Maryland"	"24"	"Dec., 2020"	"2020/12"	"Suicide"	"2"	38	Not Applicable	Not Applicable
	"Maryland"	"24"	"Dec., 2020"	"2020/12"	"Homicide"	"3"	58	Not Applicable	Not Applicable
	"Maryland"	"24"	"Dec., 2020"	"2020/12"	"Undetermined "	"4"	131	Not Applicable	Not Applicable
	"Maryland"	"24"	"Dec., 2020"	"2020/12"	"Non-Injury, no intent classified"	"9"	5597	Not Applicable	Not Applicable
	"Maryland"	"24"	"Jan., 2021"	"2021/01"	"Unintentional"	"1"	267	Not Applicable	Not Applicable
	"Maryland"	"24"	"Jan., 2021"	"2021/01"	"Suicide"	"2"	43	Not Applicable	Not Applicable
	"Maryland"	"24"	"Jan., 2021"	"2021/01"	"Homicide"	"3"	65	Not Applicable	Not Applicable
	"Maryland"	"24"	"Jan., 2021"	"2021/01"	"Undetermined "	"4"	151	Not Applicable	Not Applicable
	"Maryland"	"24"	"Jan., 2021"	"2021/01"	"Non-Injury, no intent classified"	"9"	5549	Not Applicable	Not Applicable
	"Maryland"	"24"	"Feb., 2021"	"2021/02"	"Unintentional"	"1"	193	Not Applicable	Not Applicable
	"Maryland"	"24"	"Feb., 2021"	"2021/02"	"Suicide"	"2"	49	Not Applicable	Not Applicable
	"Maryland"	"24"	"Feb., 2021"	"2021/02"	"Homicide"	"3"	36	Not Applicable	Not Applicable
	"Maryland"	"24"	"Feb., 2021"	"2021/02"	"Undetermined "	"4"	157	Not Applicable	Not Applicable
	"Maryland"	"24"	"Feb., 2021"	"2021/02"	"Non-Injury, no intent classified"	"9"	4472	Not Applicable	Not Applicable
	"Maryland"	"24"	"Mar., 2021"	"2021/03"	"Unintentional"	"1"	229	Not Applicable	Not Applicable
	"Maryland"	"24"	"Mar., 2021"	"2021/03"	"Suicide"	"2"	72	Not Applicable	Not Applicable
	"Maryland"	"24"	"Mar., 2021"	"2021/03"	"Homicide"	"3"	66	Not Applicable	Not Applicable
	"Maryland"	"24"	"Mar., 2021"	"2021/03"	"Undetermined "	"4"	166	Not Applicable	Not Applicable
	"Maryland"	"24"	"Mar., 2021"	"2021/03"	"Non-Injury, no intent classified"	"9"	4472	Not Applicable	Not Applicable
	"Maryland"	"24"	"Apr., 2021"	"2021/04"	"Unintentional"	"1"	240	Not Applicable	Not Applicable
	"Maryland"	"24"	"Apr., 2021"	"2021/04"	"Suicide"	"2"	38	Not Applicable	Not Applicable
	"Maryland"	"24"	"Apr., 2021"	"2021/04"	"Homicide"	"3"	58	Not Applicable	Not Applicable
	"Maryland"	"24"	"Apr., 2021"	"2021/04"	"Undetermined "	"4"	153	Not Applicable	Not Applicable
	"Maryland"	"24"	"Apr., 2021"	"2021/04"	"Non-Injury, no intent classified"	"9"	4227	Not Applicable	Not Applicable
	"Maryland"	"24"	"May, 2021"	"2021/05"	"Unintentional"	"1"	267	Not Applicable	Not Applicable
	"Maryland"	"24"	"May, 2021"	"2021/05"	"Suicide"	"2"	42	Not Applicable	Not Applicable
	"Maryland"	"24"	"May, 2021"	"2021/05"	"Homicide"	"3"	63	Not Applicable	Not Applicable
	"Maryland"	"24"	"May, 2021"	"2021/05"	"Undetermined "	"4"	158	Not Applicable	Not Applicable
	"Maryland"	"24"	"May, 2021"	"2021/05"	"Non-Injury, no intent classified"	"9"	4095	Not Applicable	Not Applicable
