"Notes"	"Residence Census Region"	"Residence Census Region Code"	"Month"	"Month Code"	"UCD - ICD-10 113 Cause List"	"UCD - ICD-10 113 Cause List Code"	Deaths	Population	Crude Rate
	"Census Region 4: West"	"CENS-R4"	"Feb., 2021"	"2021/02"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	142	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Feb., 2021"	"2021/02"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	25	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Feb., 2021"	"2021/02"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	81	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Feb., 2021"	"2021/02"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	45	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Feb., 2021"	"2021/02"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	34	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Feb., 2021"	"2021/02"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	19	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Feb., 2021"	"2021/02"	"#COVID-19 (U07.1)"	"GR113-137"	110	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Mar., 2021"	"2021/03"	"#Septicemia (A40-A41)"	"GR113-010"	16	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Mar., 2021"	"2021/03"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	477	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Mar., 2021"	"2021/03"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	67	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Mar., 2021"	"2021/03"	"#Alzheimer disease (G30)"	"GR113-052"	104	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Mar., 2021"	"2021/03"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	585	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Mar., 2021"	"2021/03"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	133	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Mar., 2021"	"2021/03"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	27	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Mar., 2021"	"2021/03"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	102	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Mar., 2021"	"2021/03"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	38	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Mar., 2021"	"2021/03"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	44	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Mar., 2021"	"2021/03"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	20	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Mar., 2021"	"2021/03"	"#COVID-19 (U07.1)"	"GR113-137"	70	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Apr., 2021"	"2021/04"	"#Septicemia (A40-A41)"	"GR113-010"	17	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Apr., 2021"	"2021/04"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	460	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Apr., 2021"	"2021/04"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	72	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Apr., 2021"	"2021/04"	"#Alzheimer disease (G30)"	"GR113-052"	109	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Apr., 2021"	"2021/04"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	472	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Apr., 2021"	"2021/04"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	133	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Apr., 2021"	"2021/04"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	40	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Apr., 2021"	"2021/04"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	111	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Apr., 2021"	"2021/04"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	36	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Apr., 2021"	"2021/04"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	35	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Apr., 2021"	"2021/04"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	20	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Apr., 2021"	"2021/04"	"#COVID-19 (U07.1)"	"GR113-137"	74	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"May, 2021"	"2021/05"	"#Septicemia (A40-A41)"	"GR113-010"	24	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"May, 2021"	"2021/05"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	501	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"May, 2021"	"2021/05"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	74	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"May, 2021"	"2021/05"	"#Alzheimer disease (G30)"	"GR113-052"	101	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"May, 2021"	"2021/05"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	493	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"May, 2021"	"2021/05"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	136	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"May, 2021"	"2021/05"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	21	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"May, 2021"	"2021/05"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	110	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"May, 2021"	"2021/05"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	32	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"May, 2021"	"2021/05"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	32	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"May, 2021"	"2021/05"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	18	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"May, 2021"	"2021/05"	"#COVID-19 (U07.1)"	"GR113-137"	76	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Jun., 2021"	"2021/06"	"#Septicemia (A40-A41)"	"GR113-010"	16	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Jun., 2021"	"2021/06"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	461	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Jun., 2021"	"2021/06"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	74	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Jun., 2021"	"2021/06"	"#Alzheimer disease (G30)"	"GR113-052"	123	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Jun., 2021"	"2021/06"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	469	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Jun., 2021"	"2021/06"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	142	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Jun., 2021"	"2021/06"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	21	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Jun., 2021"	"2021/06"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	101	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Jun., 2021"	"2021/06"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	28	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Jun., 2021"	"2021/06"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	32	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Jun., 2021"	"2021/06"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	24	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Jun., 2021"	"2021/06"	"#COVID-19 (U07.1)"	"GR113-137"	57	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Jul., 2021"	"2021/07"	"#Septicemia (A40-A41)"	"GR113-010"	28	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Jul., 2021"	"2021/07"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	454	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Jul., 2021"	"2021/07"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	71	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Jul., 2021"	"2021/07"	"#Alzheimer disease (G30)"	"GR113-052"	107	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Jul., 2021"	"2021/07"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	460	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Jul., 2021"	"2021/07"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	152	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Jul., 2021"	"2021/07"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	21	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Jul., 2021"	"2021/07"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	101	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Jul., 2021"	"2021/07"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	40	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Jul., 2021"	"2021/07"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	40	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Jul., 2021"	"2021/07"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	29	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Jul., 2021"	"2021/07"	"#COVID-19 (U07.1)"	"GR113-137"	74	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Aug., 2021"	"2021/08"	"#Septicemia (A40-A41)"	"GR113-010"	21	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Aug., 2021"	"2021/08"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	463	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Aug., 2021"	"2021/08"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	76	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Aug., 2021"	"2021/08"	"#Alzheimer disease (G30)"	"GR113-052"	117	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Aug., 2021"	"2021/08"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	536	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Aug., 2021"	"2021/08"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	139	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Aug., 2021"	"2021/08"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	35	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Aug., 2021"	"2021/08"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	98	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Aug., 2021"	"2021/08"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	31	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Aug., 2021"	"2021/08"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	25	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Aug., 2021"	"2021/08"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	26	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Aug., 2021"	"2021/08"	"#COVID-19 (U07.1)"	"GR113-137"	357	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Sep., 2021"	"2021/09"	"#Septicemia (A40-A41)"	"GR113-010"	19	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Sep., 2021"	"2021/09"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	448	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Sep., 2021"	"2021/09"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	90	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Sep., 2021"	"2021/09"	"#Alzheimer disease (G30)"	"GR113-052"	127	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Sep., 2021"	"2021/09"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	541	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Sep., 2021"	"2021/09"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	159	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Sep., 2021"	"2021/09"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	39	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Sep., 2021"	"2021/09"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	108	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Sep., 2021"	"2021/09"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	33	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Sep., 2021"	"2021/09"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	35	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Sep., 2021"	"2021/09"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	27	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Sep., 2021"	"2021/09"	"#COVID-19 (U07.1)"	"GR113-137"	821	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Oct., 2021"	"2021/10"	"#Septicemia (A40-A41)"	"GR113-010"	26	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Oct., 2021"	"2021/10"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	514	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Oct., 2021"	"2021/10"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	90	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Oct., 2021"	"2021/10"	"#Alzheimer disease (G30)"	"GR113-052"	124	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Oct., 2021"	"2021/10"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	548	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Oct., 2021"	"2021/10"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	146	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Oct., 2021"	"2021/10"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	32	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Oct., 2021"	"2021/10"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	127	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Oct., 2021"	"2021/10"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	36	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Oct., 2021"	"2021/10"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	41	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Oct., 2021"	"2021/10"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	34	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Oct., 2021"	"2021/10"	"#COVID-19 (U07.1)"	"GR113-137"	644	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Nov., 2021"	"2021/11"	"#Septicemia (A40-A41)"	"GR113-010"	24	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Nov., 2021"	"2021/11"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	512	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Nov., 2021"	"2021/11"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	65	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Nov., 2021"	"2021/11"	"#Alzheimer disease (G30)"	"GR113-052"	113	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Nov., 2021"	"2021/11"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	485	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Nov., 2021"	"2021/11"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	155	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Nov., 2021"	"2021/11"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	32	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Nov., 2021"	"2021/11"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	133	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Nov., 2021"	"2021/11"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	31	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Nov., 2021"	"2021/11"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	36	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Nov., 2021"	"2021/11"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	30	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Nov., 2021"	"2021/11"	"#COVID-19 (U07.1)"	"GR113-137"	318	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Dec., 2021"	"2021/12"	"#Septicemia (A40-A41)"	"GR113-010"	30	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Dec., 2021"	"2021/12"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	483	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Dec., 2021"	"2021/12"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	70	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Dec., 2021"	"2021/12"	"#Alzheimer disease (G30)"	"GR113-052"	123	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Dec., 2021"	"2021/12"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	548	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Dec., 2021"	"2021/12"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	151	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Dec., 2021"	"2021/12"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	43	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Dec., 2021"	"2021/12"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	125	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Dec., 2021"	"2021/12"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	35	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Dec., 2021"	"2021/12"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	45	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Dec., 2021"	"2021/12"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	46	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Dec., 2021"	"2021/12"	"#COVID-19 (U07.1)"	"GR113-137"	231	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Jan., 2022"	"2022/01"	"#Septicemia (A40-A41)"	"GR113-010"	15	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Jan., 2022"	"2022/01"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	523	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Jan., 2022"	"2022/01"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	83	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Jan., 2022"	"2022/01"	"#Alzheimer disease (G30)"	"GR113-052"	128	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Jan., 2022"	"2022/01"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	600	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Jan., 2022"	"2022/01"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	162	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Jan., 2022"	"2022/01"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	43	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Jan., 2022"	"2022/01"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	121	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Jan., 2022"	"2022/01"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	43	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Jan., 2022"	"2022/01"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	52	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Jan., 2022"	"2022/01"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	29	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Jan., 2022"	"2022/01"	"#COVID-19 (U07.1)"	"GR113-137"	375	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Feb., 2022"	"2022/02"	"#Septicemia (A40-A41)"	"GR113-010"	19	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Feb., 2022"	"2022/02"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	458	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Feb., 2022"	"2022/02"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	73	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Feb., 2022"	"2022/02"	"#Alzheimer disease (G30)"	"GR113-052"	117	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Feb., 2022"	"2022/02"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	529	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Feb., 2022"	"2022/02"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	144	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Feb., 2022"	"2022/02"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	38	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Feb., 2022"	"2022/02"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	118	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Feb., 2022"	"2022/02"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	35	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Feb., 2022"	"2022/02"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	33	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Feb., 2022"	"2022/02"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	20	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Feb., 2022"	"2022/02"	"#COVID-19 (U07.1)"	"GR113-137"	338	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Mar., 2022"	"2022/03"	"#Septicemia (A40-A41)"	"GR113-010"	30	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Mar., 2022"	"2022/03"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	486	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Mar., 2022"	"2022/03"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	74	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Mar., 2022"	"2022/03"	"#Alzheimer disease (G30)"	"GR113-052"	92	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Mar., 2022"	"2022/03"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	493	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Mar., 2022"	"2022/03"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	148	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Mar., 2022"	"2022/03"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	37	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Mar., 2022"	"2022/03"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	103	Not Applicable	Not Applicable
