"Notes"	"Residence Census Region"	"Residence Census Region Code"	"Residence State"	"Residence State Code"	"MCD - ICD Chapter"	"MCD - ICD Chapter Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"Census Region 4: West"	"CENS-R4"	"Utah"	"49"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	"2018"	"2018"	500	3161105	15.8
	"Census Region 4: West"	"CENS-R4"	"Utah"	"49"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	"2019"	"2019"	519	3205958	16.2
	"Census Region 4: West"	"CENS-R4"	"Utah"	"49"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	"2020"	"2020"	608	3249879	18.7
	"Census Region 4: West"	"CENS-R4"	"Utah"	"49"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	"2021"	"2021"	658	3337975	19.7
	"Census Region 4: West"	"CENS-R4"	"Utah"	"49"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	"2022"	"2022"	727	3380800	21.5
	"Census Region 4: West"	"CENS-R4"	"Utah"	"49"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	"2023 (provisional)"	"2023"	625	3380800	18.5
	"Census Region 4: West"	"CENS-R4"	"Utah"	"49"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	"2024 (provisional and partial)"	"2024"	532	3380800	15.7
	"Census Region 4: West"	"CENS-R4"	"Utah"	"49"	"Diseases of the genitourinary system"	"N00-N99"	"2018"	"2018"	1906	3161105	60.3
	"Census Region 4: West"	"CENS-R4"	"Utah"	"49"	"Diseases of the genitourinary system"	"N00-N99"	"2019"	"2019"	2109	3205958	65.8
	"Census Region 4: West"	"CENS-R4"	"Utah"	"49"	"Diseases of the genitourinary system"	"N00-N99"	"2020"	"2020"	2503	3249879	77.0
	"Census Region 4: West"	"CENS-R4"	"Utah"	"49"	"Diseases of the genitourinary system"	"N00-N99"	"2021"	"2021"	2633	3337975	78.9
	"Census Region 4: West"	"CENS-R4"	"Utah"	"49"	"Diseases of the genitourinary system"	"N00-N99"	"2022"	"2022"	2493	3380800	73.7
	"Census Region 4: West"	"CENS-R4"	"Utah"	"49"	"Diseases of the genitourinary system"	"N00-N99"	"2023 (provisional)"	"2023"	2294	3380800	67.9
	"Census Region 4: West"	"CENS-R4"	"Utah"	"49"	"Diseases of the genitourinary system"	"N00-N99"	"2024 (provisional and partial)"	"2024"	1986	3380800	58.7
	"Census Region 4: West"	"CENS-R4"	"Utah"	"49"	"Pregnancy, childbirth and the puerperium"	"O00-O99"	"2018"	"2018"	12	3161105	Unreliable
	"Census Region 4: West"	"CENS-R4"	"Utah"	"49"	"Pregnancy, childbirth and the puerperium"	"O00-O99"	"2019"	"2019"	19	3205958	Unreliable
	"Census Region 4: West"	"CENS-R4"	"Utah"	"49"	"Pregnancy, childbirth and the puerperium"	"O00-O99"	"2021"	"2021"	16	3337975	Unreliable
	"Census Region 4: West"	"CENS-R4"	"Utah"	"49"	"Certain conditions originating in the perinatal period"	"P00-P96"	"2018"	"2018"	192	3161105	6.1
	"Census Region 4: West"	"CENS-R4"	"Utah"	"49"	"Certain conditions originating in the perinatal period"	"P00-P96"	"2019"	"2019"	184	3205958	5.7
	"Census Region 4: West"	"CENS-R4"	"Utah"	"49"	"Certain conditions originating in the perinatal period"	"P00-P96"	"2020"	"2020"	167	3249879	5.1
	"Census Region 4: West"	"CENS-R4"	"Utah"	"49"	"Certain conditions originating in the perinatal period"	"P00-P96"	"2021"	"2021"	142	3337975	4.3
	"Census Region 4: West"	"CENS-R4"	"Utah"	"49"	"Certain conditions originating in the perinatal period"	"P00-P96"	"2022"	"2022"	156	3380800	4.6
	"Census Region 4: West"	"CENS-R4"	"Utah"	"49"	"Certain conditions originating in the perinatal period"	"P00-P96"	"2023 (provisional)"	"2023"	165	3380800	4.9
	"Census Region 4: West"	"CENS-R4"	"Utah"	"49"	"Certain conditions originating in the perinatal period"	"P00-P96"	"2024 (provisional and partial)"	"2024"	135	3380800	4.0
	"Census Region 4: West"	"CENS-R4"	"Utah"	"49"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"2018"	"2018"	158	3161105	5.0
	"Census Region 4: West"	"CENS-R4"	"Utah"	"49"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"2019"	"2019"	199	3205958	6.2
	"Census Region 4: West"	"CENS-R4"	"Utah"	"49"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"2020"	"2020"	188	3249879	5.8
	"Census Region 4: West"	"CENS-R4"	"Utah"	"49"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"2021"	"2021"	168	3337975	5.0
	"Census Region 4: West"	"CENS-R4"	"Utah"	"49"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"2022"	"2022"	180	3380800	5.3
	"Census Region 4: West"	"CENS-R4"	"Utah"	"49"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"2023 (provisional)"	"2023"	186	3380800	5.5
	"Census Region 4: West"	"CENS-R4"	"Utah"	"49"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"2024 (provisional and partial)"	"2024"	165	3380800	4.9
	"Census Region 4: West"	"CENS-R4"	"Utah"	"49"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	"2018"	"2018"	3875	3161105	122.6
	"Census Region 4: West"	"CENS-R4"	"Utah"	"49"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	"2019"	"2019"	4122	3205958	128.6
	"Census Region 4: West"	"CENS-R4"	"Utah"	"49"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	"2020"	"2020"	4099	3249879	126.1
	"Census Region 4: West"	"CENS-R4"	"Utah"	"49"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	"2021"	"2021"	4113	3337975	123.2
	"Census Region 4: West"	"CENS-R4"	"Utah"	"49"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	"2022"	"2022"	3875	3380800	114.6
	"Census Region 4: West"	"CENS-R4"	"Utah"	"49"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	"2023 (provisional)"	"2023"	3537	3380800	104.6
	"Census Region 4: West"	"CENS-R4"	"Utah"	"49"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	"2024 (provisional and partial)"	"2024"	3048	3380800	90.2
	"Census Region 4: West"	"CENS-R4"	"Utah"	"49"	"Injury, poisoning and certain other consequences of external causes"	"S00-T98"	"2018"	"2018"	2657	3161105	84.1
	"Census Region 4: West"	"CENS-R4"	"Utah"	"49"	"Injury, poisoning and certain other consequences of external causes"	"S00-T98"	"2019"	"2019"	2652	3205958	82.7
	"Census Region 4: West"	"CENS-R4"	"Utah"	"49"	"Injury, poisoning and certain other consequences of external causes"	"S00-T98"	"2020"	"2020"	2804	3249879	86.3
	"Census Region 4: West"	"CENS-R4"	"Utah"	"49"	"Injury, poisoning and certain other consequences of external causes"	"S00-T98"	"2021"	"2021"	2882	3337975	86.3
	"Census Region 4: West"	"CENS-R4"	"Utah"	"49"	"Injury, poisoning and certain other consequences of external causes"	"S00-T98"	"2022"	"2022"	2946	3380800	87.1
	"Census Region 4: West"	"CENS-R4"	"Utah"	"49"	"Injury, poisoning and certain other consequences of external causes"	"S00-T98"	"2023 (provisional)"	"2023"	2963	3380800	87.6
	"Census Region 4: West"	"CENS-R4"	"Utah"	"49"	"Injury, poisoning and certain other consequences of external causes"	"S00-T98"	"2024 (provisional and partial)"	"2024"	2011	3380800	59.5
	"Census Region 4: West"	"CENS-R4"	"Utah"	"49"	"Codes for special purposes"	"U00-U99"	"2020"	"2020"	1575	3249879	48.5
	"Census Region 4: West"	"CENS-R4"	"Utah"	"49"	"Codes for special purposes"	"U00-U99"	"2021"	"2021"	2502	3337975	75.0
	"Census Region 4: West"	"CENS-R4"	"Utah"	"49"	"Codes for special purposes"	"U00-U99"	"2022"	"2022"	1265	3380800	37.4
	"Census Region 4: West"	"CENS-R4"	"Utah"	"49"	"Codes for special purposes"	"U00-U99"	"2023 (provisional)"	"2023"	343	3380800	10.1
	"Census Region 4: West"	"CENS-R4"	"Utah"	"49"	"Codes for special purposes"	"U00-U99"	"2024 (provisional and partial)"	"2024"	193	3380800	5.7
	"Census Region 4: West"	"CENS-R4"	"Utah"	"49"	"External causes of morbidity and mortality"	"V01-Y89"	"2018"	"2018"	2801	3161105	88.6
	"Census Region 4: West"	"CENS-R4"	"Utah"	"49"	"External causes of morbidity and mortality"	"V01-Y89"	"2019"	"2019"	2833	3205958	88.4
	"Census Region 4: West"	"CENS-R4"	"Utah"	"49"	"External causes of morbidity and mortality"	"V01-Y89"	"2020"	"2020"	3017	3249879	92.8
	"Census Region 4: West"	"CENS-R4"	"Utah"	"49"	"External causes of morbidity and mortality"	"V01-Y89"	"2021"	"2021"	3103	3337975	93.0
	"Census Region 4: West"	"CENS-R4"	"Utah"	"49"	"External causes of morbidity and mortality"	"V01-Y89"	"2022"	"2022"	3087	3380800	91.3
	"Census Region 4: West"	"CENS-R4"	"Utah"	"49"	"External causes of morbidity and mortality"	"V01-Y89"	"2023 (provisional)"	"2023"	3075	3380800	91.0
	"Census Region 4: West"	"CENS-R4"	"Utah"	"49"	"External causes of morbidity and mortality"	"V01-Y89"	"2024 (provisional and partial)"	"2024"	1109	3380800	32.8
	"Census Region 4: West"	"CENS-R4"	"Utah"	"49"	"Data not shown due to 6 month lag to account for delays in death certificate completion for certain causes of death."	"999--999"	"2024 (provisional and partial)"	"2024"	1212	3380800	35.8
	"Census Region 4: West"	"CENS-R4"	"Wyoming"	"56"	"Certain infectious and parasitic diseases"	"A00-B99"	"2018"	"2018"	444	577737	76.9
	"Census Region 4: West"	"CENS-R4"	"Wyoming"	"56"	"Certain infectious and parasitic diseases"	"A00-B99"	"2019"	"2019"	373	578759	64.4
	"Census Region 4: West"	"CENS-R4"	"Wyoming"	"56"	"Certain infectious and parasitic diseases"	"A00-B99"	"2020"	"2020"	503	582328	86.4
	"Census Region 4: West"	"CENS-R4"	"Wyoming"	"56"	"Certain infectious and parasitic diseases"	"A00-B99"	"2021"	"2021"	568	578803	98.1
	"Census Region 4: West"	"CENS-R4"	"Wyoming"	"56"	"Certain infectious and parasitic diseases"	"A00-B99"	"2022"	"2022"	517	581381	88.9
	"Census Region 4: West"	"CENS-R4"	"Wyoming"	"56"	"Certain infectious and parasitic diseases"	"A00-B99"	"2023 (provisional)"	"2023"	487	581381	83.8
	"Census Region 4: West"	"CENS-R4"	"Wyoming"	"56"	"Certain infectious and parasitic diseases"	"A00-B99"	"2024 (provisional and partial)"	"2024"	456	581381	78.4
	"Census Region 4: West"	"CENS-R4"	"Wyoming"	"56"	"Neoplasms"	"C00-D48"	"2018"	"2018"	1217	577737	210.6
	"Census Region 4: West"	"CENS-R4"	"Wyoming"	"56"	"Neoplasms"	"C00-D48"	"2019"	"2019"	1232	578759	212.9
	"Census Region 4: West"	"CENS-R4"	"Wyoming"	"56"	"Neoplasms"	"C00-D48"	"2020"	"2020"	1296	582328	222.6
	"Census Region 4: West"	"CENS-R4"	"Wyoming"	"56"	"Neoplasms"	"C00-D48"	"2021"	"2021"	1450	578803	250.5
	"Census Region 4: West"	"CENS-R4"	"Wyoming"	"56"	"Neoplasms"	"C00-D48"	"2022"	"2022"	1351	581381	232.4
	"Census Region 4: West"	"CENS-R4"	"Wyoming"	"56"	"Neoplasms"	"C00-D48"	"2023 (provisional)"	"2023"	1309	581381	225.2
	"Census Region 4: West"	"CENS-R4"	"Wyoming"	"56"	"Neoplasms"	"C00-D48"	"2024 (provisional and partial)"	"2024"	1102	581381	189.5
	"Census Region 4: West"	"CENS-R4"	"Wyoming"	"56"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	"2018"	"2018"	189	577737	32.7
	"Census Region 4: West"	"CENS-R4"	"Wyoming"	"56"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	"2019"	"2019"	192	578759	33.2
	"Census Region 4: West"	"CENS-R4"	"Wyoming"	"56"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	"2020"	"2020"	295	582328	50.7
	"Census Region 4: West"	"CENS-R4"	"Wyoming"	"56"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	"2021"	"2021"	322	578803	55.6
	"Census Region 4: West"	"CENS-R4"	"Wyoming"	"56"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	"2022"	"2022"	257	581381	44.2
	"Census Region 4: West"	"CENS-R4"	"Wyoming"	"56"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	"2023 (provisional)"	"2023"	227	581381	39.0
	"Census Region 4: West"	"CENS-R4"	"Wyoming"	"56"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	"2024 (provisional and partial)"	"2024"	213	581381	36.6
	"Census Region 4: West"	"CENS-R4"	"Wyoming"	"56"	"Endocrine, nutritional and metabolic diseases"	"E00-E89"	"2018"	"2018"	1088	577737	188.3
	"Census Region 4: West"	"CENS-R4"	"Wyoming"	"56"	"Endocrine, nutritional and metabolic diseases"	"E00-E89"	"2019"	"2019"	1144	578759	197.7
	"Census Region 4: West"	"CENS-R4"	"Wyoming"	"56"	"Endocrine, nutritional and metabolic diseases"	"E00-E89"	"2020"	"2020"	1545	582328	265.3
	"Census Region 4: West"	"CENS-R4"	"Wyoming"	"56"	"Endocrine, nutritional and metabolic diseases"	"E00-E89"	"2021"	"2021"	1868	578803	322.7
	"Census Region 4: West"	"CENS-R4"	"Wyoming"	"56"	"Endocrine, nutritional and metabolic diseases"	"E00-E89"	"2022"	"2022"	1596	581381	274.5
	"Census Region 4: West"	"CENS-R4"	"Wyoming"	"56"	"Endocrine, nutritional and metabolic diseases"	"E00-E89"	"2023 (provisional)"	"2023"	1464	581381	251.8
	"Census Region 4: West"	"CENS-R4"	"Wyoming"	"56"	"Endocrine, nutritional and metabolic diseases"	"E00-E89"	"2024 (provisional and partial)"	"2024"	1246	581381	214.3
	"Census Region 4: West"	"CENS-R4"	"Wyoming"	"56"	"Mental and behavioural disorders"	"F01-F99"	"2018"	"2018"	1583	577737	274.0
	"Census Region 4: West"	"CENS-R4"	"Wyoming"	"56"	"Mental and behavioural disorders"	"F01-F99"	"2019"	"2019"	1642	578759	283.7
	"Census Region 4: West"	"CENS-R4"	"Wyoming"	"56"	"Mental and behavioural disorders"	"F01-F99"	"2020"	"2020"	2008	582328	344.8
	"Census Region 4: West"	"CENS-R4"	"Wyoming"	"56"	"Mental and behavioural disorders"	"F01-F99"	"2021"	"2021"	2059	578803	355.7
	"Census Region 4: West"	"CENS-R4"	"Wyoming"	"56"	"Mental and behavioural disorders"	"F01-F99"	"2022"	"2022"	1968	581381	338.5
	"Census Region 4: West"	"CENS-R4"	"Wyoming"	"56"	"Mental and behavioural disorders"	"F01-F99"	"2023 (provisional)"	"2023"	1959	581381	337.0
	"Census Region 4: West"	"CENS-R4"	"Wyoming"	"56"	"Mental and behavioural disorders"	"F01-F99"	"2024 (provisional and partial)"	"2024"	1640	581381	282.1
	"Census Region 4: West"	"CENS-R4"	"Wyoming"	"56"	"Diseases of the nervous system"	"G00-G98"	"2018"	"2018"	776	577737	134.3
	"Census Region 4: West"	"CENS-R4"	"Wyoming"	"56"	"Diseases of the nervous system"	"G00-G98"	"2019"	"2019"	713	578759	123.2
	"Census Region 4: West"	"CENS-R4"	"Wyoming"	"56"	"Diseases of the nervous system"	"G00-G98"	"2020"	"2020"	854	582328	146.7
	"Census Region 4: West"	"CENS-R4"	"Wyoming"	"56"	"Diseases of the nervous system"	"G00-G98"	"2021"	"2021"	828	578803	143.1
	"Census Region 4: West"	"CENS-R4"	"Wyoming"	"56"	"Diseases of the nervous system"	"G00-G98"	"2022"	"2022"	825	581381	141.9
	"Census Region 4: West"	"CENS-R4"	"Wyoming"	"56"	"Diseases of the nervous system"	"G00-G98"	"2023 (provisional)"	"2023"	765	581381	131.6
	"Census Region 4: West"	"CENS-R4"	"Wyoming"	"56"	"Diseases of the nervous system"	"G00-G98"	"2024 (provisional and partial)"	"2024"	673	581381	115.8
	"Census Region 4: West"	"CENS-R4"	"Wyoming"	"56"	"Diseases of the eye and adnexa"	"H00-H59"	"2018"	"2018"	12	577737	Unreliable
	"Census Region 4: West"	"CENS-R4"	"Wyoming"	"56"	"Diseases of the eye and adnexa"	"H00-H59"	"2019"	"2019"	24	578759	4.1
	"Census Region 4: West"	"CENS-R4"	"Wyoming"	"56"	"Diseases of the eye and adnexa"	"H00-H59"	"2020"	"2020"	46	582328	7.9
	"Census Region 4: West"	"CENS-R4"	"Wyoming"	"56"	"Diseases of the eye and adnexa"	"H00-H59"	"2021"	"2021"	36	578803	6.2
	"Census Region 4: West"	"CENS-R4"	"Wyoming"	"56"	"Diseases of the eye and adnexa"	"H00-H59"	"2022"	"2022"	21	581381	3.6
	"Census Region 4: West"	"CENS-R4"	"Wyoming"	"56"	"Diseases of the eye and adnexa"	"H00-H59"	"2023 (provisional)"	"2023"	22	581381	3.8
	"Census Region 4: West"	"CENS-R4"	"Wyoming"	"56"	"Diseases of the eye and adnexa"	"H00-H59"	"2024 (provisional and partial)"	"2024"	12	581381	Unreliable
	"Census Region 4: West"	"CENS-R4"	"Wyoming"	"56"	"Diseases of the ear and mastoid process"	"H60-H95"	"2020"	"2020"	11	582328	Unreliable
	"Census Region 4: West"	"CENS-R4"	"Wyoming"	"56"	"Diseases of the ear and mastoid process"	"H60-H95"	"2022"	"2022"	14	581381	Unreliable
	"Census Region 4: West"	"CENS-R4"	"Wyoming"	"56"	"Diseases of the circulatory system"	"I00-I99"	"2018"	"2018"	2577	577737	446.1
	"Census Region 4: West"	"CENS-R4"	"Wyoming"	"56"	"Diseases of the circulatory system"	"I00-I99"	"2019"	"2019"	2548	578759	440.3
	"Census Region 4: West"	"CENS-R4"	"Wyoming"	"56"	"Diseases of the circulatory system"	"I00-I99"	"2020"	"2020"	3193	582328	548.3
	"Census Region 4: West"	"CENS-R4"	"Wyoming"	"56"	"Diseases of the circulatory system"	"I00-I99"	"2021"	"2021"	3388	578803	585.3
	"Census Region 4: West"	"CENS-R4"	"Wyoming"	"56"	"Diseases of the circulatory system"	"I00-I99"	"2022"	"2022"	3093	581381	532.0
	"Census Region 4: West"	"CENS-R4"	"Wyoming"	"56"	"Diseases of the circulatory system"	"I00-I99"	"2023 (provisional)"	"2023"	2955	581381	508.3
	"Census Region 4: West"	"CENS-R4"	"Wyoming"	"56"	"Diseases of the circulatory system"	"I00-I99"	"2024 (provisional and partial)"	"2024"	2493	581381	428.8
	"Census Region 4: West"	"CENS-R4"	"Wyoming"	"56"	"Diseases of the respiratory system"	"J00-J98"	"2018"	"2018"	1546	577737	267.6
	"Census Region 4: West"	"CENS-R4"	"Wyoming"	"56"	"Diseases of the respiratory system"	"J00-J98"	"2019"	"2019"	1478	578759	255.4
	"Census Region 4: West"	"CENS-R4"	"Wyoming"	"56"	"Diseases of the respiratory system"	"J00-J98"	"2020"	"2020"	2031	582328	348.8
	"Census Region 4: West"	"CENS-R4"	"Wyoming"	"56"	"Diseases of the respiratory system"	"J00-J98"	"2021"	"2021"	2463	578803	425.5
	"Census Region 4: West"	"CENS-R4"	"Wyoming"	"56"	"Diseases of the respiratory system"	"J00-J98"	"2022"	"2022"	1864	581381	320.6
	"Census Region 4: West"	"CENS-R4"	"Wyoming"	"56"	"Diseases of the respiratory system"	"J00-J98"	"2023 (provisional)"	"2023"	1767	581381	303.9
	"Census Region 4: West"	"CENS-R4"	"Wyoming"	"56"	"Diseases of the respiratory system"	"J00-J98"	"2024 (provisional and partial)"	"2024"	1556	581381	267.6
	"Census Region 4: West"	"CENS-R4"	"Wyoming"	"56"	"Diseases of the digestive system"	"K00-K92"	"2018"	"2018"	541	577737	93.6
	"Census Region 4: West"	"CENS-R4"	"Wyoming"	"56"	"Diseases of the digestive system"	"K00-K92"	"2019"	"2019"	639	578759	110.4
	"Census Region 4: West"	"CENS-R4"	"Wyoming"	"56"	"Diseases of the digestive system"	"K00-K92"	"2020"	"2020"	819	582328	140.6
	"Census Region 4: West"	"CENS-R4"	"Wyoming"	"56"	"Diseases of the digestive system"	"K00-K92"	"2021"	"2021"	861	578803	148.8
	"Census Region 4: West"	"CENS-R4"	"Wyoming"	"56"	"Diseases of the digestive system"	"K00-K92"	"2022"	"2022"	767	581381	131.9
	"Census Region 4: West"	"CENS-R4"	"Wyoming"	"56"	"Diseases of the digestive system"	"K00-K92"	"2023 (provisional)"	"2023"	676	581381	116.3
	"Census Region 4: West"	"CENS-R4"	"Wyoming"	"56"	"Diseases of the digestive system"	"K00-K92"	"2024 (provisional and partial)"	"2024"	576	581381	99.1
	"Census Region 4: West"	"CENS-R4"	"Wyoming"	"56"	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	"2018"	"2018"	70	577737	12.1
	"Census Region 4: West"	"CENS-R4"	"Wyoming"	"56"	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	"2019"	"2019"	77	578759	13.3
	"Census Region 4: West"	"CENS-R4"	"Wyoming"	"56"	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	"2020"	"2020"	87	582328	14.9
	"Census Region 4: West"	"CENS-R4"	"Wyoming"	"56"	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	"2021"	"2021"	89	578803	15.4
	"Census Region 4: West"	"CENS-R4"	"Wyoming"	"56"	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	"2022"	"2022"	86	581381	14.8
	"Census Region 4: West"	"CENS-R4"	"Wyoming"	"56"	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	"2023 (provisional)"	"2023"	93	581381	16.0
	"Census Region 4: West"	"CENS-R4"	"Wyoming"	"56"	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	"2024 (provisional and partial)"	"2024"	75	581381	12.9
	"Census Region 4: West"	"CENS-R4"	"Wyoming"	"56"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	"2018"	"2018"	237	577737	41.0
	"Census Region 4: West"	"CENS-R4"	"Wyoming"	"56"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	"2019"	"2019"	225	578759	38.9
	"Census Region 4: West"	"CENS-R4"	"Wyoming"	"56"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	"2020"	"2020"	360	582328	61.8
	"Census Region 4: West"	"CENS-R4"	"Wyoming"	"56"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	"2021"	"2021"	378	578803	65.3
	"Census Region 4: West"	"CENS-R4"	"Wyoming"	"56"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	"2022"	"2022"	363	581381	62.4
	"Census Region 4: West"	"CENS-R4"	"Wyoming"	"56"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	"2023 (provisional)"	"2023"	293	581381	50.4
	"Census Region 4: West"	"CENS-R4"	"Wyoming"	"56"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	"2024 (provisional and partial)"	"2024"	233	581381	40.1
	"Census Region 4: West"	"CENS-R4"	"Wyoming"	"56"	"Diseases of the genitourinary system"	"N00-N99"	"2018"	"2018"	515	577737	89.1
	"Census Region 4: West"	"CENS-R4"	"Wyoming"	"56"	"Diseases of the genitourinary system"	"N00-N99"	"2019"	"2019"	552	578759	95.4
	"Census Region 4: West"	"CENS-R4"	"Wyoming"	"56"	"Diseases of the genitourinary system"	"N00-N99"	"2020"	"2020"	640	582328	109.9
	"Census Region 4: West"	"CENS-R4"	"Wyoming"	"56"	"Diseases of the genitourinary system"	"N00-N99"	"2021"	"2021"	813	578803	140.5
	"Census Region 4: West"	"CENS-R4"	"Wyoming"	"56"	"Diseases of the genitourinary system"	"N00-N99"	"2022"	"2022"	670	581381	115.2
	"Census Region 4: West"	"CENS-R4"	"Wyoming"	"56"	"Diseases of the genitourinary system"	"N00-N99"	"2023 (provisional)"	"2023"	656	581381	112.8
	"Census Region 4: West"	"CENS-R4"	"Wyoming"	"56"	"Diseases of the genitourinary system"	"N00-N99"	"2024 (provisional and partial)"	"2024"	602	581381	103.5
	"Census Region 4: West"	"CENS-R4"	"Wyoming"	"56"	"Certain conditions originating in the perinatal period"	"P00-P96"	"2018"	"2018"	17	577737	Unreliable
	"Census Region 4: West"	"CENS-R4"	"Wyoming"	"56"	"Certain conditions originating in the perinatal period"	"P00-P96"	"2019"	"2019"	32	578759	5.5
	"Census Region 4: West"	"CENS-R4"	"Wyoming"	"56"	"Certain conditions originating in the perinatal period"	"P00-P96"	"2020"	"2020"	18	582328	Unreliable
	"Census Region 4: West"	"CENS-R4"	"Wyoming"	"56"	"Certain conditions originating in the perinatal period"	"P00-P96"	"2021"	"2021"	26	578803	4.5
	"Census Region 4: West"	"CENS-R4"	"Wyoming"	"56"	"Certain conditions originating in the perinatal period"	"P00-P96"	"2022"	"2022"	25	581381	4.3
	"Census Region 4: West"	"CENS-R4"	"Wyoming"	"56"	"Certain conditions originating in the perinatal period"	"P00-P96"	"2023 (provisional)"	"2023"	11	581381	Unreliable
	"Census Region 4: West"	"CENS-R4"	"Wyoming"	"56"	"Certain conditions originating in the perinatal period"	"P00-P96"	"2024 (provisional and partial)"	"2024"	12	581381	Unreliable
	"Census Region 4: West"	"CENS-R4"	"Wyoming"	"56"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"2018"	"2018"	34	577737	5.9
	"Census Region 4: West"	"CENS-R4"	"Wyoming"	"56"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"2019"	"2019"	35	578759	6.0
	"Census Region 4: West"	"CENS-R4"	"Wyoming"	"56"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"2020"	"2020"	57	582328	9.8
	"Census Region 4: West"	"CENS-R4"	"Wyoming"	"56"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"2021"	"2021"	37	578803	6.4
	"Census Region 4: West"	"CENS-R4"	"Wyoming"	"56"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"2022"	"2022"	43	581381	7.4
	"Census Region 4: West"	"CENS-R4"	"Wyoming"	"56"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"2023 (provisional)"	"2023"	44	581381	7.6
	"Census Region 4: West"	"CENS-R4"	"Wyoming"	"56"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"2024 (provisional and partial)"	"2024"	46	581381	7.9
	"Census Region 4: West"	"CENS-R4"	"Wyoming"	"56"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	"2018"	"2018"	958	577737	165.8
	"Census Region 4: West"	"CENS-R4"	"Wyoming"	"56"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	"2019"	"2019"	976	578759	168.6
	"Census Region 4: West"	"CENS-R4"	"Wyoming"	"56"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	"2020"	"2020"	1244	582328	213.6
	"Census Region 4: West"	"CENS-R4"	"Wyoming"	"56"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	"2021"	"2021"	1383	578803	238.9
