"Notes"	"Residence State"	"Residence State Code"	"Month"	"Month Code"	"UCD - Drug/Alcohol Induced"	"UCD - Drug/Alcohol Induced Code"	Deaths	Population	Crude Rate
	"Louisiana"	"22"	"Feb., 2024 (provisional)"	"2024/02"	"All other non-drug and non-alcohol causes"	"O"	3905	Not Applicable	Not Applicable
	"Louisiana"	"22"	"Mar., 2024 (provisional)"	"2024/03"	"Drug-induced causes"	"D"	151	Not Applicable	Not Applicable
	"Louisiana"	"22"	"Mar., 2024 (provisional)"	"2024/03"	"Alcohol-induced causes"	"A"	35	Not Applicable	Not Applicable
	"Louisiana"	"22"	"Mar., 2024 (provisional)"	"2024/03"	"All other non-drug and non-alcohol causes"	"O"	3944	Not Applicable	Not Applicable
	"Louisiana"	"22"	"Apr., 2024 (provisional)"	"2024/04"	"Drug-induced causes"	"D"	147	Not Applicable	Not Applicable
	"Louisiana"	"22"	"Apr., 2024 (provisional)"	"2024/04"	"Alcohol-induced causes"	"A"	41	Not Applicable	Not Applicable
	"Louisiana"	"22"	"Apr., 2024 (provisional)"	"2024/04"	"All other non-drug and non-alcohol causes"	"O"	3760	Not Applicable	Not Applicable
	"Louisiana"	"22"	"May, 2024 (provisional)"	"2024/05"	"Drug-induced causes"	"D"	48	Not Applicable	Not Applicable
	"Louisiana"	"22"	"May, 2024 (provisional)"	"2024/05"	"Alcohol-induced causes"	"A"	31	Not Applicable	Not Applicable
	"Louisiana"	"22"	"May, 2024 (provisional)"	"2024/05"	"All other non-drug and non-alcohol causes"	"O"	3637	Not Applicable	Not Applicable
	"Louisiana"	"22"	"May, 2024 (provisional)"	"2024/05"	"Data not shown due to 6 month lag to account for delays in death certificate completion for certain causes of death."	"N"	252	Not Applicable	Not Applicable
	"Louisiana"	"22"	"Jun., 2024 (provisional)"	"2024/06"	"Alcohol-induced causes"	"A"	26	Not Applicable	Not Applicable
	"Louisiana"	"22"	"Jun., 2024 (provisional)"	"2024/06"	"All other non-drug and non-alcohol causes"	"O"	3368	Not Applicable	Not Applicable
	"Louisiana"	"22"	"Jun., 2024 (provisional)"	"2024/06"	"Data not shown due to 6 month lag to account for delays in death certificate completion for certain causes of death."	"N"	393	Not Applicable	Not Applicable
	"Louisiana"	"22"	"Jul., 2024 (provisional)"	"2024/07"	"Alcohol-induced causes"	"A"	42	Not Applicable	Not Applicable
	"Louisiana"	"22"	"Jul., 2024 (provisional)"	"2024/07"	"All other non-drug and non-alcohol causes"	"O"	3563	Not Applicable	Not Applicable
	"Louisiana"	"22"	"Jul., 2024 (provisional)"	"2024/07"	"Data not shown due to 6 month lag to account for delays in death certificate completion for certain causes of death."	"N"	408	Not Applicable	Not Applicable
	"Louisiana"	"22"	"Aug., 2024 (provisional)"	"2024/08"	"Alcohol-induced causes"	"A"	32	Not Applicable	Not Applicable
	"Louisiana"	"22"	"Aug., 2024 (provisional)"	"2024/08"	"All other non-drug and non-alcohol causes"	"O"	3573	Not Applicable	Not Applicable
	"Louisiana"	"22"	"Aug., 2024 (provisional)"	"2024/08"	"Data not shown due to 6 month lag to account for delays in death certificate completion for certain causes of death."	"N"	352	Not Applicable	Not Applicable
	"Louisiana"	"22"	"Sep., 2024 (provisional)"	"2024/09"	"Alcohol-induced causes"	"A"	26	Not Applicable	Not Applicable
	"Louisiana"	"22"	"Sep., 2024 (provisional)"	"2024/09"	"All other non-drug and non-alcohol causes"	"O"	3402	Not Applicable	Not Applicable
	"Louisiana"	"22"	"Sep., 2024 (provisional)"	"2024/09"	"Data not shown due to 6 month lag to account for delays in death certificate completion for certain causes of death."	"N"	246	Not Applicable	Not Applicable
	"Louisiana"	"22"	"Oct., 2024 (provisional)"	"2024/10"	"Alcohol-induced causes"	"A"	14	Not Applicable	Not Applicable
	"Louisiana"	"22"	"Oct., 2024 (provisional)"	"2024/10"	"All other non-drug and non-alcohol causes"	"O"	2423	Not Applicable	Not Applicable
	"Louisiana"	"22"	"Oct., 2024 (provisional)"	"2024/10"	"Data not shown due to 6 month lag to account for delays in death certificate completion for certain causes of death."	"N"	40	Not Applicable	Not Applicable
	"Louisiana"	"22"	"Nov., 2024 (provisional and partial)"	"2024/11"	"All other non-drug and non-alcohol causes"	"O"	32	Not Applicable	Not Applicable
	"Maine"	"23"	"Jan., 2020"	"2020/01"	"Drug-induced causes"	"D"	47	Not Applicable	Not Applicable
	"Maine"	"23"	"Jan., 2020"	"2020/01"	"Alcohol-induced causes"	"A"	21	Not Applicable	Not Applicable
	"Maine"	"23"	"Jan., 2020"	"2020/01"	"All other non-drug and non-alcohol causes"	"O"	1328	Not Applicable	Not Applicable
	"Maine"	"23"	"Feb., 2020"	"2020/02"	"Drug-induced causes"	"D"	42	Not Applicable	Not Applicable
	"Maine"	"23"	"Feb., 2020"	"2020/02"	"Alcohol-induced causes"	"A"	24	Not Applicable	Not Applicable
	"Maine"	"23"	"Feb., 2020"	"2020/02"	"All other non-drug and non-alcohol causes"	"O"	1235	Not Applicable	Not Applicable
	"Maine"	"23"	"Mar., 2020"	"2020/03"	"Drug-induced causes"	"D"	48	Not Applicable	Not Applicable
	"Maine"	"23"	"Mar., 2020"	"2020/03"	"Alcohol-induced causes"	"A"	15	Not Applicable	Not Applicable
	"Maine"	"23"	"Mar., 2020"	"2020/03"	"All other non-drug and non-alcohol causes"	"O"	1267	Not Applicable	Not Applicable
	"Maine"	"23"	"Apr., 2020"	"2020/04"	"Drug-induced causes"	"D"	37	Not Applicable	Not Applicable
	"Maine"	"23"	"Apr., 2020"	"2020/04"	"Alcohol-induced causes"	"A"	26	Not Applicable	Not Applicable
	"Maine"	"23"	"Apr., 2020"	"2020/04"	"All other non-drug and non-alcohol causes"	"O"	1233	Not Applicable	Not Applicable
	"Maine"	"23"	"May, 2020"	"2020/05"	"Drug-induced causes"	"D"	43	Not Applicable	Not Applicable
	"Maine"	"23"	"May, 2020"	"2020/05"	"Alcohol-induced causes"	"A"	26	Not Applicable	Not Applicable
	"Maine"	"23"	"May, 2020"	"2020/05"	"All other non-drug and non-alcohol causes"	"O"	1185	Not Applicable	Not Applicable
	"Maine"	"23"	"Jun., 2020"	"2020/06"	"Drug-induced causes"	"D"	48	Not Applicable	Not Applicable
	"Maine"	"23"	"Jun., 2020"	"2020/06"	"Alcohol-induced causes"	"A"	21	Not Applicable	Not Applicable
	"Maine"	"23"	"Jun., 2020"	"2020/06"	"All other non-drug and non-alcohol causes"	"O"	1098	Not Applicable	Not Applicable
	"Maine"	"23"	"Jul., 2020"	"2020/07"	"Drug-induced causes"	"D"	43	Not Applicable	Not Applicable
	"Maine"	"23"	"Jul., 2020"	"2020/07"	"Alcohol-induced causes"	"A"	29	Not Applicable	Not Applicable
	"Maine"	"23"	"Jul., 2020"	"2020/07"	"All other non-drug and non-alcohol causes"	"O"	1186	Not Applicable	Not Applicable
	"Maine"	"23"	"Aug., 2020"	"2020/08"	"Drug-induced causes"	"D"	40	Not Applicable	Not Applicable
	"Maine"	"23"	"Aug., 2020"	"2020/08"	"Alcohol-induced causes"	"A"	33	Not Applicable	Not Applicable
	"Maine"	"23"	"Aug., 2020"	"2020/08"	"All other non-drug and non-alcohol causes"	"O"	1176	Not Applicable	Not Applicable
	"Maine"	"23"	"Sep., 2020"	"2020/09"	"Drug-induced causes"	"D"	38	Not Applicable	Not Applicable
	"Maine"	"23"	"Sep., 2020"	"2020/09"	"Alcohol-induced causes"	"A"	21	Not Applicable	Not Applicable
	"Maine"	"23"	"Sep., 2020"	"2020/09"	"All other non-drug and non-alcohol causes"	"O"	1228	Not Applicable	Not Applicable
	"Maine"	"23"	"Oct., 2020"	"2020/10"	"Drug-induced causes"	"D"	38	Not Applicable	Not Applicable
	"Maine"	"23"	"Oct., 2020"	"2020/10"	"Alcohol-induced causes"	"A"	21	Not Applicable	Not Applicable
	"Maine"	"23"	"Oct., 2020"	"2020/10"	"All other non-drug and non-alcohol causes"	"O"	1190	Not Applicable	Not Applicable
	"Maine"	"23"	"Nov., 2020"	"2020/11"	"Drug-induced causes"	"D"	43	Not Applicable	Not Applicable
	"Maine"	"23"	"Nov., 2020"	"2020/11"	"Alcohol-induced causes"	"A"	24	Not Applicable	Not Applicable
	"Maine"	"23"	"Nov., 2020"	"2020/11"	"All other non-drug and non-alcohol causes"	"O"	1339	Not Applicable	Not Applicable
	"Maine"	"23"	"Dec., 2020"	"2020/12"	"Drug-induced causes"	"D"	46	Not Applicable	Not Applicable
	"Maine"	"23"	"Dec., 2020"	"2020/12"	"Alcohol-induced causes"	"A"	25	Not Applicable	Not Applicable
	"Maine"	"23"	"Dec., 2020"	"2020/12"	"All other non-drug and non-alcohol causes"	"O"	1476	Not Applicable	Not Applicable
	"Maine"	"23"	"Jan., 2021"	"2021/01"	"Drug-induced causes"	"D"	54	Not Applicable	Not Applicable
	"Maine"	"23"	"Jan., 2021"	"2021/01"	"Alcohol-induced causes"	"A"	30	Not Applicable	Not Applicable
	"Maine"	"23"	"Jan., 2021"	"2021/01"	"All other non-drug and non-alcohol causes"	"O"	1490	Not Applicable	Not Applicable
	"Maine"	"23"	"Feb., 2021"	"2021/02"	"Drug-induced causes"	"D"	42	Not Applicable	Not Applicable
	"Maine"	"23"	"Feb., 2021"	"2021/02"	"Alcohol-induced causes"	"A"	29	Not Applicable	Not Applicable
	"Maine"	"23"	"Feb., 2021"	"2021/02"	"All other non-drug and non-alcohol causes"	"O"	1159	Not Applicable	Not Applicable
	"Maine"	"23"	"Mar., 2021"	"2021/03"	"Drug-induced causes"	"D"	59	Not Applicable	Not Applicable
	"Maine"	"23"	"Mar., 2021"	"2021/03"	"Alcohol-induced causes"	"A"	19	Not Applicable	Not Applicable
	"Maine"	"23"	"Mar., 2021"	"2021/03"	"All other non-drug and non-alcohol causes"	"O"	1206	Not Applicable	Not Applicable
	"Maine"	"23"	"Apr., 2021"	"2021/04"	"Drug-induced causes"	"D"	50	Not Applicable	Not Applicable
	"Maine"	"23"	"Apr., 2021"	"2021/04"	"Alcohol-induced causes"	"A"	20	Not Applicable	Not Applicable
	"Maine"	"23"	"Apr., 2021"	"2021/04"	"All other non-drug and non-alcohol causes"	"O"	1232	Not Applicable	Not Applicable
	"Maine"	"23"	"May, 2021"	"2021/05"	"Drug-induced causes"	"D"	45	Not Applicable	Not Applicable
	"Maine"	"23"	"May, 2021"	"2021/05"	"Alcohol-induced causes"	"A"	32	Not Applicable	Not Applicable
	"Maine"	"23"	"May, 2021"	"2021/05"	"All other non-drug and non-alcohol causes"	"O"	1318	Not Applicable	Not Applicable
	"Maine"	"23"	"Jun., 2021"	"2021/06"	"Drug-induced causes"	"D"	53	Not Applicable	Not Applicable
	"Maine"	"23"	"Jun., 2021"	"2021/06"	"Alcohol-induced causes"	"A"	23	Not Applicable	Not Applicable
	"Maine"	"23"	"Jun., 2021"	"2021/06"	"All other non-drug and non-alcohol causes"	"O"	1234	Not Applicable	Not Applicable
	"Maine"	"23"	"Jul., 2021"	"2021/07"	"Drug-induced causes"	"D"	40	Not Applicable	Not Applicable
	"Maine"	"23"	"Jul., 2021"	"2021/07"	"Alcohol-induced causes"	"A"	24	Not Applicable	Not Applicable
	"Maine"	"23"	"Jul., 2021"	"2021/07"	"All other non-drug and non-alcohol causes"	"O"	1270	Not Applicable	Not Applicable
	"Maine"	"23"	"Aug., 2021"	"2021/08"	"Drug-induced causes"	"D"	48	Not Applicable	Not Applicable
	"Maine"	"23"	"Aug., 2021"	"2021/08"	"Alcohol-induced causes"	"A"	20	Not Applicable	Not Applicable
	"Maine"	"23"	"Aug., 2021"	"2021/08"	"All other non-drug and non-alcohol causes"	"O"	1258	Not Applicable	Not Applicable
	"Maine"	"23"	"Sep., 2021"	"2021/09"	"Drug-induced causes"	"D"	60	Not Applicable	Not Applicable
	"Maine"	"23"	"Sep., 2021"	"2021/09"	"Alcohol-induced causes"	"A"	24	Not Applicable	Not Applicable
	"Maine"	"23"	"Sep., 2021"	"2021/09"	"All other non-drug and non-alcohol causes"	"O"	1352	Not Applicable	Not Applicable
	"Maine"	"23"	"Oct., 2021"	"2021/10"	"Drug-induced causes"	"D"	66	Not Applicable	Not Applicable
	"Maine"	"23"	"Oct., 2021"	"2021/10"	"Alcohol-induced causes"	"A"	34	Not Applicable	Not Applicable
	"Maine"	"23"	"Oct., 2021"	"2021/10"	"All other non-drug and non-alcohol causes"	"O"	1476	Not Applicable	Not Applicable
	"Maine"	"23"	"Nov., 2021"	"2021/11"	"Drug-induced causes"	"D"	62	Not Applicable	Not Applicable
	"Maine"	"23"	"Nov., 2021"	"2021/11"	"Alcohol-induced causes"	"A"	33	Not Applicable	Not Applicable
	"Maine"	"23"	"Nov., 2021"	"2021/11"	"All other non-drug and non-alcohol causes"	"O"	1578	Not Applicable	Not Applicable
	"Maine"	"23"	"Dec., 2021"	"2021/12"	"Drug-induced causes"	"D"	49	Not Applicable	Not Applicable
	"Maine"	"23"	"Dec., 2021"	"2021/12"	"Alcohol-induced causes"	"A"	39	Not Applicable	Not Applicable
	"Maine"	"23"	"Dec., 2021"	"2021/12"	"All other non-drug and non-alcohol causes"	"O"	1741	Not Applicable	Not Applicable
	"Maine"	"23"	"Jan., 2022"	"2022/01"	"Drug-induced causes"	"D"	42	Not Applicable	Not Applicable
	"Maine"	"23"	"Jan., 2022"	"2022/01"	"Alcohol-induced causes"	"A"	37	Not Applicable	Not Applicable
	"Maine"	"23"	"Jan., 2022"	"2022/01"	"All other non-drug and non-alcohol causes"	"O"	1701	Not Applicable	Not Applicable
	"Maine"	"23"	"Feb., 2022"	"2022/02"	"Drug-induced causes"	"D"	55	Not Applicable	Not Applicable
	"Maine"	"23"	"Feb., 2022"	"2022/02"	"Alcohol-induced causes"	"A"	29	Not Applicable	Not Applicable
	"Maine"	"23"	"Feb., 2022"	"2022/02"	"All other non-drug and non-alcohol causes"	"O"	1324	Not Applicable	Not Applicable
	"Maine"	"23"	"Mar., 2022"	"2022/03"	"Drug-induced causes"	"D"	71	Not Applicable	Not Applicable
	"Maine"	"23"	"Mar., 2022"	"2022/03"	"Alcohol-induced causes"	"A"	39	Not Applicable	Not Applicable
	"Maine"	"23"	"Mar., 2022"	"2022/03"	"All other non-drug and non-alcohol causes"	"O"	1333	Not Applicable	Not Applicable
	"Maine"	"23"	"Apr., 2022"	"2022/04"	"Drug-induced causes"	"D"	55	Not Applicable	Not Applicable
	"Maine"	"23"	"Apr., 2022"	"2022/04"	"Alcohol-induced causes"	"A"	28	Not Applicable	Not Applicable
	"Maine"	"23"	"Apr., 2022"	"2022/04"	"All other non-drug and non-alcohol causes"	"O"	1259	Not Applicable	Not Applicable
	"Maine"	"23"	"May, 2022"	"2022/05"	"Drug-induced causes"	"D"	45	Not Applicable	Not Applicable
	"Maine"	"23"	"May, 2022"	"2022/05"	"Alcohol-induced causes"	"A"	28	Not Applicable	Not Applicable
	"Maine"	"23"	"May, 2022"	"2022/05"	"All other non-drug and non-alcohol causes"	"O"	1313	Not Applicable	Not Applicable
	"Maine"	"23"	"Jun., 2022"	"2022/06"	"Drug-induced causes"	"D"	65	Not Applicable	Not Applicable
	"Maine"	"23"	"Jun., 2022"	"2022/06"	"Alcohol-induced causes"	"A"	21	Not Applicable	Not Applicable
	"Maine"	"23"	"Jun., 2022"	"2022/06"	"All other non-drug and non-alcohol causes"	"O"	1306	Not Applicable	Not Applicable
	"Maine"	"23"	"Jul., 2022"	"2022/07"	"Drug-induced causes"	"D"	69	Not Applicable	Not Applicable
	"Maine"	"23"	"Jul., 2022"	"2022/07"	"Alcohol-induced causes"	"A"	12	Not Applicable	Not Applicable
	"Maine"	"23"	"Jul., 2022"	"2022/07"	"All other non-drug and non-alcohol causes"	"O"	1249	Not Applicable	Not Applicable
	"Maine"	"23"	"Aug., 2022"	"2022/08"	"Drug-induced causes"	"D"	72	Not Applicable	Not Applicable
	"Maine"	"23"	"Aug., 2022"	"2022/08"	"Alcohol-induced causes"	"A"	19	Not Applicable	Not Applicable
	"Maine"	"23"	"Aug., 2022"	"2022/08"	"All other non-drug and non-alcohol causes"	"O"	1211	Not Applicable	Not Applicable
	"Maine"	"23"	"Sep., 2022"	"2022/09"	"Drug-induced causes"	"D"	56	Not Applicable	Not Applicable
	"Maine"	"23"	"Sep., 2022"	"2022/09"	"Alcohol-induced causes"	"A"	23	Not Applicable	Not Applicable
	"Maine"	"23"	"Sep., 2022"	"2022/09"	"All other non-drug and non-alcohol causes"	"O"	1344	Not Applicable	Not Applicable
	"Maine"	"23"	"Oct., 2022"	"2022/10"	"Drug-induced causes"	"D"	59	Not Applicable	Not Applicable
	"Maine"	"23"	"Oct., 2022"	"2022/10"	"Alcohol-induced causes"	"A"	27	Not Applicable	Not Applicable
	"Maine"	"23"	"Oct., 2022"	"2022/10"	"All other non-drug and non-alcohol causes"	"O"	1423	Not Applicable	Not Applicable
	"Maine"	"23"	"Nov., 2022"	"2022/11"	"Drug-induced causes"	"D"	65	Not Applicable	Not Applicable
	"Maine"	"23"	"Nov., 2022"	"2022/11"	"Alcohol-induced causes"	"A"	26	Not Applicable	Not Applicable
	"Maine"	"23"	"Nov., 2022"	"2022/11"	"All other non-drug and non-alcohol causes"	"O"	1339	Not Applicable	Not Applicable
	"Maine"	"23"	"Dec., 2022"	"2022/12"	"Drug-induced causes"	"D"	72	Not Applicable	Not Applicable
	"Maine"	"23"	"Dec., 2022"	"2022/12"	"Alcohol-induced causes"	"A"	28	Not Applicable	Not Applicable
	"Maine"	"23"	"Dec., 2022"	"2022/12"	"All other non-drug and non-alcohol causes"	"O"	1519	Not Applicable	Not Applicable
	"Maine"	"23"	"Jan., 2023 (provisional)"	"2023/01"	"Drug-induced causes"	"D"	55	Not Applicable	Not Applicable
	"Maine"	"23"	"Jan., 2023 (provisional)"	"2023/01"	"Alcohol-induced causes"	"A"	28	Not Applicable	Not Applicable
	"Maine"	"23"	"Jan., 2023 (provisional)"	"2023/01"	"All other non-drug and non-alcohol causes"	"O"	1500	Not Applicable	Not Applicable
	"Maine"	"23"	"Feb., 2023 (provisional)"	"2023/02"	"Drug-induced causes"	"D"	49	Not Applicable	Not Applicable
	"Maine"	"23"	"Feb., 2023 (provisional)"	"2023/02"	"Alcohol-induced causes"	"A"	31	Not Applicable	Not Applicable
	"Maine"	"23"	"Feb., 2023 (provisional)"	"2023/02"	"All other non-drug and non-alcohol causes"	"O"	1271	Not Applicable	Not Applicable
	"Maine"	"23"	"Mar., 2023 (provisional)"	"2023/03"	"Drug-induced causes"	"D"	42	Not Applicable	Not Applicable
	"Maine"	"23"	"Mar., 2023 (provisional)"	"2023/03"	"Alcohol-induced causes"	"A"	22	Not Applicable	Not Applicable
	"Maine"	"23"	"Mar., 2023 (provisional)"	"2023/03"	"All other non-drug and non-alcohol causes"	"O"	1373	Not Applicable	Not Applicable
	"Maine"	"23"	"Apr., 2023 (provisional)"	"2023/04"	"Drug-induced causes"	"D"	66	Not Applicable	Not Applicable
	"Maine"	"23"	"Apr., 2023 (provisional)"	"2023/04"	"Alcohol-induced causes"	"A"	19	Not Applicable	Not Applicable
	"Maine"	"23"	"Apr., 2023 (provisional)"	"2023/04"	"All other non-drug and non-alcohol causes"	"O"	1285	Not Applicable	Not Applicable
	"Maine"	"23"	"May, 2023 (provisional)"	"2023/05"	"Drug-induced causes"	"D"	50	Not Applicable	Not Applicable
	"Maine"	"23"	"May, 2023 (provisional)"	"2023/05"	"Alcohol-induced causes"	"A"	23	Not Applicable	Not Applicable
	"Maine"	"23"	"May, 2023 (provisional)"	"2023/05"	"All other non-drug and non-alcohol causes"	"O"	1292	Not Applicable	Not Applicable
	"Maine"	"23"	"Jun., 2023 (provisional)"	"2023/06"	"Drug-induced causes"	"D"	60	Not Applicable	Not Applicable
	"Maine"	"23"	"Jun., 2023 (provisional)"	"2023/06"	"Alcohol-induced causes"	"A"	30	Not Applicable	Not Applicable
	"Maine"	"23"	"Jun., 2023 (provisional)"	"2023/06"	"All other non-drug and non-alcohol causes"	"O"	1195	Not Applicable	Not Applicable
	"Maine"	"23"	"Jul., 2023 (provisional)"	"2023/07"	"Drug-induced causes"	"D"	49	Not Applicable	Not Applicable
	"Maine"	"23"	"Jul., 2023 (provisional)"	"2023/07"	"Alcohol-induced causes"	"A"	24	Not Applicable	Not Applicable
	"Maine"	"23"	"Jul., 2023 (provisional)"	"2023/07"	"All other non-drug and non-alcohol causes"	"O"	1228	Not Applicable	Not Applicable
	"Maine"	"23"	"Aug., 2023 (provisional)"	"2023/08"	"Drug-induced causes"	"D"	38	Not Applicable	Not Applicable
	"Maine"	"23"	"Aug., 2023 (provisional)"	"2023/08"	"Alcohol-induced causes"	"A"	25	Not Applicable	Not Applicable
	"Maine"	"23"	"Aug., 2023 (provisional)"	"2023/08"	"All other non-drug and non-alcohol causes"	"O"	1281	Not Applicable	Not Applicable
	"Maine"	"23"	"Sep., 2023 (provisional)"	"2023/09"	"Drug-induced causes"	"D"	56	Not Applicable	Not Applicable
	"Maine"	"23"	"Sep., 2023 (provisional)"	"2023/09"	"Alcohol-induced causes"	"A"	16	Not Applicable	Not Applicable
	"Maine"	"23"	"Sep., 2023 (provisional)"	"2023/09"	"All other non-drug and non-alcohol causes"	"O"	1234	Not Applicable	Not Applicable
	"Maine"	"23"	"Oct., 2023 (provisional)"	"2023/10"	"Drug-induced causes"	"D"	53	Not Applicable	Not Applicable
	"Maine"	"23"	"Oct., 2023 (provisional)"	"2023/10"	"Alcohol-induced causes"	"A"	18	Not Applicable	Not Applicable
	"Maine"	"23"	"Oct., 2023 (provisional)"	"2023/10"	"All other non-drug and non-alcohol causes"	"O"	1356	Not Applicable	Not Applicable
	"Maine"	"23"	"Nov., 2023 (provisional)"	"2023/11"	"Drug-induced causes"	"D"	49	Not Applicable	Not Applicable
	"Maine"	"23"	"Nov., 2023 (provisional)"	"2023/11"	"Alcohol-induced causes"	"A"	27	Not Applicable	Not Applicable
	"Maine"	"23"	"Nov., 2023 (provisional)"	"2023/11"	"All other non-drug and non-alcohol causes"	"O"	1354	Not Applicable	Not Applicable
	"Maine"	"23"	"Dec., 2023 (provisional)"	"2023/12"	"Drug-induced causes"	"D"	46	Not Applicable	Not Applicable
	"Maine"	"23"	"Dec., 2023 (provisional)"	"2023/12"	"Alcohol-induced causes"	"A"	34	Not Applicable	Not Applicable
	"Maine"	"23"	"Dec., 2023 (provisional)"	"2023/12"	"All other non-drug and non-alcohol causes"	"O"	1471	Not Applicable	Not Applicable
	"Maine"	"23"	"Jan., 2024 (provisional)"	"2024/01"	"Drug-induced causes"	"D"	50	Not Applicable	Not Applicable
	"Maine"	"23"	"Jan., 2024 (provisional)"	"2024/01"	"Alcohol-induced causes"	"A"	30	Not Applicable	Not Applicable
	"Maine"	"23"	"Jan., 2024 (provisional)"	"2024/01"	"All other non-drug and non-alcohol causes"	"O"	1442	Not Applicable	Not Applicable
	"Maine"	"23"	"Feb., 2024 (provisional)"	"2024/02"	"Drug-induced causes"	"D"	42	Not Applicable	Not Applicable
	"Maine"	"23"	"Feb., 2024 (provisional)"	"2024/02"	"Alcohol-induced causes"	"A"	28	Not Applicable	Not Applicable
	"Maine"	"23"	"Feb., 2024 (provisional)"	"2024/02"	"All other non-drug and non-alcohol causes"	"O"	1329	Not Applicable	Not Applicable
	"Maine"	"23"	"Mar., 2024 (provisional)"	"2024/03"	"Drug-induced causes"	"D"	59	Not Applicable	Not Applicable
	"Maine"	"23"	"Mar., 2024 (provisional)"	"2024/03"	"Alcohol-induced causes"	"A"	28	Not Applicable	Not Applicable
	"Maine"	"23"	"Mar., 2024 (provisional)"	"2024/03"	"All other non-drug and non-alcohol causes"	"O"	1379	Not Applicable	Not Applicable
	"Maine"	"23"	"Apr., 2024 (provisional)"	"2024/04"	"Drug-induced causes"	"D"	43	Not Applicable	Not Applicable
	"Maine"	"23"	"Apr., 2024 (provisional)"	"2024/04"	"Alcohol-induced causes"	"A"	24	Not Applicable	Not Applicable
	"Maine"	"23"	"Apr., 2024 (provisional)"	"2024/04"	"All other non-drug and non-alcohol causes"	"O"	1293	Not Applicable	Not Applicable
	"Maine"	"23"	"May, 2024 (provisional)"	"2024/05"	"Drug-induced causes"	"D"	20	Not Applicable	Not Applicable
	"Maine"	"23"	"May, 2024 (provisional)"	"2024/05"	"Alcohol-induced causes"	"A"	26	Not Applicable	Not Applicable
	"Maine"	"23"	"May, 2024 (provisional)"	"2024/05"	"All other non-drug and non-alcohol causes"	"O"	1254	Not Applicable	Not Applicable
	"Maine"	"23"	"May, 2024 (provisional)"	"2024/05"	"Data not shown due to 6 month lag to account for delays in death certificate completion for certain causes of death."	"N"	73	Not Applicable	Not Applicable
	"Maine"	"23"	"Jun., 2024 (provisional)"	"2024/06"	"Alcohol-induced causes"	"A"	13	Not Applicable	Not Applicable
	"Maine"	"23"	"Jun., 2024 (provisional)"	"2024/06"	"All other non-drug and non-alcohol causes"	"O"	1123	Not Applicable	Not Applicable
	"Maine"	"23"	"Jun., 2024 (provisional)"	"2024/06"	"Data not shown due to 6 month lag to account for delays in death certificate completion for certain causes of death."	"N"	124	Not Applicable	Not Applicable
	"Maine"	"23"	"Jul., 2024 (provisional)"	"2024/07"	"Alcohol-induced causes"	"A"	19	Not Applicable	Not Applicable
	"Maine"	"23"	"Jul., 2024 (provisional)"	"2024/07"	"All other non-drug and non-alcohol causes"	"O"	1182	Not Applicable	Not Applicable
	"Maine"	"23"	"Jul., 2024 (provisional)"	"2024/07"	"Data not shown due to 6 month lag to account for delays in death certificate completion for certain causes of death."	"N"	132	Not Applicable	Not Applicable
	"Maine"	"23"	"Aug., 2024 (provisional)"	"2024/08"	"Alcohol-induced causes"	"A"	16	Not Applicable	Not Applicable
	"Maine"	"23"	"Aug., 2024 (provisional)"	"2024/08"	"All other non-drug and non-alcohol causes"	"O"	1176	Not Applicable	Not Applicable
	"Maine"	"23"	"Aug., 2024 (provisional)"	"2024/08"	"Data not shown due to 6 month lag to account for delays in death certificate completion for certain causes of death."	"N"	106	Not Applicable	Not Applicable
	"Maine"	"23"	"Sep., 2024 (provisional)"	"2024/09"	"Alcohol-induced causes"	"A"	15	Not Applicable	Not Applicable
	"Maine"	"23"	"Sep., 2024 (provisional)"	"2024/09"	"All other non-drug and non-alcohol causes"	"O"	1147	Not Applicable	Not Applicable
	"Maine"	"23"	"Sep., 2024 (provisional)"	"2024/09"	"Data not shown due to 6 month lag to account for delays in death certificate completion for certain causes of death."	"N"	109	Not Applicable	Not Applicable
	"Maine"	"23"	"Oct., 2024 (provisional)"	"2024/10"	"Alcohol-induced causes"	"A"	16	Not Applicable	Not Applicable
	"Maine"	"23"	"Oct., 2024 (provisional)"	"2024/10"	"All other non-drug and non-alcohol causes"	"O"	1309	Not Applicable	Not Applicable
	"Maine"	"23"	"Oct., 2024 (provisional)"	"2024/10"	"Data not shown due to 6 month lag to account for delays in death certificate completion for certain causes of death."	"N"	36	Not Applicable	Not Applicable
	"Maine"	"23"	"Nov., 2024 (provisional and partial)"	"2024/11"	"All other non-drug and non-alcohol causes"	"O"	73	Not Applicable	Not Applicable
	"Maryland"	"24"	"Jan., 2020"	"2020/01"	"Drug-induced causes"	"D"	197	Not Applicable	Not Applicable
	"Maryland"	"24"	"Jan., 2020"	"2020/01"	"Alcohol-induced causes"	"A"	43	Not Applicable	Not Applicable
	"Maryland"	"24"	"Jan., 2020"	"2020/01"	"All other non-drug and non-alcohol causes"	"O"	4381	Not Applicable	Not Applicable
	"Maryland"	"24"	"Feb., 2020"	"2020/02"	"Drug-induced causes"	"D"	209	Not Applicable	Not Applicable
	"Maryland"	"24"	"Feb., 2020"	"2020/02"	"Alcohol-induced causes"	"A"	30	Not Applicable	Not Applicable
