"Notes"	"Residence Census Region"	"Residence Census Region Code"	"Month"	"Month Code"	"UCD - ICD-10 113 Cause List"	"UCD - ICD-10 113 Cause List Code"	Deaths	Population	Crude Rate
	"Census Region 4: West"	"CENS-R4"	"Mar., 2021"	"2021/03"	"#Septicemia (A40-A41)"	"GR113-010"	353	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Mar., 2021"	"2021/03"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	10578	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Mar., 2021"	"2021/03"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	1994	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Mar., 2021"	"2021/03"	"#Alzheimer disease (G30)"	"GR113-052"	2667	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Mar., 2021"	"2021/03"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	11749	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Mar., 2021"	"2021/03"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	2982	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Mar., 2021"	"2021/03"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	686	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Mar., 2021"	"2021/03"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	2332	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Mar., 2021"	"2021/03"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	617	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Mar., 2021"	"2021/03"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	733	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Mar., 2021"	"2021/03"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	386	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Mar., 2021"	"2021/03"	"#COVID-19 (U07.1)"	"GR113-137"	3359	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Apr., 2021"	"2021/04"	"#Septicemia (A40-A41)"	"GR113-010"	320	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Apr., 2021"	"2021/04"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	10170	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Apr., 2021"	"2021/04"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	1843	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Apr., 2021"	"2021/04"	"#Alzheimer disease (G30)"	"GR113-052"	2355	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Apr., 2021"	"2021/04"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	10588	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Apr., 2021"	"2021/04"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	2771	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Apr., 2021"	"2021/04"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	610	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Apr., 2021"	"2021/04"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	2086	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Apr., 2021"	"2021/04"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	585	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Apr., 2021"	"2021/04"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	645	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Apr., 2021"	"2021/04"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	364	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Apr., 2021"	"2021/04"	"#COVID-19 (U07.1)"	"GR113-137"	1784	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"May, 2021"	"2021/05"	"#Septicemia (A40-A41)"	"GR113-010"	354	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"May, 2021"	"2021/05"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	10422	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"May, 2021"	"2021/05"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	1755	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"May, 2021"	"2021/05"	"#Alzheimer disease (G30)"	"GR113-052"	2467	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"May, 2021"	"2021/05"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	10554	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"May, 2021"	"2021/05"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	2858	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"May, 2021"	"2021/05"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	567	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"May, 2021"	"2021/05"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	2179	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"May, 2021"	"2021/05"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	639	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"May, 2021"	"2021/05"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	689	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"May, 2021"	"2021/05"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	382	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"May, 2021"	"2021/05"	"#COVID-19 (U07.1)"	"GR113-137"	1793	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Jun., 2021"	"2021/06"	"#Septicemia (A40-A41)"	"GR113-010"	350	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Jun., 2021"	"2021/06"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	10183	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Jun., 2021"	"2021/06"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	1701	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Jun., 2021"	"2021/06"	"#Alzheimer disease (G30)"	"GR113-052"	2341	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Jun., 2021"	"2021/06"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	10610	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Jun., 2021"	"2021/06"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	2714	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Jun., 2021"	"2021/06"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	540	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Jun., 2021"	"2021/06"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	2143	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Jun., 2021"	"2021/06"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	611	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Jun., 2021"	"2021/06"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	649	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Jun., 2021"	"2021/06"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	436	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Jun., 2021"	"2021/06"	"#COVID-19 (U07.1)"	"GR113-137"	1253	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Jul., 2021"	"2021/07"	"#Septicemia (A40-A41)"	"GR113-010"	411	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Jul., 2021"	"2021/07"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	10530	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Jul., 2021"	"2021/07"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	1735	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Jul., 2021"	"2021/07"	"#Alzheimer disease (G30)"	"GR113-052"	2325	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Jul., 2021"	"2021/07"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	10702	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Jul., 2021"	"2021/07"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	2833	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Jul., 2021"	"2021/07"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	569	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Jul., 2021"	"2021/07"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	2151	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Jul., 2021"	"2021/07"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	641	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Jul., 2021"	"2021/07"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	688	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Jul., 2021"	"2021/07"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	495	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Jul., 2021"	"2021/07"	"#COVID-19 (U07.1)"	"GR113-137"	2013	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Aug., 2021"	"2021/08"	"#Septicemia (A40-A41)"	"GR113-010"	401	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Aug., 2021"	"2021/08"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	10717	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Aug., 2021"	"2021/08"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	1837	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Aug., 2021"	"2021/08"	"#Alzheimer disease (G30)"	"GR113-052"	2564	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Aug., 2021"	"2021/08"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	11164	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Aug., 2021"	"2021/08"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	2834	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Aug., 2021"	"2021/08"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	665	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Aug., 2021"	"2021/08"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	2243	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Aug., 2021"	"2021/08"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	652	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Aug., 2021"	"2021/08"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	699	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Aug., 2021"	"2021/08"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	536	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Aug., 2021"	"2021/08"	"#COVID-19 (U07.1)"	"GR113-137"	7157	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Sep., 2021"	"2021/09"	"#Septicemia (A40-A41)"	"GR113-010"	437	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Sep., 2021"	"2021/09"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	10452	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Sep., 2021"	"2021/09"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	1884	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Sep., 2021"	"2021/09"	"#Alzheimer disease (G30)"	"GR113-052"	2721	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Sep., 2021"	"2021/09"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	10713	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Sep., 2021"	"2021/09"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	2819	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Sep., 2021"	"2021/09"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	637	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Sep., 2021"	"2021/09"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	2276	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Sep., 2021"	"2021/09"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	608	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Sep., 2021"	"2021/09"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	718	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Sep., 2021"	"2021/09"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	505	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Sep., 2021"	"2021/09"	"#COVID-19 (U07.1)"	"GR113-137"	10277	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Oct., 2021"	"2021/10"	"#Septicemia (A40-A41)"	"GR113-010"	446	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Oct., 2021"	"2021/10"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	10859	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Oct., 2021"	"2021/10"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	1956	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Oct., 2021"	"2021/10"	"#Alzheimer disease (G30)"	"GR113-052"	2639	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Oct., 2021"	"2021/10"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	11476	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Oct., 2021"	"2021/10"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	3111	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Oct., 2021"	"2021/10"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	673	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Oct., 2021"	"2021/10"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	2408	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Oct., 2021"	"2021/10"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	639	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Oct., 2021"	"2021/10"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	784	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Oct., 2021"	"2021/10"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	506	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Oct., 2021"	"2021/10"	"#COVID-19 (U07.1)"	"GR113-137"	8286	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Nov., 2021"	"2021/11"	"#Septicemia (A40-A41)"	"GR113-010"	450	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Nov., 2021"	"2021/11"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	10129	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Nov., 2021"	"2021/11"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	1874	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Nov., 2021"	"2021/11"	"#Alzheimer disease (G30)"	"GR113-052"	2619	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Nov., 2021"	"2021/11"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	11201	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Nov., 2021"	"2021/11"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	2974	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Nov., 2021"	"2021/11"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	763	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Nov., 2021"	"2021/11"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	2381	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Nov., 2021"	"2021/11"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	716	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Nov., 2021"	"2021/11"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	755	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Nov., 2021"	"2021/11"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	520	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Nov., 2021"	"2021/11"	"#COVID-19 (U07.1)"	"GR113-137"	7932	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Dec., 2021"	"2021/12"	"#Septicemia (A40-A41)"	"GR113-010"	507	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Dec., 2021"	"2021/12"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	10950	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Dec., 2021"	"2021/12"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	2103	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Dec., 2021"	"2021/12"	"#Alzheimer disease (G30)"	"GR113-052"	2864	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Dec., 2021"	"2021/12"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	12585	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Dec., 2021"	"2021/12"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	3172	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Dec., 2021"	"2021/12"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	898	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Dec., 2021"	"2021/12"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	2745	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Dec., 2021"	"2021/12"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	795	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Dec., 2021"	"2021/12"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	878	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Dec., 2021"	"2021/12"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	668	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Dec., 2021"	"2021/12"	"#COVID-19 (U07.1)"	"GR113-137"	7758	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Jan., 2022"	"2022/01"	"#Septicemia (A40-A41)"	"GR113-010"	505	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Jan., 2022"	"2022/01"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	11037	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Jan., 2022"	"2022/01"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	2411	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Jan., 2022"	"2022/01"	"#Alzheimer disease (G30)"	"GR113-052"	3365	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Jan., 2022"	"2022/01"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	13813	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Jan., 2022"	"2022/01"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	3587	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Jan., 2022"	"2022/01"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	1012	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Jan., 2022"	"2022/01"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	2850	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Jan., 2022"	"2022/01"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	783	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Jan., 2022"	"2022/01"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	943	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Jan., 2022"	"2022/01"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	483	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Jan., 2022"	"2022/01"	"#COVID-19 (U07.1)"	"GR113-137"	12596	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Feb., 2022"	"2022/02"	"#Septicemia (A40-A41)"	"GR113-010"	425	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Feb., 2022"	"2022/02"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	9600	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Feb., 2022"	"2022/02"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	1888	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Feb., 2022"	"2022/02"	"#Alzheimer disease (G30)"	"GR113-052"	2715	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Feb., 2022"	"2022/02"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	11344	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Feb., 2022"	"2022/02"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	3057	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Feb., 2022"	"2022/02"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	712	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Feb., 2022"	"2022/02"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	2411	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Feb., 2022"	"2022/02"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	685	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Feb., 2022"	"2022/02"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	779	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Feb., 2022"	"2022/02"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	395	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Feb., 2022"	"2022/02"	"#COVID-19 (U07.1)"	"GR113-137"	8604	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Mar., 2022"	"2022/03"	"#Septicemia (A40-A41)"	"GR113-010"	462	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Mar., 2022"	"2022/03"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	10555	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Mar., 2022"	"2022/03"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	1948	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Mar., 2022"	"2022/03"	"#Alzheimer disease (G30)"	"GR113-052"	2513	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Mar., 2022"	"2022/03"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	11514	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Mar., 2022"	"2022/03"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	3022	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Mar., 2022"	"2022/03"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	707	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Mar., 2022"	"2022/03"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	2408	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Mar., 2022"	"2022/03"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	682	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Mar., 2022"	"2022/03"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	811	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Mar., 2022"	"2022/03"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	422	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Mar., 2022"	"2022/03"	"#COVID-19 (U07.1)"	"GR113-137"	2396	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Apr., 2022"	"2022/04"	"#Septicemia (A40-A41)"	"GR113-010"	385	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Apr., 2022"	"2022/04"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	10276	Not Applicable	Not Applicable
