"Notes"	"Residence Census Region"	"Residence Census Region Code"	"MMWR Week"	"MMWR Week Code"	"UCD - ICD-10 113 Cause List"	"UCD - ICD-10 113 Cause List Code"	Deaths	Population	Crude Rate
	"Census Region 3: South"	"CENS-R3"	"2024 Week 24 ending June 15, 2024 (provisional)"	"2024/24"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	1367	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2024 Week 24 ending June 15, 2024 (provisional)"	"2024/24"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	269	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2024 Week 24 ending June 15, 2024 (provisional)"	"2024/24"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1148	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2024 Week 24 ending June 15, 2024 (provisional)"	"2024/24"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	361	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2024 Week 24 ending June 15, 2024 (provisional)"	"2024/24"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	398	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2024 Week 24 ending June 15, 2024 (provisional)"	"2024/24"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	414	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2024 Week 24 ending June 15, 2024 (provisional)"	"2024/24"	"#COVID-19 (U07.1)"	"GR113-137"	87	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2024 Week 25 ending June 22, 2024 (provisional)"	"2024/25"	"#Septicemia (A40-A41)"	"GR113-010"	345	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2024 Week 25 ending June 22, 2024 (provisional)"	"2024/25"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	4602	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2024 Week 25 ending June 22, 2024 (provisional)"	"2024/25"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	754	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2024 Week 25 ending June 22, 2024 (provisional)"	"2024/25"	"#Alzheimer disease (G30)"	"GR113-052"	752	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2024 Week 25 ending June 22, 2024 (provisional)"	"2024/25"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	5131	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2024 Week 25 ending June 22, 2024 (provisional)"	"2024/25"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	1253	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2024 Week 25 ending June 22, 2024 (provisional)"	"2024/25"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	260	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2024 Week 25 ending June 22, 2024 (provisional)"	"2024/25"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1153	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2024 Week 25 ending June 22, 2024 (provisional)"	"2024/25"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	357	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2024 Week 25 ending June 22, 2024 (provisional)"	"2024/25"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	403	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2024 Week 25 ending June 22, 2024 (provisional)"	"2024/25"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	464	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2024 Week 25 ending June 22, 2024 (provisional)"	"2024/25"	"#COVID-19 (U07.1)"	"GR113-137"	105	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2024 Week 26 ending June 29, 2024 (provisional)"	"2024/26"	"#Septicemia (A40-A41)"	"GR113-010"	365	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2024 Week 26 ending June 29, 2024 (provisional)"	"2024/26"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	4660	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2024 Week 26 ending June 29, 2024 (provisional)"	"2024/26"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	713	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2024 Week 26 ending June 29, 2024 (provisional)"	"2024/26"	"#Alzheimer disease (G30)"	"GR113-052"	829	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2024 Week 26 ending June 29, 2024 (provisional)"	"2024/26"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	4986	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2024 Week 26 ending June 29, 2024 (provisional)"	"2024/26"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	1295	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2024 Week 26 ending June 29, 2024 (provisional)"	"2024/26"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	297	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2024 Week 26 ending June 29, 2024 (provisional)"	"2024/26"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1151	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2024 Week 26 ending June 29, 2024 (provisional)"	"2024/26"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	366	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2024 Week 26 ending June 29, 2024 (provisional)"	"2024/26"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	413	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2024 Week 26 ending June 29, 2024 (provisional)"	"2024/26"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	503	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2024 Week 26 ending June 29, 2024 (provisional)"	"2024/26"	"#COVID-19 (U07.1)"	"GR113-137"	93	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2024 Week 27 ending July 06, 2024 (provisional)"	"2024/27"	"#Septicemia (A40-A41)"	"GR113-010"	326	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2024 Week 27 ending July 06, 2024 (provisional)"	"2024/27"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	4624	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2024 Week 27 ending July 06, 2024 (provisional)"	"2024/27"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	696	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2024 Week 27 ending July 06, 2024 (provisional)"	"2024/27"	"#Alzheimer disease (G30)"	"GR113-052"	790	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2024 Week 27 ending July 06, 2024 (provisional)"	"2024/27"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	4926	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2024 Week 27 ending July 06, 2024 (provisional)"	"2024/27"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	1282	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2024 Week 27 ending July 06, 2024 (provisional)"	"2024/27"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	245	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2024 Week 27 ending July 06, 2024 (provisional)"	"2024/27"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1110	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2024 Week 27 ending July 06, 2024 (provisional)"	"2024/27"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	373	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2024 Week 27 ending July 06, 2024 (provisional)"	"2024/27"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	421	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2024 Week 27 ending July 06, 2024 (provisional)"	"2024/27"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	523	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2024 Week 27 ending July 06, 2024 (provisional)"	"2024/27"	"#COVID-19 (U07.1)"	"GR113-137"	122	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2024 Week 28 ending July 13, 2024 (provisional)"	"2024/28"	"#Septicemia (A40-A41)"	"GR113-010"	328	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2024 Week 28 ending July 13, 2024 (provisional)"	"2024/28"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	4593	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2024 Week 28 ending July 13, 2024 (provisional)"	"2024/28"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	697	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2024 Week 28 ending July 13, 2024 (provisional)"	"2024/28"	"#Alzheimer disease (G30)"	"GR113-052"	792	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2024 Week 28 ending July 13, 2024 (provisional)"	"2024/28"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	4999	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2024 Week 28 ending July 13, 2024 (provisional)"	"2024/28"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	1260	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2024 Week 28 ending July 13, 2024 (provisional)"	"2024/28"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	286	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2024 Week 28 ending July 13, 2024 (provisional)"	"2024/28"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1066	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2024 Week 28 ending July 13, 2024 (provisional)"	"2024/28"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	377	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2024 Week 28 ending July 13, 2024 (provisional)"	"2024/28"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	417	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2024 Week 28 ending July 13, 2024 (provisional)"	"2024/28"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	474	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2024 Week 28 ending July 13, 2024 (provisional)"	"2024/28"	"#COVID-19 (U07.1)"	"GR113-137"	174	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2024 Week 29 ending July 20, 2024 (provisional)"	"2024/29"	"#Septicemia (A40-A41)"	"GR113-010"	303	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2024 Week 29 ending July 20, 2024 (provisional)"	"2024/29"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	4624	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2024 Week 29 ending July 20, 2024 (provisional)"	"2024/29"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	733	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2024 Week 29 ending July 20, 2024 (provisional)"	"2024/29"	"#Alzheimer disease (G30)"	"GR113-052"	822	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2024 Week 29 ending July 20, 2024 (provisional)"	"2024/29"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	4785	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2024 Week 29 ending July 20, 2024 (provisional)"	"2024/29"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	1239	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2024 Week 29 ending July 20, 2024 (provisional)"	"2024/29"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	246	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2024 Week 29 ending July 20, 2024 (provisional)"	"2024/29"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1028	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2024 Week 29 ending July 20, 2024 (provisional)"	"2024/29"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	387	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2024 Week 29 ending July 20, 2024 (provisional)"	"2024/29"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	397	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2024 Week 29 ending July 20, 2024 (provisional)"	"2024/29"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	508	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2024 Week 29 ending July 20, 2024 (provisional)"	"2024/29"	"#COVID-19 (U07.1)"	"GR113-137"	212	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2024 Week 30 ending July 27, 2024 (provisional)"	"2024/30"	"#Septicemia (A40-A41)"	"GR113-010"	310	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2024 Week 30 ending July 27, 2024 (provisional)"	"2024/30"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	4649	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2024 Week 30 ending July 27, 2024 (provisional)"	"2024/30"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	659	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2024 Week 30 ending July 27, 2024 (provisional)"	"2024/30"	"#Alzheimer disease (G30)"	"GR113-052"	828	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2024 Week 30 ending July 27, 2024 (provisional)"	"2024/30"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	4938	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2024 Week 30 ending July 27, 2024 (provisional)"	"2024/30"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	1274	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2024 Week 30 ending July 27, 2024 (provisional)"	"2024/30"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	242	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2024 Week 30 ending July 27, 2024 (provisional)"	"2024/30"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1056	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2024 Week 30 ending July 27, 2024 (provisional)"	"2024/30"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	353	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2024 Week 30 ending July 27, 2024 (provisional)"	"2024/30"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	408	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2024 Week 30 ending July 27, 2024 (provisional)"	"2024/30"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	496	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2024 Week 30 ending July 27, 2024 (provisional)"	"2024/30"	"#COVID-19 (U07.1)"	"GR113-137"	249	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2024 Week 31 ending August 03, 2024 (provisional)"	"2024/31"	"#Septicemia (A40-A41)"	"GR113-010"	323	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2024 Week 31 ending August 03, 2024 (provisional)"	"2024/31"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	4814	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2024 Week 31 ending August 03, 2024 (provisional)"	"2024/31"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	673	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2024 Week 31 ending August 03, 2024 (provisional)"	"2024/31"	"#Alzheimer disease (G30)"	"GR113-052"	773	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2024 Week 31 ending August 03, 2024 (provisional)"	"2024/31"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	5022	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2024 Week 31 ending August 03, 2024 (provisional)"	"2024/31"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	1264	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2024 Week 31 ending August 03, 2024 (provisional)"	"2024/31"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	270	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2024 Week 31 ending August 03, 2024 (provisional)"	"2024/31"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1084	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2024 Week 31 ending August 03, 2024 (provisional)"	"2024/31"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	368	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2024 Week 31 ending August 03, 2024 (provisional)"	"2024/31"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	392	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2024 Week 31 ending August 03, 2024 (provisional)"	"2024/31"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	544	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2024 Week 31 ending August 03, 2024 (provisional)"	"2024/31"	"#COVID-19 (U07.1)"	"GR113-137"	296	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2024 Week 32 ending August 10, 2024 (provisional)"	"2024/32"	"#Septicemia (A40-A41)"	"GR113-010"	324	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2024 Week 32 ending August 10, 2024 (provisional)"	"2024/32"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	4877	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2024 Week 32 ending August 10, 2024 (provisional)"	"2024/32"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	678	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2024 Week 32 ending August 10, 2024 (provisional)"	"2024/32"	"#Alzheimer disease (G30)"	"GR113-052"	843	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2024 Week 32 ending August 10, 2024 (provisional)"	"2024/32"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	4980	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2024 Week 32 ending August 10, 2024 (provisional)"	"2024/32"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	1304	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2024 Week 32 ending August 10, 2024 (provisional)"	"2024/32"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	266	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2024 Week 32 ending August 10, 2024 (provisional)"	"2024/32"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1095	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2024 Week 32 ending August 10, 2024 (provisional)"	"2024/32"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	341	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2024 Week 32 ending August 10, 2024 (provisional)"	"2024/32"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	407	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2024 Week 32 ending August 10, 2024 (provisional)"	"2024/32"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	645	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2024 Week 32 ending August 10, 2024 (provisional)"	"2024/32"	"#COVID-19 (U07.1)"	"GR113-137"	338	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2024 Week 33 ending August 17, 2024 (provisional)"	"2024/33"	"#Septicemia (A40-A41)"	"GR113-010"	311	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2024 Week 33 ending August 17, 2024 (provisional)"	"2024/33"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	4743	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2024 Week 33 ending August 17, 2024 (provisional)"	"2024/33"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	739	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2024 Week 33 ending August 17, 2024 (provisional)"	"2024/33"	"#Alzheimer disease (G30)"	"GR113-052"	861	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2024 Week 33 ending August 17, 2024 (provisional)"	"2024/33"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	4988	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2024 Week 33 ending August 17, 2024 (provisional)"	"2024/33"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	1342	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2024 Week 33 ending August 17, 2024 (provisional)"	"2024/33"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	295	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2024 Week 33 ending August 17, 2024 (provisional)"	"2024/33"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1051	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2024 Week 33 ending August 17, 2024 (provisional)"	"2024/33"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	347	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2024 Week 33 ending August 17, 2024 (provisional)"	"2024/33"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	421	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2024 Week 33 ending August 17, 2024 (provisional)"	"2024/33"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	706	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2024 Week 33 ending August 17, 2024 (provisional)"	"2024/33"	"#COVID-19 (U07.1)"	"GR113-137"	323	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2024 Week 34 ending August 24, 2024 (provisional)"	"2024/34"	"#Septicemia (A40-A41)"	"GR113-010"	342	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2024 Week 34 ending August 24, 2024 (provisional)"	"2024/34"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	4588	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2024 Week 34 ending August 24, 2024 (provisional)"	"2024/34"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	690	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2024 Week 34 ending August 24, 2024 (provisional)"	"2024/34"	"#Alzheimer disease (G30)"	"GR113-052"	861	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2024 Week 34 ending August 24, 2024 (provisional)"	"2024/34"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	4946	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2024 Week 34 ending August 24, 2024 (provisional)"	"2024/34"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	1301	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2024 Week 34 ending August 24, 2024 (provisional)"	"2024/34"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	258	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2024 Week 34 ending August 24, 2024 (provisional)"	"2024/34"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1067	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2024 Week 34 ending August 24, 2024 (provisional)"	"2024/34"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	364	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2024 Week 34 ending August 24, 2024 (provisional)"	"2024/34"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	435	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2024 Week 34 ending August 24, 2024 (provisional)"	"2024/34"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	747	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2024 Week 34 ending August 24, 2024 (provisional)"	"2024/34"	"#COVID-19 (U07.1)"	"GR113-137"	346	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2024 Week 35 ending August 31, 2024 (provisional)"	"2024/35"	"#Septicemia (A40-A41)"	"GR113-010"	315	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2024 Week 35 ending August 31, 2024 (provisional)"	"2024/35"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	4778	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2024 Week 35 ending August 31, 2024 (provisional)"	"2024/35"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	696	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2024 Week 35 ending August 31, 2024 (provisional)"	"2024/35"	"#Alzheimer disease (G30)"	"GR113-052"	816	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2024 Week 35 ending August 31, 2024 (provisional)"	"2024/35"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	4986	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2024 Week 35 ending August 31, 2024 (provisional)"	"2024/35"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	1289	Not Applicable	Not Applicable
